Original,Translate_EN,Translate_IT_1
"Astinenza sì cominciò a parlare,","Abstinence then began to speak,","Poi l'astinenza cominciò a parlare,"
"E disse: «La vertude più sovrana,",saying: “The highest virtue,dicendo: La virtù più alta
"Che possa aver la criatura humana,",that the human creature can have,che la creatura umana può avere
Si è della sua lingua rifrenare.,is to restrain his tongue.,è quello di trattenere la sua lingua.
"Sovr’ogn’altra persona, a noi sì pare,",It seems to us that this sin,Ci sembra che questo peccato
Ch’esto peccato in voi fioriscie e grana;,flowers and prospers in you more than in any other;,fiori e prospera in voi più che in qualsiasi altro;
"Se no ’l lasciate, egli è cosa ciertana","if you don’t let go of it, it’s certain","se non si lascia andare, essa è certo"
"Che nello ’Nferno vi conviene andare,",that you will go to hell.,che andrai all'inferno.
Ché pez’à c’una truffola levaste,For some time ago you began a vicious rumor,Per un po' di tempo fa hai iniziato una voce feroce
"Sopra ’l valetto, che vo’ ben sapete.","about the young man, you know this well:","riguardo al giovane, lo sai bene:"
Con gran[de] torto voi il difamaste,"you slandered him wrongly,","l'hai calunniato ingiustamente,"
"Ch’e’ non pensava a•cciò, che vo’ credete.",for he was not planning to do what you think he was.,Perche' non aveva intenzione di fare cio' che pensi che fosse.
"Bellacoglienza tanto ne gravaste,",You made such heavy accusations against Fair Welcome,Hai fatto accuse così pesanti contro Fair Welcome
Ch’ella fu messa là ove vo’ vedete».,that she was placed there where you can see her.”,che è stata messa là dove potete vederla.
