Original,Translate_IT
"Imagini, chi bene intender cupe","Lasciate che lui, che avrebbe capito pienamente"
"quel ch'i' or vidi - e ritegna l'image,","quello che ora ho visto, immagina -- e lascialo, mentre parlo,"
"mentre ch'io dico, come ferma rupe -,",Tieni l'immagine ferma come una roccia...
quindici stelle che 'n diverse plage,quindici stelle che illuminano varie regioni
lo cielo avvivan di tanto sereno,"del cielo, e con tale luminosità"
che soperchia de l'aere ogne compage;,per superare la foschia intervenente.
imagini quel carro a cu' il seno,"Lasciategli immaginare il Wain, nestling"
"basta del nostro cielo e notte e giorno,",nel seno del nostro cielo sia notte che giorno
sì ch'al volger del temo non vien meno;,in modo che il suo albero di guida non è mai fuori dalla vista.
imagini la bocca di quel corno,Lasciategli immaginare la bocca di quel corno
che si comincia in punta de lo stelo,discendente dall'endpoint dell'asse
"a cui la prima rota va dintorno,","intorno al quale ruota la prima ruota,"
"aver fatto di sé due segni in cielo,","e tutti costoro, visti insieme, si sono formati nel cielo,"
qual fece la figliuola di Minoi,"una doppia costellazione, come l'anello una volta formato"
allora che sentì di morte il gelo;,"della figlia di Minos quando sentì il freddo della morte,"
"e l'un ne l'altro aver li raggi suoi,","i raggi di uno riflesso nell'altro,"
e amendue girarsi per maniera,con entrambi girevoli in tal modo
che l'uno andasse al primo e l'altro al poi;,che uno è andato prima e poi l'altro seguito.
e avrà quasi l'ombra de la vera,"Poi avrà, per così dire, l'ombra"
costellazione e de la doppia danza,della vera costellazione e della doppia danza
che circulava il punto dov'io era:,"che si muoveva intorno al punto in cui ero ora,"
"poi ch'è tanto di là da nostra usanza,",perché è ben al di là della nostra comprensione
quanto di là dal mover de la Chiana,come la velocità del cielo che supera tutti gli altri
si move il ciel che tutti li altri avanza.,Supera i turbini fangosi della Chiana.
"Lì si cantò non Bacco, non Peana,",Lì cantavano le lodi non di Bacco né di Paean
"ma tre persone in divina natura,","ma lodato la natura divina in tre Persone,"
e in una persona essa e l'umana.,e in una sola Persona cantava quella natura unita all'uomo.
Compié 'l cantare e 'l volger sua misura;,"Avendo fatto la misura della loro canzone e danza circolare,"
"e attesersi a noi quei santi lumi,","queste sante luci si volsero verso di noi,"
felicitando sé di cura in cura.,gioire mentre passavano da un compito all'altro.
Ruppe il silenzio ne' concordi numi,Il silenzio tra quelle anime sante in armonia
poscia la luce in che mirabil vita,è stato spezzato dalla luce che mi aveva detto
"del poverel di Dio narrata fumi,",la meravigliosa vita del povero uomo di Dio.
"e disse: “Quando l'una paglia è trita,","Disse [Allah]: ""Ora che un solo covone è stato trito"
"quando la sua semenza è già riposta,","e il suo grano raccolto,"
a batter l'altra dolce amor m'invita.,La dolce carità mi fa trebbiare l'altra.
Tu credi che nel petto onde la costa,"'Credi che, nel lato da cui"
si trasse per formar la bella guancia,la costola è stata disegnata per formare le caratteristiche deliziose
"il cui palato a tutto 'l mondo costa,","di lei il cui palato costa tanto caro al mondo,"
"e in quel che, forato da la lancia,","'e nel Suo, trafitto dalla lancia, che ha dato"
"e prima e poscia tanto sodisfece,","tale soddisfazione per i peccati, sia fatti o ancora essere,"
"che d'ogne colpa vince la bilancia,","come supera ogni difetto trovato nel saldo,"
quantunque a la natura umana lece,"""Tutta la luce che e' permessa alla natura umana"""
"aver di lume, tutto fosse infuso",è stato infuso dalla stessa potenza
da quel valor che l'uno e l'altro fece;,che ha fatto l'uno e l'altro.
"e però miri a ciò ch'io dissi suso,",E così vi meravigliate di quello che ho detto prima:
quando narrai che non ebbe 'l secondo,quando ti ho detto che la bontà
lo ben che ne la quinta luce è chiuso.,contenuto nella quinta luce non ha mai avuto un uguale.
"Or apri li occhi a quel ch'io ti rispondo,","""Aprite gli occhi alla risposta che darò"
e vedräi il tuo credere e 'l mio dire,e troverai i tuoi pensieri e quello che ti dico
nel vero farsi come centro in tondo.,si incontrano alla verità come al centro di un cerchio.
Ciò che non more e ciò che può morire,"""Quello che non muore e quello che deve"
non è se non splendor di quella idea,non sono altro che un riflesso luminoso di quell'Idea
"che partorisce, amando, il nostro Sire;","che il nostro Signore, nell'amore, fa nascere."
ché quella viva luce che sì mea,"'Per la luce vivente, che così fluisce"
"dal suo lucente, che non si disuna",dalla sua lucente Sorgente che non ha parti da essa
"da lui né da l'amor ch'a lor s'intrea,","né dall'Amore che si intreccia con loro,"
"per sua bontate il suo raggiare aduna,","'della sua bontà raccoglie la sua lucentezza,"
"quasi specchiato, in nove sussistenze,","come se fosse uno specchio, in nove residenze,"
etternalmente rimanendosi una.,e tuttavia dura in eterno come uno solo.
Quindi discende a l'ultime potenze,"""Da quell'altezza la luce scende agli elementi più bassi,"
"giù d'atto in atto, tanto divenendo,","tramandare dall'atto all'atto, diventando tale"
che più non fa che brevi contingenze;,che non produce nient'altro che brevi contingenze.
e queste contingenze essere intendo,Con queste cose contingenti intendo...
"le cose generate, che produce","cose generate, con seme o senza,"
con seme e sanza seme il ciel movendo.,prodotto dai movimenti dei cieli.
La cera di costoro e chi la duce,'La loro cera e ciò che modella varia così
non sta d'un modo; e però sotto 'l segno,"che, sotto l'impronta dell'Idea,"
idëale poi più e men traluce.,la luce brilla in vari gradi.
"Ond'elli avvien ch'un medesimo legno,",E così accade che gli alberi dello stesso tipo
"secondo specie, meglio e peggio frutta;","portare frutti, alcuni migliori e altri peggiori,"
e voi nascete con diverso ingegno.,e che tu sia nato con diversi talenti.
Se fosse a punto la cera dedutta,'Se la cera fosse perfettamente preparata
"e fosse il cielo in sua virtù supprema,","e il cielo all'apice della sua potenza,"
la luce del suggel parrebbe tutta;,in tutta la sua luminosità il sigillo sarebbe visto.
"ma la natura la dà sempre scema,",Ma la natura la fa sempre difettosa.
similemente operando a l'artista,"lavorare come l'artigiano che, alla pratica"
ch'a l'abito de l'arte ha man che trema.,"del suo mestiere, porta una mano instabile."
Però se 'l caldo amor la chiara vista,"""Tuttavia, se la visione chiara del Potere primordiale"
