Original,Translate_IT
"Noi eravamo al sommo de la scala,","Eravamo sulla cima delle scale,"
dove secondamente si risega,Dove per la seconda volta è tagliato via
lo monte che salendo altrui dismala.,"La montagna, che ascende tremendo tutto."
Ivi così una cornice lega,Là in modo simile doth un legame cornicione
"dintorno il poggio, come la primaia;","La collina tutt'intorno, come fa la prima,"
se non che l'arco suo più tosto piega.,Salvare che il suo arco più improvvisamente è curvato.
Ombra non lì è né segno che si paia:,Non c'è ombra né scultura che appaia;
parsi la ripa e parsi la via schietta,"Così sembra la banca, e così la strada sembra liscia,"
col livido color de la petraia.,Con solo il colore livido della pietra.
"“Se qui per dimandar gente s'aspetta”,","""Se per informarci aspettiamo delle persone qui,"""
"ragionava il poeta, “io temo forse","Il Poeta disse: ""Io temo che l'avventura"
che troppo avrà d'indugio nostra eletta”.,"Troppi ritardi avranno le nostre elezioni."""
Poi fisamente al sole li occhi porse;,"Poi, fermo sul sole, fissava gli occhi,"
"fece del destro lato a muover centro,","Ha fatto del suo lato destro il centro della sua mozione,"
e la sinistra parte di sé torse.,E ha girato la parte sinistra di se stesso.
“O dolce lume a cui fidanza i' entro,"""O dolce luce, con fiducia nel quale entro"
"per lo novo cammin, tu ne conduci”,","In questo viaggio inedito, ci conduci tu?"""
"dicea, “come condur si vuol quinc'entro.","Disse: ""Come uno qui dentro dovrebbe essere condotto."
"Tu scaldi il mondo, tu sovr'esso luci;","Tu scaldi il mondo, tu splendi su di esso;"
"s'altra ragione in contrario non ponta,","Se altri motivi non giustificano diversamente,"
esser dien sempre li tuoi raggi duci”.,"I tuoi raggi dovrebbero essere sempre più i nostri capi!"""
"Quanto di qua per un migliaio si conta,","Per quanto qui sia contato per un miglio,"
"tanto di là eravam noi già iti,",Così tanto già là se avessimo avanzato
"con poco tempo, per la voglia pronta;","In poco tempo, per volontà pronta;"
"e verso noi volar furon sentiti,","E noi eravamo sentiti volare, anche se..."
"non però visti, spiriti parlando","Non erano visibili, gli spiriti che pronunciavano"
a la mensa d'amor cortesi inviti.,"Unto Amore's tavolo cortese inviti,"
La prima voce che passò volando,"La prima voce che passò nel suo volo,"
