Original,Translate_IT_1
"Quando appresso séguita: Dunque verrà, come dal nero il perso, procede lo testo alla diffinizione di nobilitade, la quale si cerca, e per la quale si potrà vedere che è questa nobilitade di che tanta gente erroneamente parla. Dice adunque, conchiudendo da quello che dinanzi detto è: dunque ogni vertude, «o vero il gener lor», cioè l'abito elettivo consistente nel mezzo, verrà da questa, cioè nobilitade.","Nel brano che segue immediatamente, cominciando quindi, come perse deriva dal nero, il testo continua a dare la definizione di nobiltà che stiamo cercando; questo ci permetterà di percepire ciò che questa nobiltà è realmente, di cui le opinioni false sono così ampiamente propagate. Traendo una conclusione dalla discussione precedente, si dice che tutte le virtù, o meglio la loro fonte comune (l'abitudine di scelta che mantiene il mezzo), verrà da essa, cioè, dalla nobiltà."
"E rende essemplo nelli colori, dicendo: sì come lo perso dal nero discende, così questa, cioè vertude, discende da nobilitade. Lo perso è uno colore misto di purpureo e di nero, ma vince lo nero, e da lui si dinomina; e così la vertù è una cosa mista di nobilitade e di passione; ma perché la nobilitade vince [in] quella, è la vertù dinominata da essa, e appellata bontade.","Il testo presenta un'analogia tratta dal regno del colore: proprio come perse deriva dal nero, così questa qualità (virtue) deriva dalla nobiltà. Perse è un colore che è una miscela di viola e nero, ma con predominanza nera, in modo che perse è designato da un termine simile al nero; poiché la virtù, allo stesso modo, è una miscela di nobiltà e sentimento, ma con predominanza nobiltà, virtù è designato da un termine simile alla nobiltà, ed è, in realtà, chiamato eccellenza."
"Poi appresso argomenta per quello che detto è, che nessuno per poter dire: 'Io sono di cotale schiatta', non dee credere essere con essa, se questi frutti non sono in lui. E rende incontanente ragione dicendo che quelli che hanno questa «grazia», cioè questa divina cosa, sono «quasi» come «dèi», sanza macula di vizio; e ciò dare non può se non Iddio solo, appo cui non è scelta di persone, sì come le divine Scritture manifestano.","Il canzone continua sostenendo, sulla base di quanto è stato detto, che nessuno ha il diritto di considerare se stesso come una nobiltà perché può dire ""Io vengo da una nobile linea di famiglia,"" se gli mancano i frutti descritti sopra. Va avanti immediatamente per giustificare questa affermazione dichiarando che coloro che possiedono questa grazia o qualità divina sembrano essere come dei, senza macchia da qualsiasi vizio. Tale dono può essere conferito solo da Dio, che non mostra alcuna deferenza alle persone di rango, come le Scritture rendono chiaro."
"E non paia troppo alto dire ad alcuno, quando si dice: ch'elli son quasi dèi; ché, sì come di sopra nel settimo capitolo del terzo trattato si ragiona, così come uomini sono vilissimi e bestiali, così uomini sono nobilissimi e divini; e ciò pruova Aristotile nel settimo dell'Etica per lo testo d'Omero poeta.","Né si dovrebbe pensare che sia un'esagerazione retorica quando il testo dice Perché questi... sono come dei, perché, come è stato mostrato sopra, così come ci sono alcune persone così profondamente alla base da essere bestiale, così ce ne sono altre così completamente nobili da essere divine, come Aristotele dimostra nell'etica dal brano che cita dal poeta Omero."
"Sì che non dica quelli delli Uberti di Fiorenza, né quelli delli Visconti da Melano: 'Perch'io sono di cotale schiatta, io sono nobile'; ché 'l divino seme non cade in ischiatta, cioè in istirpe, ma cade nelle singulari persone; e, sì come di sotto si proverà, la stirpe non fa le singulari persone nobili, ma le singulari persone fanno nobile la stirpe.","Così nessun membro della famiglia Uberti di Firenze, o della famiglia Visconti di Milano, affermi: ""Da quando vengo da una nobile stirpe di famiglia, anch'io sono nobile,"" perché il seme divino non discende in un ceppo o in una stirpe di famiglia; discende, piuttosto, in singole persone, e, come sarà mostrato di seguito, non è una stirpe di famiglia che rende gli individui nobili, ma individui che nobilitano una stirpe di famiglia."
"Poi, quando dice: ché solo Iddio all'anima la dona, ragione è del suscettivo, cioè del subietto dove questo divino dono discende: ché bene è divino dono, secondo la parola dell'Apostolo: «Ogni ottimo dato e ogni dono perfetto di suso viene, discendendo dal Padre de' lumi».","Con le parole Solo Dio lo dona a quell'anima il testo continua a parlare del destinatario o del soggetto al quale discende questo dono divino. La nobiltà è giustamente chiamata dono divino, perché lo stesso Apostolo dice: ""Tutti i più alti favori e ogni dono perfetto vengono dall'alto, scendendo dal Padre delle luci."""
"Dice adunque che Dio solo porge questa grazia all'anima di quelli cui vede stare perfettamente nella sua persona, aconcio e disposto a questo divino atto ricevere. Ché, secondo che dice lo Filosofo nel secondo dell'Anima, «le cose convengono essere disposte alli loro agenti, e [a] ricevere li loro atti»; onde, se l'anima è imperfettamente posta, non è disposta a ricevere questa benedetta e divina infusione: sì come se una pietra margarita è male disposta o vero imperfetta, la vertù celestiale ricevere non può: sì come disse quel nobile Guido Guinizzelli in una sua canzone che comincia: «Al cor gentil ripara sempre Amore».","Il testo dice, dunque, che Dio solo infonde questa grazia nell'anima che egli vede sottostare perfettamente nel suo corpo, pronto e disposto a ricevere questo atto divino. Come dice il Filosofo nell'Anima: ""Le cose devono essere disposte verso gli esseri che agiscono su di loro se devono essere ricettivi alla loro attività."" Quindi, se l'anima è collocata imperfettamente, non è disposta a ricevere questa beata, divina infusione, così come ogni pietra preziosa che è male disposta o imperfetta non può ricevere la potenza che emana dal cielo."
"Puote adunque l'anima stare non bene nella persona per manco di complessione, o forse per manco di temporale: ed in questa cotale questo raggio divino mai non risplende. E possono dire questi cotali la cui anima è privata di questo lume, che essi siano sì come valli volte ad aquilone, o vero spelunche sotterranee, dove la luce del sole mai non discende se non repercussa da altra parte da quella illuminata.","L'anima può sussistere male nel suo corpo a causa di qualche difetto nella costituzione degli elementi corporei, o forse a causa di qualche difetto nelle circostanze stagionali; tale anima non riflette mai questa radiosità divina. Si può dire di tutti coloro la cui anima manca di questa luce che sono come valli rivolte verso nord, o come grotte sotterranee, che la luce del sole non raggiunge mai se non come riflesso da qualche altra parte che è illuminata da quella luce."
"Ultimamente conchiude, e dice che, per quello che dinanzi detto è (cioè che le vertudi sono frutto di nobilitade, e che Dio questa metta nell'anima che ben siede), che «ad alquanti», cioè a quelli che hanno intelletto, che sono pochi, è manifesto che nobilitade umana non sia altro che 'seme di felicitade', messo da Dio nell'anima ben posta, cioè lo cui corpo è d'ogni parte disposto perfettamente. Ché se le vertudi sono frutto di nobilitade, e felicitade è dolcezza [per quelle] comparata, manifesto è essa nobilitade essere semente di felicitade, come detto è.","Infine, il testo trae la conclusione da quanto è stato detto in precedenza (che le virtù sono un frutto della nobiltà, e che Dio infonde questo nell'anima che è ben posizionata nel suo corpo): è chiaro ad alcuni, cioè a quei pochi le cui menti sono attive, che la nobiltà umana non è altro che ""il seme della felicità,"" infusa da Dio nell'anima che è ben posizionata, cioè nell'anima il cui corpo è in ogni modo perfettamente disposto al suo riguardo. Concesso quanto sopra, che le virtù sono un frutto della nobiltà e che la felicità è dolce delizia raggiunta attraverso di loro, ne consegue chiaramente che la nobiltà è effettivamente il seme della felicità nel modo appena detto."
"E se bene si guarda, questa diffinizione tutte e quattro le cagioni, cioè materiale, formale, efficiente e finale, comprende: materiale in quanto dice: «nell'anima ben posta», che è materia e subietto di nobilitade; formale in quanto dice che è «seme»; efficiente in quanto dice: «messo da Dio nell'anima»; finale in quanto dice: «di felicitade».","Un'attenta considerazione mostrerà che questa definizione abbraccia tutte e quattro le cause della nobiltà, vale a dire la causa materiale, formale, efficiente e definitiva: la causa materiale, nelle parole nell'anima che è ben posizionata, perché l'anima è la materia o il destinatario della nobiltà; la causa formale, nella parola seme; la causa efficace, nelle parole infuse da Dio nell'anima; la causa finale, nelle parole della felicità. Questa, dunque, è la definizione della nostra distintiva eccellenza umana, che discende in noi dal potere superiore o spirituale, come fa il potere in una pietra preziosa dai corpi celesti più nobili."
"E così è diffinita questa nostra bontade, la quale in noi similemente discende da somma e spirituale virtude, come virtude in pietra da corpo nobilissimo celestiale.",
