Original,Translate_IT
Poscia che 'ncontro a la vita presente,Dopo la signora che imparadises
d'i miseri mortali aperse 'l vero,la mia mente ha rivelato la verità che è diversa
"quella che 'mparadisa la mia mente,","la vita presente dei miserabili mortali,"
come in lo specchio fiamma di doppiero,"allora, proprio come uno che vede una fiamma riflessa..."
"vede colui che se n'alluma retro,",la sua doppia candela sta dietro la schiena...
"prima che l'abbia in vista o in pensiero,",prima ancora che ci pensasse o guardasse
e sé rivolge per veder se 'l vetro,"direttamente ad esso, e si gira a misura"
"li dice il vero, e vede ch'el s'accorda",se quel vetro gli dice la verità e vede
con esso come nota con suo metro;,"che si accorda, come voce e strumento,"
così la mia memoria si ricorda,cosi'... ricorda la mia memoria... l'ho fatto.
ch'io feci riguardando ne' belli occhi,dopo aver guardato negli occhi deliziosi
onde a pigliarmi fece Amor la corda.,di cui l'Amore ha fatto il cappio che mi tiene stretto.
E com'io mi rivolsi e furon tocchi,E quando mi voltai e i miei occhi si incontrarono
"li miei da ciò che pare in quel volume,",da ciò che appare in quella sfera ogni volta
"quandunque nel suo giro ben s'adocchi,","si guarda con attenzione alla sua rivoluzione,"
un punto vidi che raggiava lume,Ho visto un punto che ha mandato avanti così acuto
"acuto sì, che 'l viso ch'elli affoca","una luce, che chiunque abbia affrontato la forza"
chiuder conviensi per lo forte acume;,"con cui si ardeva avrebbe dovuto chiudere gli occhi,"
"e quale stella par quinci più poca,","e qualsiasi stella che, vista dalla terra, sembrerebbe"
"parrebbe luna, locata con esso","essere il più piccolo, posto accanto a quel punto,"
come stella con stella si collòca.,"come una stella unita a una stella, sembrerebbe una luna."
Forse cotanto quanto pare appresso,"Intorno a quel punto un anello di fuoco ruotato,"
alo cigner la luce che 'l dipigne,un anello forse lontano da quel punto come
"quando 'l vapor che 'l porta più è spesso,",un alone dalla stella che lo colora
distante intorno al punto un cerchio d'igne,quando la nebbia che forma l'aureola è più spessa.
"si girava sì ratto, ch'avria vinto",Si è spostato così in fretta che sarebbe sorpassato
quel moto che più tosto il mondo cigne;,il moto che più rapidamente cinge il mondo.
"e questo era d'un altro circumcinto,","Quell'anello era circondato da un secondo anello,"
"e quel dal terzo, e 'l terzo poi dal quarto,","il secondo per un terzo, il terzo per un quarto,"
"dal quinto il quarto, e poi dal sesto il quinto.",quarto per quinto e quinto anello per sesto.
Sopra seguiva il settimo sì sparto,"Oltre, il settimo anello, che ha seguito, è stato"
"già di larghezza, che 'l messo di Iuno",così largo che tutto il messaggero di Juno
intero a contenerlo sarebbe arto.,Sarebbe troppo stretto per contenere quel cerchio.
Così l'ottavo e 'l nono; e ciascheduno,l'ottavo e il nono erano ancora più ampi;
"più tardo si movea, secondo ch'era",anche se la distanza più grande si trova tra
in numero distante più da l'uno;,"e il primo anello, mosso con minore velocità;"
e quello avea la fiamma più sincera,"e, credo, l'anello con la più chiara fiamma"
"cui men distava la favilla pura,",era ciò che si trovava meno lontano dalla scintilla pura
"credo, però che più di lei s'invera.",Perche' condivide molto profondamente la verita' di quel punto.
"La donna mia, che mi vedëa in cura","Mia signora, che ha visto la mia perplessità..."
"forte sospeso, disse: “Da quel punto","Ero in una tale suspense-disse: ""Su quel punto"
depende il cielo e tutta la natura.,Dipende dai cieli e da tutta la natura.
Mira quel cerchio che più li è congiunto;,"Guarda il cerchio che è più vicino ad esso,"
e sappi che 'l suo muovere è sì tosto,e sappi: le sue rivoluzioni sono così rapide
per l'affocato amore ond'elli è punto”.,"a causa dell'amore ardente che lo spinge."""
E io a lei: “Se 'l mondo fosse posto,"E io a lei: ""Se la terra e le nove sfere"
"con l'ordine ch'io veggio in quelle rote,","sono stati ordinati come quegli anelli, allora sarei"
sazio m'avrebbe ciò che m'è proposto;,"contenti di ciò che avete esposto davanti a me,"
ma nel mondo sensibile si puote,"ma nel mondo del senso, ciò che si può vedere"
"veder le volte tanto più divine,",sono sfere che diventano sempre più divine
quant'elle son dal centro più remote.,mentre sono più distanti dal centro.
"Onde, se 'l mio disir dee aver fine","Così, se il mio desiderio è di guadagnare la sua fine"
in questo miro e angelico templo,in questo stupefacente e angelico tempio
"che solo amore e luce ha per confine,","che ha, come confini, solo amore e luce,"
udir convienmi ancor come l'essemplo,allora devo ancora sentire come il modello
"e l'essemplare non vanno d'un modo,",e copia non condividono in uno stesso piano-
ché io per me indarno a ciò contemplo”.,"perché da solo penso a questo invano."""
“Se li tuoi diti non sono a tal nodo,"""Non c'è bisogno di chiedersi se le tue dita sono"
"sufficïenti, non è maraviglia:",impossibile annullare il nodo: nessuno
"tanto, per non tentare, è fatto sodo!”.","ha provato, e così quel nodo è stretto, teso!"""
Così la donna mia; poi disse: “Piglia,"la mia signora disse, e poi continuò: ""Se"
"quel ch'io ti dicerò, se vuo' saziarti;","Saresti soddisfatto, prendi quello che ti dico..."
e intorno da esso t'assottiglia.,e lasciate che la vostra mente sia sveglia come vi spiego.
Li cerchi corporai sono ampi e arti,Le dimensioni delle sfere della materia-grande o piccola-
secondo il più e 'l men de la virtute,"Dipende dal potere, sempre meno..."
che si distende per tutte lor parti.,che si diffonde in tutte le loro parti. Più eccellenza
Maggior bontà vuol far maggior salute;,dà più beatitudine; più beatitudine
"maggior salute maggior corpo cape,",deve comprendere un corpo più grande quando
s'elli ha le parti igualmente compiute.,le parti del corpo sono ugualmente complete.
Dunque costui che tutto quanto rape,"E così questa sfera, che spazza con essa"
"l'altro universo seco, corrisponde","il resto di tutto l'universo, deve essere"
al cerchio che più ama e che più sape:,"il cerchio che ama di più e conosce di più,"
"per che, se tu a la virtù circonde","in modo che, se non disegnate la vostra misura rotondo"
"la tua misura, non a la parvenza",il potere dentro e non la parvenza di...
"de le sustanze che t'appaion tonde,","gli angeli che vi appaiono come cerchi,"
tu vederai mirabil consequenza,discernerai un meraviglioso accordo
"di maggio a più e di minore a meno,",tra ogni sfera e la sua intelligenza:
"in ciascun cielo, a süa intelligenza”.","maggiore accordo con più, più piccolo con meno."""
Come rimane splendido e sereno,Proprio come l'emisfero dell'aria rimane
"l'emisperio de l'aere, quando soffia","splendido, sereno, quando dalla sua guancia più dolce"
"Borea da quella guancia ond'è più leno,","Boreas soffia e ripulisce le scoriae,"
per che si purga e risolve la roffia,"dissolve la nebbia che aveva deturpato il cielo,"
"che pria turbava, sì che 'l ciel ne ride",affinché il cielo sorrida con lodevolezza
con le bellezze d'ogne sua paroffia;,in tutte le loro regioni; anche così ho fatto
"così fec'ïo, poi che mi provide",diventare dopo che la mia signora aveva fornito
"la donna mia del suo risponder chiaro,","la sua chiara risposta a me, e-come una stella"
e come stella in cielo il ver si vide.,nel cielo la verità è stata vista. E quando le sue parole
"E poi che le parole sue restaro,","sono stati fatti, anche come ferro incandescente"
non altrimenti ferro disfavilla,"si doccerà scintille, così hanno brillato quei cerchi;"
"che bolle, come i cerchi sfavillaro.",e ogni scintilla cerchio con il suo anello fiammeggiante
L'incendio suo seguiva ogne scintilla;,scintille che erano più in numero della somma
"ed eran tante, che 'l numero loro",si arriva a raddoppiare in successione ciascuno
più che 'l doppiar de li scacchi s'inmilla.,quadrato di una scacchiera da uno a sessantaquattro.
Io sentiva osannar di coro in coro,"Ho sentito ""Hosanna"" cantare, dal coro al coro"
"al punto fisso che li tiene a li ubi,",al punto fisso che detiene e sempre
"e terrà sempre, ne' quai sempre fuoro.",teneteli dove sono stati per sempre.
E quella che vedëa i pensier dubi,E lei che ha visto le perplessità della mia mente
"ne la mia mente, disse: “I cerchi primi","disse: ""I primi cerchi ti hanno mostrato"
t' hanno mostrato Serafi e Cherubi.,i Serafini e i Cherubini.
"Così veloci seguono i suoi vimi,",i legami d'amore con tanta rapidità
per somigliarsi al punto quanto ponno;,perché sono come il Punto come creature
e posson quanto a veder son soblimi.,"può essere, un potere dipendente dalla loro visione."
"Quelli altri amori che 'ntorno li vonno,",Gli altri amori che li circondano sono
"si chiaman Troni del divino aspetto,","chiamati Troni dell'aspetto divino, perché"
per che 'l primo ternaro terminonno;,hanno terminato il primo gruppo di tre persone;
e dei saper che tutti hanno diletto,e sapere che tutti il piacere al grado
quanto la sua veduta si profonda,a cui la loro visione vede più o meno profondamente
nel vero in che si queta ogne intelletto.,quella verità in cui tutti gli intelletti trovano riposo.
Quinci si può veder come si fonda,Da questo si vede che la beatitudine dipende
"l'esser beato ne l'atto che vede,","sull'atto della visione, non su"
"non in quel ch'ama, che poscia seconda;",l'atto dell'amore - che è una conseguenza;
"e del vedere è misura mercede,","la misura della loro visione sta nel merito,"
che grazia partorisce e buona voglia:,prodotto dalla grazia e poi dalla volontà alla bontà:
così di grado in grado si procede.,"e questa è la progressione, passo dopo passo."
"L'altro ternaro, che così germoglia",La seconda triade fiorente in questo
in questa primavera sempiterna,primavera eterna che la notte Ram
"che notturno Arïete non dispoglia,",non de spoil-perpetually canta
perpetüalemente 'Osanna' sberna,'Hosanna' con tre melodie che suonano
"con tre melode, che suonano in tree",nei tre gradi di beatitudine che formano questa triade;
ordini di letizia onde s'interna.,all'interno di questa gerarchia ci sono tre
In essa gerarcia son l'altre dee:,"tipi di divinità: primo, i Domini,"
"prima Dominazioni, e poi Virtudi;",e poi le Virtù; e l'ordine finale
l'ordine terzo di Podestadi èe.,contiene i Poteri. I due penultimo
Poscia ne' due penultimi tripudi,gruppi di quelli gioiosi all'interno della prossima
Principati e Arcangeli si girano;,triade stanno ruotando Principalities
l'ultimo è tutto d'Angelici ludi.,"e gli Arcangeli; infine, gli Angeli giocosi."
"Questi ordini di sù tutti s'ammirano,",Questi ordini tutti direttamente-estaticamente...
"e di giù vincon sì, che verso Dio","i loro occhi in alto, e verso il basso,"
tutti tirati sono e tutti tirano.,tale forza che tutti sono attirati e attirati verso Dio.
E Dïonisio con tanto disio,"E Dioniso, con tanto desiderio,"
"a contemplar questi ordini si mise,",se stesso a contemplare questi ordini: egli
che li nomò e distinse com'io.,Li nominò e li distinse proprio come faccio io.
Ma Gregorio da lui poi si divise;,"Anche se, più tardi, Gregory l'ha contestato,"
"onde, sì tosto come li occhi aperse","quando Gregory è venuto qui, quando ha potuto vedere"
"in questo ciel, di sé medesmo rise.","con gli occhi aperti, sorrise al suo errore."
E se tanto secreto ver proferse,Non c'è bisogno di chiedersi se un mortale ha detto
"mortale in terra, non voglio ch'ammiri:",tale verità segreta sulla terra: è stata rivelata
ché chi 'l vide qua sù gliel discoperse,a lui da chi l'ha visto qui sopra...
con altro assai del ver di questi giri”.,"che e altre verità su questi cerchi."""
,
,
,
