Original,Translate_IT
Nel mezzo del cammin di nostra vita,Trovato a metà strada della vita umana
"mi ritrovai per una selva oscura,","io mi immergo in un bosco buio,"
ché la diritta via era smarrita.,Perche' mi sto allontanando dalla retta via.
Ahi quanto a dir qual era è cosa dura,Com'e' difficile dire di questa foresta...
esta selva selvaggia e aspra e forte,"Come selvaggio, ruvido, fitto, pieno di paura e di bisogno;"
che nel pensier rinova la paura!,Anche il pensiero mi ha rinforzato la testa.
Tant'è amara che poco è più morte;,Poco più amaro è anche la morte;
"ma per trattar del ben ch'i' vi trovai,","Ma per annunciare la salvezza che ho trovato dentro,"
dirò de l'altre cose ch'i' v'ho scorte.,Ti dico cos'altro c'era da guardare.
"Io non so ben ridir com'i' v'intrai,","Non so come mi sono intrufolato,"
tant'era pien di sonno a quel punto,"Ero così preso in considerazione dal sonno profondo,"
che la verace via abbandonai.,Nel momento in cui ho perso la vera strada.
"Ma poi ch'i' fui al piè d'un colle giunto,","Ma fino ai piedi della collina,"
là dove terminava quella valle,"Colui che giaceva all'estremità di quella valle,"
"che m'avea di paura il cor compunto,","Che con grande timore mi ha spezzato il cuore,"
guardai in alto e vidi le sue spalle,Guardavo in alto e ho visto dipingere la schiena
vestite già de' raggi del pianeta,A Lui il pianeta che ci ha portato in ogni direzione
che mena dritto altrui per ogne calle.,Arriva al traguardo con un bel raggio.
"Allor fu la paura un poco queta,","Allora la paura e la paura cominciarono a diminuire,"
che nel lago del cor m'era durata,Quelli che mi hanno fatto impazzire il sangue del mio cuore...
la notte ch'i' passai con tanta pieta.,Quella notte in cui i grigi mi fecero ammazzare.
"E come quei che con lena affannata,","E come senza fiato, per paura e per affanni,"
"uscito fuor del pelago a la riva,",I naufragi dalla spiaggia... ripagano il diluvio...
"si volge a l'acqua perigliosa e guata,","Guardando indietro, guardando il loro furore;"
"così l'animo mio, ch'ancor fuggiva,","Così, con il mio coraggio mezzo morto, io torno,"
si volse a retro a rimirar lo passo,"Ora, guardandomi indietro dopo quel passaggio,"
che non lasciò già mai persona viva.,Ogni persona spegne il fuoco della vita.
"Poi ch'èi posato un poco il corpo lasso,",E... un po' disorientato... Continuando...
"ripresi via per la piaggia diserta,","Se scegliessi il sentiero della natura selvaggia,"
sì che 'l piè fermo sempre era 'l più basso.,Sempre in piedi sul piede più basso.
"Ed ecco, quasi al cominciar de l'erta,","Guarda, all'inizio del sentiero ripido,"
"una lonza leggera e presta molto,","Coperto di pelli colorate delle membra,"
che di pel macolato era coverta;,Abbigliato e molto commovente un pantere.
"e non mi si partia dinanzi al volto,","Non allontanarti di nuovo dalla mia faccia,"
"anzi 'mpediva tanto il mio cammino,",E quindi blocca la mia continua corsa...
ch'i' fui per ritornar più volte vòlto.,Che mi sono voltato verso la valle piu' spesso.
"Temp'era dal principio del mattino,","La mattina c'era, il sole stava sorgendo,"
e 'l sol montava 'n sù con quelle stelle,"Circondato da quelle stelle, come una volta,"
ch'eran con lui quando l'amor divino,Come l'amore di Dio dal nulla desolato
mosse di prima quelle cose belle;,Il bel mondo ha chiamato l'essere e la vita;
sì ch'a bene sperar m'era cagione,Così ho avuto motivo di sperare
di quella fiera a la gaetta pelle,Dato da quell'animale pelo sereno
l'ora del tempo e la dolce stagione;,E con l'alba e l'anno giovane
ma non sì che paura non mi desse,"Ma non tanto da non aver paura in me,"
la vista che m'apparve d'un leone.,Quando un leu mi era sembrato terribile.
Questi parea che contra me venisse,"Sembrava che si muovesse contro di me,"
"con la test'alta e con rabbiosa fame,","Con la testa alta e la rabbia della fame,"
sì che parea che l'aere ne tremesse.,"Così che ha spaventato, sembrava, l'aria ha eccitato."
"Ed una lupa, che di tutte brame","Anche una lupina, che ha tutto il glutine"
"sembiava carca ne la sua magrezza,","L'avidità per amarezza mi sembrava mostrare,"
"e molte genti fé già viver grame,",L'ha caricata su molti gravi peccati.
questa mi porse tanto di gravezza,Davanti a questa donna il mio coraggio doveva chinarsi
"con la paura ch'uscia di sua vista,","Per paura che mi trema alla vista,"
ch'io perdei la speranza de l'altezza.,Che ho perso la speranza di salire al diavolo.
"E qual è quei che volontieri acquista,","Come colui che aspira con zelo a vincere,"
"e giugne 'l tempo che perder lo face,","Quando perdero' il tempo,"
che 'n tutti suoi pensier piange e s'attrista;,Vive nella tristezza e nell'ansia profonda;
"tal mi fece la bestia sanza pace,",E questo animale mi ha fatto vomitare.
"che, venendomi 'ncontro, a poco a poco","Spinto da lui, devo tirarmi indietro"
mi ripigneva là dove 'l sol tace.,Dove non sfuggirà mai il giorno.
"Mentre ch'i' rovinava in basso loco,","Quando mi sono schiantato a fondo in fuga,"
dinanzi a li occhi mi si fu offerto,"C'era un Wesen lì da riconoscere,"
chi per lungo silenzio parea fioco.,Sembrava che il silenzio fosse troppo lungo.
"Quando vidi costui nel gran diserto,",Chiamai appena potevo confessarlo
"“di me”, gridai a lui,","Nel grande deserto: ""Oh abbi pietà,"
"“qual che tu sii, od ombra od omo certo!”.","Tu, se tu sei ombra, tu devi essere un uomo."""
"Rispuosemi: “Non omo, omo già fui,","Egli disse: ""Non sono, ma ero uomo;"
"e li parenti miei furon lombardi,","I Lombardi erano quelli che mi hanno generato,"
mantoani per patrïa ambedui.,E tutti e due i Mantuani si lodarono.
"Nacqui, ancor che fosse tardi,","Eh, tardi, i Romani si inchinarono a Giulio,"
e vissi a Roma sotto 'l buono Augusto,"Quando vidi la luce, vidi il trono di Augusto,"
nel tempo de li dèi falsi e bugiardi.,"Ai tempi degli dèi, di quegli inganni."
"Poeta fui, e cantai di quel giusto","Ero Poeta e cantavo il figlio di Anchise,"
"figliuol d'Anchise che venne di Troia,","Che Troia fuggì, sconfitto dai nemici,"
poi che 'l superbo Ilïón fu combusto.,"Quando, un tempo così orgoglioso, Ilion è caduto nella polvere."
Ma tu perché ritorni a tanta noia?,E tu tornerai a un tale dolore?
perché non sali il dilettoso monte,"Che cosa rimane l'altezza gioiosa non è il tuo obiettivo,"
ch'è principio e cagion di tutta gioia?”.,"L'inizio è e motivo per la piena felicità?"""
“Or se' tu quel Virgilio e quella fonte,"""Così sei,"" gridai, ""sei il Virgil,"
"che spandi di parlar sì largo fiume?”,","La fonte alla quale si e' liberata l'energia elettrica ricca del discorso?"""
rispuos'io lui con vergognosa fronte.,Ho parlato con la vergogna che mi ha colpito la fronte.
"“O de li altri poeti onore e lume,","""O Onore e luce degli altri artisti,"
vagliami 'l lungo studio e 'l grande amore,"Mi piacciono tanto, e mi piacciono le lunghe diligenze."
che m'ha fatto cercar lo tuo volume.,Che hanno aperto la tua poesia alla mia ricerca.
"Tu se' lo mio maestro e 'l mio autore,","Maestro mio, modello, a te spetta il premio,"
tu se' solo colui da cu' io tolsi,"Che ho portato via con uno stile bello,"
lo bello stilo che m'ha fatto onore.,Perche' ti ho preso cio' che potevo e so.
Vedi la bestia per cu' io mi volsi;,"Guarda questa bestia, guardami indietro,"
"aiutami da lei, famoso saggio,","Savio famoso, sii la mia casa davanti a lui."
ch'ella mi fa tremar le vene e i polsi”.,"Mi fa tremare il polso e le vene."""
"“A te convien tenere altro vïaggio”,","""Devi andare per un'altra strada,"
"rispuose, poi che lagrimar mi vide,","Disse a me, sconfiggendo tutto il dolore,"
“se vuo' campar d'esto loco selvaggio;,"""Vuoi fuggire da questo luogo selvaggio,"
"ché questa bestia, per la qual tu gride,",Perche' questa bestia che ti trafigge di rancore...
"non lascia altrui passar per la sua via,","Non lasciate che alcuno trascini la sua strada,"
ma tanto lo 'mpedisce che l'uccide;,Impegnate tutti finche' non lo divorano.
"e ha natura sì malvagia e ria,",È di natura malvagia e insidiosa
"che mai non empie la bramosa voglia,","E l'avidità selvaggia non si stanca mai,"
e dopo 'l pasto ha più fame che pria.,"Si', ogni cibo affievolisce solo la sua fame."
"Molti son li animali a cui s'ammoglia,","Con molti animali ci sarà ancora un'oblio,"
"e più saranno ancora, infin che 'l veltro","Finche' non arriva il nobile Dogge, che e' audace..."
"verrà, che la farà morir con doglia.",Sta soffocando e cadendo nelle ombre eterne.
"Questi non ciberà terra né peltro,","Non arderà la loro fame in terra e nel minerale,"
"ma sapïenza, amore e virtute,",Ma non mostrerà mai amore e sapienza;
e sua nazion sarà tra feltro e feltro.,"In mezzo a Feltr e Feltro fiorirà,"
Di quella umile Italia fia salute,"Alla salvezza di Noè, alla gloria e alla felicità,"
"per cui morì la vergine Cammilla,","Anche se prima di Camilla per questo paese,"
