Original,Translate_IT
Contra miglior voler voler mal pugna;,Per fare il suo corso attraverso l'acqua più liscia
"onde contra 'l piacer mio, per piacerli,","la piccola corteccia del mio spirito ora arrampica la sua vela,"
trassi de l'acqua non sazia la spugna.,lasciando alle spalle quel mare crudele.
Mossimi; e 'l duca mio si mosse per li,"Ora canterò il secondo regno,"
"luoghi spediti pur lungo la roccia,","là dove l'anima dell'uomo è purificata,"
come si va per muro stretto a' merli;,resa degna di ascendere al Cielo.
ché la gente che fonde a goccia a goccia,"Qui dai morti la poesia si alzi,"
"per li occhi il mal che tutto 'l mondo occupa,","O Muse sacre, da quando sono vostra."
da l'altra parte in fuor troppo s'approccia.,Lasciate che Calliope si alzi.
"Maladetta sie tu, antica lupa,",per accompagnare la mia canzone con quegli stessi accordi
che più che tutte l'altre bestie hai preda,la cui forza colpì così le miserabili magpie
per la tua fame sanza fine cupa!,"che, ascoltando, hanno perso ogni speranza di perdono."
"O ciel, nel cui girar par che si creda","Colore dolce dello zaffiro orientale,"
"le condizion di qua giù trasmutarsi,",aleggiando nell'aspetto calmo e tranquillo
quando verrà per cui questa disceda?,"d'aria intervenente, pura all'orizzonte,"
"Noi andavam con passi lenti e scarsi,",mi sono compiaciuto ancora una volta dei miei occhi
"e io attento a l'ombre, ch'i' sentia",non appena ho lasciato l'aria morbosa
pietosamente piangere e lagnarsi;,che aveva afflitto sia il mio petto che gli occhi.
e per ventura udi' “Dolce Maria!”,"Il pianeta giusto che incoraggia l'amore,"
dinanzi a noi chiamar così nel pianto,"sorridente, illuminato a est,"
come fa donna che in parturir sia;,velando i pesci nel suo treno.
"e seguitar: “Povera fosti tanto,","Mi voltai a destra e, fissando la mia attenzione"
quanto veder si può per quello ospizio,"sull'altro polo, ho visto quattro stelle"
dove sponesti il tuo portato santo”.,"non visti, ma dai primi sulla terra."
"Seguentemente intesi: “O buon Fabrizio,",Il cielo stesso sembrava gioire
con povertà volesti anzi virtute,nel loro splendente luccichio. O vedova
che gran ricchezza posseder con vizio”.,"regione del nord, negata quella vista!"
"Queste parole m'eran sì piaciute,","Una volta che ho attirato il mio sguardo da loro,"
ch'io mi trassi oltre per aver contezza,girare a malapena verso l'altro polo
di quello spirto onde parean venute.,"dove era posta la costellazione del fiume,"
Esso parlava ancor de la larghezza,"Ho visto accanto a me un vecchio, da solo,"
"che fece Niccolò a le pulcelle,",che dal suo aspetto era così meritevole di rispetto
per condurre ad onor lor giovinezza.,che nessun figlio deve di più a suo padre.
"“O anima che tanto ben favelle,","La sua barba era lunga e striata di bianco,"
"dimmi chi fosti”, dissi, “e perché sola","come i suoi capelli, che cadde"
tu queste degne lode rinovelle.,in doppi fili fino al petto.
