Original,Translate_IT
Poi fummo dentro al soglio de la porta,Quando abbiamo varcato la soglia della porta
"che 'l mal amor de l'anime disusa,","che l'amore perverso delle anime disgusta,"
"perché fa parer dritta la via torta,","Perche' fa sembrare la via storta dritta,"
sonando la senti' esser richiusa;,Ri-echeggiando l'ho sentito chiudere di nuovo;
"e s'io avesse li occhi vòlti ad essa,","E se avessi voltato gli occhi su di esso,"
qual fora stata al fallo degna scusa?,Perche' il mio fallimento era stato una scusa adatta?
"Noi salavam per una pietra fessa,","Abbiamo montato verso l'alto attraverso una roccia rifted,"
"che si moveva e d'una e d'altra parte,","che si è ondulato da questo lato e da quello,"
sì come l'onda che fugge e s'appressa.,Anche come un'onda che si allontana e avanza.
"“Qui si conviene usare un poco d'arte”,","""Qui ci piace usare un po' d'arte,"""
"cominciò 'l duca mio, “in accostarsi","Iniziai il mio Leader, ""per adattarci"
"or quinci, or quindi al lato che si parte”.","Ora qui, ora là, al lato che si ritira."""
"E questo fece i nostri passi scarsi,","E questo i nostri passi infrequenti fatti,"
tanto che pria lo scemo de la luna,Che prima aveva il disco decrescente della luna
"rigiunse al letto suo per ricorcarsi,","Riacquistato il suo letto per affondare di nuovo a riposo,"
che noi fossimo fuor di quella cruna;,di quanto fossimo usciti dall'occhio di quell'ago;
ma quando fummo liberi e aperti,Ma quando liberammo e all'aperto...
"sù dove il monte in dietro si rauna,","Là dove la montagna si accumula all'indietro,"
ïo stancato e amendue incerti,"Mi sono stancato, e siamo entrambi incerti."
"di nostra via, restammo in su un piano","A proposito del nostro modo, ci siamo fermati su una pianura"
solingo più che strade per diserti.,Piu' desolato delle strade che attraversano i deserti.
"Da la sua sponda, ove confina il vano,","Da dove il suo margine confina con il vuoto,"
"al piè de l'alta ripa che pur sale,","Ai piedi della riva alta che sorge mai,"
misurrebbe in tre volte un corpo umano;,Un corpo umano tre volte detto avrebbe misurato;
"e quanto l'occhio mio potea trar d'ale,","E per quanto l'occhio mio potesse volare,"
"or dal sinistro e or dal destro fianco,","Ora a sinistra, e sul fianco destro ora,"
questa cornice mi parea cotale.,La stessa cosa che mi è sembrata questa cornice.
"Là sù non eran mossi i piè nostri anco,","sui nostri piedi non era stato ancora mosso,"
quand'io conobbi quella ripa intorno,"Quando ho percepito l'argine intorno,"
"che dritto di salita aveva manco,","Che tutto il diritto di salita aveva interdetto,"
esser di marmo candido e addorno,"Essere di marmo bianco, e così adorna"
"d'intagli sì, che non pur Policleto,","Con sculture, che non solo Policleto,"
ma la natura lì avrebbe scorno.,"Ma la natura stessa, se ci fosse stata messa in imbarazzo."
