Original,Translate_IT
Poscia che l'accoglienze oneste e liete,Dopo i saluti generosi e felici
"furo iterate tre e quattro volte,","Era stato ribadito tre e quattro volte,"
"Sordel si trasse, e disse: “Voi, chi siete?”.","Sordello ha disegnato all'indietro e ha detto: ""Chi sei?"""
“Anzi che a questo monte fosser volte,"""O mai a questa montagna sono stati diretti"
"l'anime degne di salire a Dio,","Le anime che meritano di ascendere a Dio,"
fur l'ossa mie per Ottavian sepolte.,Le mie ossa sono state sepolte da Ottaviano.
Io son Virgilio; e per null'altro rio,"Io sono Virgilio, e per nessun altro crimine"
lo ciel perdei che per non aver fé”.,"Ho forse perso il cielo, che per non aver fede"""
Così rispuose allora il duca mio.,In questo saggio allora il mio Leader ha risposto.
Qual è colui che cosa innanzi sé,Come chi all'improvviso davanti a lui vede
"sùbita vede ond'e' si maraviglia,","Qualcosa di cui si meraviglia, chi crede"
"che crede e non, dicendo “Ella è ... non è ...”,","Eppure non dice: ""Lo è! Non lo è!"""
"tal parve quelli; e poi chinò le ciglia,","Apparve, poi si inginocchiò sulla fronte,"
"e umilmente ritornò ver' lui,","E con umiltà tornò verso di lui,"
e abbracciòl là 've 'l minor s'appiglia.,"E, dove gli inferiori lo abbracciano, lo abbracciano."
"“O gloria di Latin”, disse, “per cui","""O gloria dei latini, tu,"" disse,"
"mostrò ciò che potea la lingua nostra,","""Per mezzo di chi la nostra lingua ha mostrato che cosa potrebbe fare"
"o pregio etterno del loco ond'io fui,","O superbia eterna del luogo da cui sono venuto,"
qual merito o qual grazia mi ti mostra?,Che merito o che grazia mi rivela?
"S'io son d'udir le tue parole degno,","Se udissi le tue parole essere degno, dimmi"
"dimmi se vien d'inferno, e di qual chiostra”.","Se vieni dall'Inferno e da quale chiostro."""
"“Per tutt'i cerchi del dolente regno”,","""Attraverso tutti i cerchi del regno dolente,"""
"rispuose lui, “son io di qua venuto;","Lui rispose: ""Sono venuto quaggiù;"
"virtù del ciel mi mosse, e con lei vegno.","Il potere del cielo mi ha spinto, e con questo vengo."
"Non per far, ma per non fare ho perduto","Non facendo, non facendo, ho perso"
a veder l'alto Sol che tu disiri,"La vista dell'alto sole che desideri,"
