Original,Translate_EN,Translate_IT_1
"La Vechia sì la va rasicurando,",The Old Woman thus goes about reassuring her,La Vecchia donna va così sul rassicurarla
E dicie: «Sopra me lascia la cura,and says: “Let me take care,e dice: Lascia che mi prenda cura
"Di questo fatto; non aver paura,","of this matter; don’t be afraid,","di questa materia; non abbiate paura,"
Chéd io il saprò ben andar cielando.,for I’ll know how to keep it hidden.,per I.I.L. sapra' come tenerlo nascosto.
E gisse Gielosia tuttor ciercando,And should Jealousy continue to snoop around,E la gelosia dovrebbe continuare a ficcare il naso in giro
"Qua entro, sì seria grande sciagura","inside here, it would be a great disaster","Qui dentro, sarebbe un grande disastro."
"S’ella ’l trovasse, ma i’ son sicura","if she were to find him, but I am sure","se lo trovasse, ma sono sicuro..."
Che poco le varria su’ gir   sogniando».,that her fantastications will do her little good.”,che le sue fantastichezze faranno il suo piccolo bene.
"«Dunque potete voi farlo venire,","“Therefore, you can have him come,","Perciò, potete farlo venire,"
"Ma’ ched e’ si contegnia come sagio,",on condition that he behave wisely,a condizione che si comporti saggiamente
Ch’e’ non pensasse a•ffar nesun ardire».,and that he not think to do any bold deed.”,e che non pensa di fare alcun atto audace.
"«Figluola mia, e’ non fecie anche oltragio","“My darling daughter, he never went beyond good measure","Mia cara figlia, non è mai andato oltre la buona misura"
"I•nessun luogo, ch’i’ udisse dire,","anywhere, at least that I heard about;","da qualche parte, almeno di cui ho sentito parlare;"
Ma troppo il loda l’uon di gran vantagio».,"in fact, people greatly praise him for his excellence.”","Infatti, la gente lo loda molto per la sua eccellenza."
