Original,Translate_IT_1
"Apresso della ragionata particola è da procedere all'ultima, cioè a quella che comincia: poi nella quarta parte della vita, per la quale lo testo intende mostrare quello che fa la nobile anima nella ultima etade, cioè nel senio.","Ora che ho discusso la prima parte di questa parte che si occupa di mostrare come possiamo riconoscere la persona nobile nei segni esteriori che la sua natura manifesta, è tempo di andare avanti alla seconda, cominciando nella maturità è temperato e forte."
"E dice ch'ella fa due cose: l'una, che ella ritorna a Dio, sì come a quello porto onde ella si partio quando venne ad intrare nel mare di questa vita; l'altra si è che ella benedice lo cammino che ha fatto, però che è stato diritto e buono, e sanza amaritudine di tempesta.","Il testo indica qui che proprio come nell'adolescenza la natura nobile si manifesta nell'essere obbediente, gentile e viscido, e dotato di bellezza fisica, così nella maturità rende una persona temperata, forte, amorevole, cortese e leale. Queste cinque qualità sembrano essere, e anzi sono, necessarie per la nostra perfezione quando ciò è considerato specificamente in relazione a noi stessi."
"E qui è da sapere, che, sì come dice Tulio in quello Di Senettute, la naturale morte è quasi a noi porto di lunga navigazione e riposo. Ed è così: [ché], come lo buono marinaio, come esso appropinqua al porto, cala le sue vele, e soavemente, con debile conducimento entra in quello; così noi dovemo calare le vele delle nostre mondane operazioni e tornare a Dio con tutto nostro intendimento e cuore, sì che a quello porto si vegna con tutta soavitade e con tutta pace.","Va spiegato qui che tutto ciò che la nobile natura si prepara nella prima fase della vita è conferito e diretto dalla provvidenziale opera della natura universale, che indirizza l'individuo verso la sua perfezione. Questa nostra perfezione può essere considerata da due punti di vista diversi. Essa può essere considerata in relazione a noi stessi; come tale deve essere posseduta nella maturità, che è quando la nostra vita raggiunge il pieno sviluppo."
"E in ciò avemo dalla nostra propia [buona] natura grande amaestramento di soavitade, ché in essa cotale morte non è dolore né alcuna acerbitate, ma sì come uno pomo maturo leggiermente e sanza violenza si dispicca dal suo ramo, così la nostra anima sanza doglia si parte dal corpo ov'ella è stata. Onde Aristotile in quello Di Gioventute e Senettute dice che «sanza tristizia è la morte ch'è nella vecchiezza».","Può anche essere considerato in relazione agli altri, e siccome una persona stessa deve essere perfetta prima di poter comunicare la sua perfezione agli altri, è tenuta a possedere la perfezione in questo secondo senso solo dopo aver attraversato il palcoscenico di cui stiamo discutendo, cioè quando ha raggiunto la vecchiaia, come spiegherò di seguito."
"E sì come a colui che viene di lungo cammino, anzi ch'entri nella porta della sua cittade, se li fanno incontro li cittadini di quella, così alla nobile anima si fanno incontro, e deono fare, quelli cittadini della etterna vita; e così fanno per le sue buone operazioni e contemplazioni: ché, già essendo a Dio renduta e astrattasi dalle mondane cose e cogitazioni, vedere le pare coloro che apresso di Dio crede che siano.","Qui devo richiamare alla mente ciò che ho detto sopra quando ho discusso il desiderio che scaturisce in noi all'inizio della nostra vita. L'operazione di questo desiderio consiste sempre nel perseguire o fuggire qualcosa; e ogni volta che persegue ciò che deve e per quanto deve, e fugge ciò che deve e per quanto deve, l'uomo mantiene entro i limiti fissati per la sua perfezione."
"Odi che dice Tulio, in persona di Catone vecchio: «A me pare già vedere e levomi in grandissimo studio di vedere li vostri padri, che io amai; e non pur quelli [che io stesso conobbi bramo d'incontrare], ma eziandio quelli di cui udi' parlare».","Questo desiderio, però, deve avere ragione in sella, perché proprio come un cavallo, non importa quanto nobile sia la sua natura, quando è senza briglia ed è lasciato a se stesso senza la guida di un cavaliere esperto, non si assolve come dovrebbe, così questo desiderio (chiamato irascibile o appetibile), non importa quanto nobile la sua natura, ha bisogno di obbedire alla ragione, che lo dirige con briglia e speroni, come ogni cavaliere esperto."
"Rendesi dunque a Dio la nobile anima in questa etade, e attende lo fine di questa vita con molto desiderio e uscire le pare dell'albergo e ritornare nella propia mansione, uscire le pare di cammino e tornare in cittade, uscire le pare di mare e tornare a porto.","La ragione fa uso della briglia quando il desiderio sta perseguendo qualcosa; questa briglia è chiamata temperanza, e il suo ruolo è quello di chiarire esattamente fino a che punto l'inseguimento dovrebbe andare. Essa si avvale degli speroni quando il desiderio sta fuggendo qualcosa, per oscillare il desiderio in un punto in cui ancora desidera continuare la sua fuga; questo stimolo è chiamato fortezza o forza di spirito, e il ruolo di questa virtù è quello di chiarire proprio dove il desiderio dovrebbe fermarsi e impegnarsi il suo avversario."
"O miseri e vili che colle vele alte correte a questo porto, e là ove dovereste riposare, per lo impeto del vento rompete, e perdete voi medesimi là dove tanto camminato avete! Certo lo cavaliere Lanzalotto non volse [in porto] intrare colle vele alte, né lo nobilissimo nostro latino Guido montefeltrano. Bene questi nobili calaro le vele delle mondane operazioni, che nella loro lunga etade a religione si rendero, ogni mondano diletto ed opera disponendo.","Virgilio, il nostro più grande poeta, descrive Enea come agire in modo così sfrenato nella parte dell'Eneide dove questa fase della vita è simbolicamente ritratto, che comprende libri da quattro a sei. Come Enea si brillò quando, dopo aver ricevuto così tanto piacere da Dido, e quando l'esperienza tanto delizia con lei, si strappò via per seguire un corso onorevole, lodevole e benefico!"
"E non si puote alcuno escusare per legame di matrimonio, che in lunga etade lo tegna; ché non torna a religione pur quelli che a santo Benedetto, a santo Augustino, a santo Francesco e a santo Domenico si fa d'abito e di vita simile, ma eziandio a buona e vera religione si può tornare in matrimonio stando, ché Dio non volse religioso di noi se non lo cuore.","Che colpo in avanti accadde quando lo stesso Enea ebbe il coraggio di andare da solo con la Sibilla giù all'inferno alla ricerca dell'anima di suo padre Anchise, esponendosi a tanti pericoli! E' chiaro, allora, che nella nostra maturità essere perfetti implica necessariamente essere ""temperati e forti."" Una buona natura produce e mostra queste qualità, come dice espressamente il testo."
"E però dice santo Paulo alli Romani: «Non quelli ch'è manifestamente, è Giudeo, né quella ch'è manifesta [in] carne è circuncisione; ma quelli ch'è in ascoso è Giudeo, e la circuncisione del cuore, in ispirito non in littera, è circuncisione: la loda della quale [è] non dalli uomini ma da Dio».","Inoltre, l'amore è una parte necessaria della perfezione in questa fase, poiché durante la maturità si deve guardare dietro e avanti, come qualcosa al meridiano del suo cerchio. Bisogna amare gli anziani, dai quali si ha ricevuto la vita e il nutrimento e l'istruzione, e quindi mostrare la propria gratitudine. Bisogna amare coloro che sono più giovani, affinché, amandoli, si possa trarre loro beneficio da ciò che si possiede, e se stessi a sua volta essere forniti e onorati nei giorni meno prosperi."
