Original,Translate_IT
"Mentre che sì per l'orlo, uno innanzi altro,","Tuttavia, la salita non ammetteva alcun ritardo,"
"ce n'andavamo, e spesso il buon maestro",Il sole lasciava lo Scorpione.
diceami: “Guarda: giovi ch'io ti scaltro”;,"di notte, e al Toro il cerchio di mezzogiorno."
"feriami il sole in su l'omero destro,",Come quello che nulla può trattenere
"che già, raggiando, tutto l'occidente","e chi va il suo cammino, qualunque cosa incontri in cammino,"
mutava in bianco aspetto di cilestro;,"se il pungiglione il punto di qualche cura pressante,"
e io facea con l'ombra più rovente,"così siamo entrati in questo stretto passaggio,"
parer la fiamma; e pur a tanto indizio,"l’uno sui passi dell’altro, e prendemmo le scale"
"vidi molt'ombre, andando, poner mente.",La cui ristrettezza lo costringe a salire in fila.
Questa fu la cagion che diede inizio,"E come il piccolo delle cicogne batte l’ala,"
loro a parlar di me; e cominciarsi,"Cercando di volare, ma la piega in fretta"
a dir: “Colui non par corpo fittizio”;,"e non si ardisce ad uscire dal nido,"
"poi verso me, quanto potëan farsi,",come sentivo spegnersi e accendersi l’invidia
"certi si fero, sempre con riguardo","di interrogarli, ma senza andare oltre"
di non uscir dove non fosser arsi.,Il gesto di aprire la bocca per parlare.
"“O tu che vai, non per esser più tardo,","Camminare era veloce, eppure il mio dolce padre"
"ma forse reverente, a li altri dopo,","mi aveva già capito, perché mi disse: ""Scegli"
rispondi a me che 'n sete e 'n foco ardo.,L’arco del parlare: vedo che lo tieni pronto!
Né solo a me la tua risposta è uopo;,"Per aprire meglio la bocca, ho preso coraggio."
ché tutti questi n'hanno maggior sete,"e gli chiesi: ""Come si può dimagrire,"
che d'acqua fredda Indo o Etïopo.,“Quando il mangiare smette di essere un bisogno?”
Dinne com'è che fai di te parete,"“Se ti ricordassi”, disse, “come a misura di"
"al sol, pur come tu non fossi ancora","che bruciava un tizzone, si spegneva Méléagre,"
di morte intrato dentro da la rete”.,Quello che hai appena visto ti sembra meno difficile.
Sì mi parlava un d'essi; e io mi fora,Se anche tu pensassi che con ogni batter d'occhio
"già manifesto, s'io non fossi atteso","l’immagine batte anche l’occhio nello specchio,"
ad altra novità ch'apparve allora;,Ciò che ti sembra nero diventerebbe trasparente.
ché per lo mezzo del cammino acceso,"Ma per soddisfare meglio il tuo desiderio di sapere,"
"venne gente col viso incontro a questa,","Ecco Stace, lo chiamerò e pregherò"
la qual mi fece a rimirar sospeso.,di essere il medico che fascia le tue ferite”.
Lì veggio d'ogne parte farsi presta,"“Se lo spiegherò per lui”, rispose Stace,"
ciascun'ombra e basciarsi una con una,"i decreti eterni, benché tu sia presente,"
"sanza restar, contente a brieve festa;",Il desiderio di piacerti è la mia unica scusa”.
così per entro loro schiera bruna,"Poi continuò: «Figlio mio, se il tuo spirito"
"s'ammusa l'una con l'altra formica,","acconsentono a ricevere e custodire le mie parole,"
forse a spïar lor via e lor fortuna.,Questa sarà la risposta al “come” di una volta.
"Tosto che parton l'accoglienza amica,","Il nostro sangue più puro, che le nostre vene avide"
"prima che 'l primo passo lì trascorra,","non possono assorbire e lasciare senza toccare,"
sopragridar ciascuna s'affatica:,"un po’ come un rilievo che si toglie dalla tavola,"
la nova gente: “Soddoma e Gomorra”;,acquista nel nostro cuore la virtù di formare
"e l'altra: “Ne la vacca entra Pasife,",tutte le membra del corpo: è solo per questo scopo
perché 'l torello a sua lussuria corra”.,che corre in ogni vena e si trasforma in membro.
"Poi, come grue ch'a le montagne Rife","Mentre si purifica ancora, scende dove è meglio"
"volasser parte, e parte inver' l'arene,","non nominare; e poi, proiettato fuori dal corpo,"
"queste del gel, quelle del sole schife,","Si mescola con il sangue di un altro, con il vaso naturale."
"l'una gente sen va, l'altra sen vene;","E lì, incontrandosi l’un l’altro, si combinano,"
"e tornan, lagrimando, a' primi canti","l’uno pronto a ricevere, l’altro fatto per agire,"
e al gridar che più lor si convene;,grazie a questo nobile organo in cui i due sono formati.
"e raccostansi a me, come davanti,","Una volta mescolato, inizia la sua azione,"
"essi medesmi che m'avean pregato,",prima di coagularsi; poi fa vivere
attenti ad ascoltar ne' lor sembianti.,quello che ha fatto materialmente.
"Io, che due volte avea visto lor grato,","Questa virtù attiva diventa poi un'anima,"
incominciai: “O anime sicure,"come in una pianta, con la differenza"
"d'aver, quando che sia, di pace stato,","che fa progressi, e l’altro non lo fa."
non son rimase acerbe né mature,Poi lavora così bene che si muove e sente
"le membra mie di là, ma son qui meco","come un polipo in mare, e inizia a fornire"
col sangue suo e con le sue giunture.,gli organi necessari ai sensi che essa ha prodotto.
Quinci sù vo per non esser più cieco;,"Così si stende e si rilassa, figlio mio,"
"donna è di sopra che m'acquista grazia,","la virtù che si genera nel cuore del generante,"
per che 'l mortal per vostro mondo reco.,dove già la natura ha previsto tutti i membri.
Ma se la vostra maggior voglia sazia,"Tuttavia, non vedi ancora come"
