Original,Translate_IT
Già si godeva solo del suo verbo,Questo spirito beato godeva già da solo
"quello specchio beato, e io gustava","del suo stesso pensiero, e io assaporavo"
"lo mio, temprando col dolce l'acerbo;","la mia, temperando l'amaro con il dolce,"
e quella donna ch'a Dio mi menava,"quando la signora improvvisamente, che mi conduceva verso Dio,"
disse: “Muta pensier; pensa ch'i' sono,"disse: “Lascia stare questa preoccupazione, ricordati che io sono"
presso a colui ch'ogne torto disgrava”.,al fianco di Colui che corregge i torti!”
Io mi rivolsi a l'amoroso suono,Mi voltai verso quella dolce voce.
del mio conforto; e qual io allor vidi,che fa tutto il mio comfort; e rinuncio a dire
"ne li occhi santi amor, qui l'abbandono:",che santo amore vidi fare il bagno nei suoi occhi;
"non perch'io pur del mio parlar diffidi,","perché temo di non saperlo dire,"
ma per la mente che non può redire,perché la mente non può voltarsi
"sovra sé tanto, s'altri non la guidi.","in se stesso così lontano, se non viene soccorso."
"Tanto poss'io di quel punto ridire,","Tutto quello che posso ripetere su questo punto,"
"che, rimirando lei, lo mio affetto",Guardandola mi sentivo il cuore.
"libero fu da ogne altro disire,","libera da ogni altro desiderio,"
"fin che 'l piacere etterno, che diretto",perché l’Eterno «buona gente i cui raggi cadevano
"raggiava in Bëatrice, dal bel viso","Su Beatrice a picco, faceva che nei suoi begli occhi"
mi contentava col secondo aspetto.,Ho trovato la felicità del suo secondo aspetto.
"Vincendo me col lume d'un sorriso,","Mi strappa lo splendore del suo brillante sorriso,"
ella mi disse: “Volgiti e ascolta;,Poi mi disse: “Ascolta e tu:
ché non pur ne' miei occhi è paradiso”.,Il Paradiso non è solo nei miei occhi!”
Come si vede qui alcuna volta,E come tra noi si riconosce a volte
"l'affetto ne la vista, s'elli è tanto,","l'amore attraverso lo sguardo, se è abbastanza potente"
"che da lui sia tutta l'anima tolta,","perché tutto lo spirito sia trasportato da lui,"
"così nel fiammeggiar del folgór santo,",nello sfarfallio del santo splendore
"a ch'io mi volsi, conobbi la voglia","che cercavo gli occhi, ho conosciuto il desiderio"
in lui di ragionarmi ancora alquanto.,Aveva finito l’intervista iniziata.
El cominciò: “In questa quinta soglia,Poi disse: “In questa quinta soglia
de l'albero che vive de la cima,"dall’albero che riceve dall’alto verso il basso la vita,"
"e frutta sempre e mai non perde foglia,","dà sempre frutti e non perde le foglie,"
"spiriti son beati, che giù, prima","si vedono spiriti felici che furono sulla terra,"
"che venissero al ciel, fuor di gran voce,","prima di andare in cielo, tra i più illustri"
sì ch'ogne musa ne sarebbe opima.,e che farebbero l’orgoglio di ciascuna delle Muse.
Però mira ne' corni de la croce:,Esamina con me le braccia di questa croce:
"quello ch'io nomerò, lì farà l'atto","quelli che io chiamo produrranno, dal loro posto,"
che fa in nube il suo foco veloce”.,Lampi come quelli che attraversano le nuvole”.
Io vidi per la croce un lume tratto,"Io vidi uno splendore accendersi sulla croce,"
"dal nomar Iosuè, com'el si feo;","Non appena ebbe detto il nome di Giosuè,"
né mi fu noto il dir prima che 'l fatto.,E dirlo e farlo arrivavano allo stesso tempo.
E al nome de l'alto Macabeo,Nel nome che ho sentito del famoso Macchabee
"vidi moversi un altro roteando,","e vidi che un altro fulgore si mise a torcere,"
e letizia era ferza del paleo.,e la gioia portava via quella strana trottola.
Così per Carlo Magno e per Orlando,Così per Carlo Magno e poi per Roland
"due ne seguì lo mio attento sguardo,","Il mio sguardo attento ne riconobbe altri due,"
com'occhio segue suo falcon volando.,L’occhio del cacciatore segue il volo del falco.
Poscia trasse Guiglielmo e Rinoardo,E sulla stessa croce Guglielmo e Rainouard
e 'l duca Gottifredi la mia vista,"si offrirono allo sguardo, l’uno accanto all’altro,"
"per quella croce, e Ruberto Guiscardo.",e il duca Godefroi vicino a Robert Guiscard.
"Indi, tra l'altre luci mota e mista,","Poi, andando a mescolarsi a tutte queste luci,"
mostrommi l'alma che m'avea parlato,L’anima che fino ad allora mi aveva parlato mostrò
qual era tra i cantor del cielo artista.,Che posto aveva nel coro celeste.
Io mi rivolsi dal mio destro lato,"Allora mi voltai dal lato della mia destra,"
"per vedere in Beatrice il mio dovere,","per leggere il mio dovere dettato da Beatrice,"
"o per parlare o per atto, segnato;","in una parola che avrebbe detto o in un movimento,"
"e vidi le sue luci tanto mere,","e vidi nei suoi occhi una tale lezza,"
"tanto gioconde, che la sua sembianza","una tale chiarezza, che la sua bellezza sembrava"
vinceva li altri e l'ultimo solere.,più grande che mai e della sua ultima aria.
"E come, per sentir più dilettanza","E come sentendo, tra le opere buone,"
"bene operando, l'uom di giorno in giorno","che il piacere aumenta, un uomo realizza"
"s'accorge che la sua virtute avanza,","che la sua virtù progredisca e vinca ogni giorno,"
sì m'accors'io che 'l mio girare intorno,Mi sono accorta che la mia rotazione
"col cielo insieme avea cresciuto l'arco,","seguiva un arco più grande, con il cielo insieme,"
veggendo quel miracol più addorno.,Solo a vedere questo miracolo incorniciato più luminoso.
E qual è 'l trasmutare in picciol varco,E come in un istante la carnagione bianca di una donna
"di tempo in bianca donna, quando 'l volto","può cambiare colore, non appena la vergogna"
"suo si discarchi di vergogna il carco,","l’accabagliante colore svanisce dalle sue guance,"
"tal fu ne li occhi miei, quando fui vòlto,","anche nei miei occhi, quando mi voltai,"
per lo candor de la temprata stella,"ho ricevuto il candore dell'astro temperato,"
"sesta, che dentro a sé m'avea ricolto.",Il sesto ad accogliermi nel suo interno.
Io vidi in quella giovïal facella,Nell’astro gioviale ho contemplato come
lo sfavillar de l'amor che lì era,tutto lo sfarfallio dell'amore che regna
segnare a li occhi miei nostra favella.,Sotto i miei occhi formava alcune delle nostre lettere.
"E come augelli surti di rivera,",Come un volo di uccelli che lasciano le rive di un fiume
"quasi congratulando a lor pasture,","se ne va felicemente a cercare il suo cibo,"
