Original,Translate_IT
La molta gente e le diverse piaghe,Le tante persone e le loro terribili ferite
"avean le luci mie sì inebrïate,",ha fatto così inebriare i miei occhi
che de lo stare a piangere eran vaghe.,che sono stato spostato a soffermarmi lì e piangere.
Ma Virgilio mi disse: “Che pur guate?,"Ma Virgil disse: ""Cosa stai fissando?"
perché la vista tua pur si soffolge,Perché il tuo sguardo è così fisso sulle profondità
là giù tra l'ombre triste smozzicate?,che tengono quelle ombre luttuose e mutilate?
Tu non hai fatto sì a l'altre bolge;,- Non l'hai fatto nelle altre fosse.
"pensa, se tu annoverar le credi,","Nel caso abbiate intenzione di contare i peccatori uno per uno,"
che miglia ventidue la valle volge.,Pensa: questo cerchio vuoto ventidue miglia intorno.
E già la luna è sotto i nostri piedi;,La luna è già sotto i nostri piedi.
"lo tempo è poco omai che n'è concesso,",Il tempo che ci è stato assegnato scade presto
e altro è da veder che tu non vedi”.,"e c'è più da vedere di quello che vedete qui."""
"“Se tu avessi”, rispuos'io appresso,","'Se avessi capito,' ho risposto in fretta,"
"“atteso a la cagion per ch'io guardava,","'il motivo della mia stretta ispezione,"
forse m'avresti ancor lo star dimesso”.,"Forse mi avresti lasciato stare lì più a lungo."""
"Parte sen giva, e io retro li andava,","Mentre la mia guida andava avanti,"
"lo duca, già faccendo la risposta,","con me, intento alla mia risposta, dietro di lui."
e soggiugnendo: “Dentro a quella cava,E poi ho aggiunto: 'Dentro quel buco
"dov'io tenea or li occhi sì a posta,","'dove avevo fissato lo sguardo, credo di aver visto"
credo ch'un spirto del mio sangue pianga,qualcuno del mio sangue si lamenta
la colpa che là giù cotanto costa”.,"il peccato che laggiù costa tanto caro."""
Allor disse 'l maestro: “Non si franga,Allora il padrone disse: 'Colpisci la tua mente
lo tuo pensier da qui innanzi sovr'ello.,Non piu' per colpa sua.
"Attendi ad altro, ed ei là si rimanga;","Trasformalo in altre cose e lascialo essere,"
ch'io vidi lui a piè del ponticello,"Perche' l'ho visto li' sotto il ponte,"
"mostrarti e minacciar forte col dito,","puntando il dito contro di te, feroce di minacce,"
e udi' 'l nominar Geri del Bello.,E l'ho sentito chiamare Geri del Bello.
Tu eri allor sì del tutto impedito,# Solo allora eri cosi' assorto #
"sovra colui che già tenne Altaforte,",in colui che un tempo era signore di Hautefort
"che non guardasti in là, sì fu partito”.","Non hai guardato in quel modo prima che il tuo parente se ne andasse."""
"“O duca mio, la vïolenta morte","'O mio capo, la morte violenta che è morto,"
"che non li è vendicata ancor”, diss'io,","per i quali non è stata ancora presa alcuna vendetta."""
"“per alcun che de l'onta sia consorte,","Ho detto, 'da qualsiasi persona partner per la sua vergogna,"
fece lui disdegnoso; ond'el sen gio,E' per questo che se n'e' andato.
"sanza parlarmi, sì com'ïo estimo:",senza rivolgermi... o almeno cosi' penso...
e in ciò m'ha el fatto a sé più pio”.,"e perché mi ha fatto più compassione di lui."""
Così parlammo infino al loco primo,Così abbiamo continuato a parlare fino a raggiungere
