Original,Translate_IT
Mentre che li occhi per la fronda verde,"Ma i miei sguardi s'intrufolarono nelle foglie,"
ficcava ïo sì come far suole,E' cosi' affascinante e avvincente come uno di loro...
"chi dietro a li uccellin sua vita perde,","Colui che perde il suo tempo con la cattura di uccelli,"
"lo più che padre mi dicea: “Figliuole,","Chi si sentiva più preoccupato di papà, disse:"
"vienne oramai, ché 'l tempo che n'è imposto","""Figliolo, vieni, il tempo che ci ha concesso per viaggiare,"
più utilmente compartir si vuole”.,"Sii diviso e più utile."""
"Io volsi 'l viso, e 'l passo non men tosto,","Sto rapidamente camminando lo sguardo e passo a entrambi i sensi,"
"appresso i savi, che parlavan sìe,",Così dicevano che la marcia facile
che l'andar mi facean di nullo costo.,La difficoltà fu quella di orbitare intorno alla roccia.
Ed ecco piangere e cantar s'udìe,"Guarda, suonavano lamentele e cantavano:"
"'Labïa mëa, Domine' per modo","""Signore, le mie labbra,"" suonava con un gemito,"
"tal, che diletto e doglia parturìe.",Che contemporaneamente mi trafisse con gioia e dolore.
"“O dolce padre, che è quel ch'i' odo?”,","""Mio dolce padre, quali voci suonano?"""
comincia' io; ed elli: “Ombre che vanno,"L'ho gridato, e lui ha detto: ""Sono ombre che ora"
forse di lor dover solvendo il nodo”.,"Per un dovere un tempo omesso riconciliare il Signore."""
"Sì come i peregrin pensosi fanno,","Come i muratori furiosi fanno,"
"giugnendo per cammin gente non nota,",Ottenere la gente che non conoscono...
"che si volgono ad essa e non restanno,","Guardatevi intorno, ma non fermatevi e riposatevi."
"così di retro a noi, più tosto mota,",Così è venuto dietro di noi in corsa più veloce
venendo e trapassando ci ammirava,"Un capro espiatorio, correva e guardava"
d'anime turba tacita e devota.,"Sorprendente, per scappare in silenzio."
"Ne li occhi era ciascuna oscura e cava,","Gli occhi profondi e vuoti e grigi di notte,"
"palida ne la faccia, e tanto scema","Mostrateli, gli arcieri, gli eredi,"
che da l'ossa la pelle s'informava.,Le ossa sono tutte visibili attraverso la pelle.
Non credo che così a buccia strema,"Così magro, credo, dopo un lungo digiuno,"
"Erisittone fosse fatto secco,","Non è così che Erisichthon si prosciuga,"
"per digiunar, quando più n'ebbe tema.","Ora, quando la sua carne Ã ̈ stata catturata dai denti."
Io dicea fra me stesso pensando: 'Ecco,"Essi assomigliano a quelli che ho pensato, perché sono freelance,"
"la gente che perdé Ierusalemme,","Quelli che una volta persero Gerusalemme,"
