Original,Translate_IT
"Quel sol che pria d'amor mi scaldò 'l petto,",Quel sole che prima aveva riscaldato il mio seno con amore
"di bella verità m'avea scoverto,","ora mi aveva rivelato, confutando, dimostrando,"
"provando e riprovando, il dolce aspetto;","il volto mite della verità, la sua bellezza;"
"e io, per confessar corretto e certo","e io, per dichiararmi"
"me stesso, tanto quanto si convenne","corretto e convinto, alzato la testa"
leva' il capo a proferer più erto;,quanto richiesto dal mio confessionale.
ma visïone apparve che ritenne,Ma una nuova visione mi ha mostrato se stessa;
"a sé me tanto stretto, per vedersi,",la presa in cui mi teneva era così veloce
che di mia confession non mi sovvenne.,che non ricordavo di confessare.
"Quali per vetri trasparenti e tersi,","Così come, tornando attraverso trasparente, pulito"
"o ver per acque nitide e tranquille,","vetro, o attraverso acque calme e cristalline"
"non sì profonde che i fondi sien persi,","(così poco profondo che non riescono a riflettere),"
tornan d'i nostri visi le postille,l'immagine specchiata dei nostri volti incontra
"debili sì, che perla in bianca fronte",i nostri alunni con una forza non superiore a quella
non vien men forte a le nostre pupille;,una perla se esposta su una fronte bianca...
tali vid'io più facce a parlar pronte;,"così debole, le tante facce che ho visto appassionato"
per ch'io dentro a l'error contrario corsi,"per parlare; così, il mio errore è stato contrario"
a quel ch'accese amor tra l'omo e 'l fonte.,a ciò che ha portato l'uomo ad amare la fontana.
"Sùbito sì com'io di lor m'accorsi,","Appena li avevo notati, pensavo"
"quelle stimando specchiati sembianti,","che quello che ho visto era solo specchio,"
"per veder di cui fosser, li occhi torsi;",Mi sono girato per vedere chi fossero.
"e nulla vidi, e ritorsili avanti",e non vidi nulla; e lasciai la mia vista
"dritti nel lume de la dolce guida,","torna indietro per incontrare la luce della mia cara guida,"
"che, sorridendo, ardea ne li occhi santi.","che, mentre sorrideva, brillava nei suoi occhi sacri."
"“Non ti maravigliar perch'io sorrida”,","""Non c'è bisogno di chiedersi se sorrido,"""
"mi disse, “appresso il tuo püeril coto,","Disse: ""Perché ragioni come un bambino,"
"poi sopra 'l vero ancor lo piè non fida,",i tuoi passi non poggiano ancora sulla verità;
"ma te rivolve, come suole, a vòto:",la tua mente ti inganna nel vuoto:
"vere sustanze son ciò che tu vedi,","quello che state vedendo sono sostanze vere,"
qui rilegate per manco di voto.,posto qui perché i loro voti non sono stati compiuti.
Però parla con esse e odi e credi;,"Così, parlate e ascoltate; confidate in quello che diranno:"
ché la verace luce che le appaga,la luce veritiera nella quale trovano la loro pace
da sé non lascia lor torcer li piedi”.,"non permetteranno che i loro passi si sviino."""
E io a l'ombra che parea più vaga,Poi mi rivolsi all'ombra che sembrava più ansiosa
"di ragionar, drizza'mi, e cominciai,","per parlare, e ho cominciato come un uomo"
quasi com'uom cui troppa voglia smaga:,disorientato dal desiderio troppo intenso:
"“O ben creato spirito, che a' rai","""O spirito nato per il bene, tu che senti,"
di vita etterna la dolcezza senti,"sotto i raggi della vita eterna,"
"che, non gustata, non s'intende mai,",quella dolcezza che non può essere conosciuta se non
grazïoso mi fia se mi contenti,"è sperimentato, sarebbe gentile"
del nome tuo e de la vostra sorte”.,"per farmi conoscere il tuo nome e il tuo destino."""
"Ond'ella, pronta e con occhi ridenti:","A questo, inesauribile, con gli occhi sorridenti:"
“La nostra carità non serra porte,"""La nostra carità non chiuderà mai i suoi cancelli"
"a giusta voglia, se non come quella",contro la volontà giusta; il nostro amore è come l'Amore
che vuol simile a sé tutta sua corte.,che avrebbe tutta la sua corte come se stessa.
I' fui nel mondo vergine sorella;,"Nel mondo ero una suora, una vergine;"
"e se la mente tua ben sé riguarda,","e se la tua mente assiste e ricorda,"
"non mi ti celerà l'esser più bella,","la mia più grande bellezza qui non mi nasconderà,"
"ma riconoscerai ch'i' son Piccarda,","e mi riconoscerete come Piccarda,"
"che, posta qui con questi altri beati,","che, posto qui con gli altri benedetti,"
beata sono in la spera più tarda.,sono benedetti entro le sfere più lente.
"Li nostri affetti, che solo infiammati","I nostri sentimenti, che servono solo la fiamma"
"son nel piacer de lo Spirito Santo,","che è il piacere dello Spirito Santo,"
letizian del suo ordine formati.,diletto nel loro conforme al Suo ordine.
"E questa sorte che par giù cotanto,",E ci troviamo all'interno di una sfera
"però n'è data, perché fuor negletti","così in basso, perché abbiamo trascurato i voti,"
"li nostri voti, e vòti in alcun canto”.","in modo che in un certo senso eravamo carenti."""
Ond'io a lei: “Ne' mirabili aspetti,"E io a lei: ""Nella tua meravigliosa"
vostri risplende non so che divino,"sembianza c'è qualcosa di divino che risplende,"
che vi trasmuta da' primi concetti:,trasformare l'aspetto che una volta hai mostrato:
però non fui a rimembrar festino;,"quindi, il mio riconoscervi è stato lento;"
"ma or m'aiuta ciò che tu mi dici,",ma quello che ora mi hai detto è d'aiuto;
sì che raffigurar m'è più latino.,Posso identificarti molto piu' chiaramente.
"Ma dimmi: voi che siete qui felici,","Ma dimmi: anche se sei felice qui, non è vero?"
disiderate voi più alto loco,desiderare un posto più alto al fine di
per più vedere e per più farvi amici?”.,"vedere di più e di essere ancora più vicino a Lui?"""
Con quelle altr'ombre pria sorrise un poco;,Insieme ai suoi compagni di tonalità lei sorrise
"da indi mi rispuose tanto lieta,",in un primo momento; poi mi ha risposto con tale
ch'arder parea d'amor nel primo foco:,"la gioia, come uno che brucia con la prima fiamma dell'amore:"
"“Frate, la nostra volontà quïeta","""Fratello, il potere dell'amore placa il nostro"
"virtù di carità, che fa volerne",cosi'... a lungo per cio' che abbiamo.
"sol quel ch'avemo, e d'altro non ci asseta.",Il nostro desiderio non richiede nient'altro.
"Se disïassimo esser più superne,","Se desideriamo una sfera superiore alla nostra,"
foran discordi li nostri disiri,allora i nostri desideri sarebbero discordanti con
dal voler di colui che qui ne cerne;,"la volontà di Colui che ci ha assegnati qui,"
"che vedrai non capere in questi giri,",ma non vedrete tale discordia in queste sfere;
