Original,Translate_IT
"Ricorditi, lettor, se mai ne l'alpe","Ricorda, lettore, se sei mai stato"
ti colse nebbia per la qual vedessi,pescato in montagna da una nebbia attraverso la quale
"non altrimenti che per pelle talpe,","hai visto solo come le talpe vedono attraverso la loro pelle,"
"come, quando i vapori umidi e spessi","come, quando i vapori spessi e umidi iniziano una volta"
"a diradar cominciansi, la spera","per diradarsi, la sfera del sole passa flebile attraverso di loro,"
del sol debilemente entra per essi;,allora la tua immaginazione sarà veloce
e fia la tua imagine leggera,per raggiungere il punto in cui può vedere come io
in giugnere a veder com'io rividi,prima è venuto a vedere il sole di nuovo-quando
"lo sole in pria, che già nel corcar era.",era quasi al punto in cui si imposta.
"Sì, pareggiando i miei co' passi fidi","Quindi, i miei passi corrispondono ai passi fidati del mio padrone;"
"del mio maestro, usci' fuor di tal nube","da quella nuvola sono venuto, raggiungendo i raggi"
ai raggi morti già ne' bassi lidi.,"che, sulle spiagge sottostanti, ormai sono stati spesi."
O imaginativa che ne rube,"O fantasy, tu che a volte rubava"
"talvolta sì di fuor, ch'om non s'accorge",noi così da cose esteriori-noi non notiamo nulla
"perché dintorno suonin mille tube,",anche se intorno a noi suonano mille trombe.
"chi move te, se 'l senso non ti porge?",chi ti muove quando i sensi non ti spronano?
"Moveti lume che nel ciel s'informa,",Una luce che trova la sua forma nel Cielo ti muove...
per sé o per voler che giù lo scorge.,direttamente o guidato verso il basso dalla volontà di Dio.
De l'empiezza di lei che mutò forma,Nella mia fantasia ho visto impressionato
"ne l'uccel ch'a cantar più si diletta,","la ferocia di colui che poi, trasformato,"
ne l'imagine mia apparve l'orma;,divenne l'uccello che più delizia nel canto;
e qui fu la mia mente sì ristretta,"a questo, la mia mente si ritirò verso l'interno,"
"dentro da sé, che di fuor non venìa",a ciò che l'immaginazione potrebbe portare; niente
cosa che fosse allor da lei ricetta.,che veniva dall'esterno poteva entrare.
Poi piovve dentro a l'alta fantasia,Poi nella mia profonda fantasia c'è piovuto
"un crucifisso, dispettoso e fero","uno crocifisso; e come egli morì,"
"ne la sua vista, e cotal si moria;",Mostrò la sua ferocia e il suo disprezzo.
"intorno ad esso era il grande Assüero,",Attorno a lui c'erano il grande Assuero e
"Estèr sua sposa e 'l giusto Mardoceo,","Ester sua moglie e il giusto Mardocheo,"
che fu al dire e al far così intero.,le cui parole e le cui azioni erano così giuste.
E come questa imagine rompeo,"E quando questa immagine si spezzò,"
"sé per sé stessa, a guisa d'una bulla",proprio come una bolla che ha perso l'acqua
"cui manca l'acqua sotto qual si feo,","sotto il quale si è formato, poi si è alzato"
surse in mia visïone una fanciulla,nella mia visione di una ragazza che piangeva
"piangendo forte, e dicea: “O regina,","amaramente e disse: ""O regina, perché"
perché per ira hai voluto esser nulla?,"tu, nella tua ira, desideri di non essere più?"
Ancisa t'hai per non perder Lavina;,"Per tenere Lavinia, hai ucciso"
"or m'hai perduta! Io son essa che lutto,","tu stesso; ora mi hai perso! Io sono lei,"
"madre, a la tua pria ch'a l'altrui ruina”.","Madre, che piange la tua caduta davanti a quella di un'altra."""
Come si frange il sonno ove di butto,Anche se il sonno si spezza quando la nuova luce
"nova luce percuote il viso chiuso,","colpisce improvvisamente contro gli occhi chiusi e, una volta"
che fratto guizza pria che muoia tutto;,"è distrutto, brilla prima che muoia completamente,"
così l'imaginar mio cadde giuso,così la mia immaginazione cadde
"tosto che lume il volto mi percosse,",non appena la luce-più potente della luce
