Original,Translate_EN,Translate_IT_1
"Astinenza Costretta venne avanti,",Forced Abstinence came forward,L'astinenza forzata si è fatta avanti
"E disse: «E’ vien comeco in conpagnia,","and said: “He comes as my companion,","e disse: ""Egli viene come mio compagno,"
"Ché sanza lui civir non mi poria,","because without him, I could not provide for myself,","perché senza di lui non potevo provvedere a me stesso,"
"Tanto non pregherei né Die, né ’ santi;",no matter how much I might pray to God and the Saints.,non importa quanto io possa pregare Dio e i Santi.
"E’ me e sé governa co’ senbianti,",He governs himself and me according to the ways,Lui governa se stesso e me secondo le vie
"Che gli ’nsegniò sua madre, Ipocresia.",his mother Hypocrisy taught him.,Gliel'ha insegnato sua madre Ipocrisia.
I’ porto il manto di Papalardia,I wear the mantle of hypocrisy,Indosso il mantello dell'ipocrisia
"Per più tosto venir, a tenpo, a’ guanti.",in order to gain my rewards more quickly.,per guadagnare le mie ricompense più velocemente.
E così tra noi due ci governiamo,And thus we look after each other,E così ci prendiamo cura l'uno dell'altro
E nostra vita dimenian gioiosa,"and lead a happy life,","e condurre una vita felice,"
"Sanza dir cosa   mai, che noi pensiamo.",without ever saying what we really think.,senza mai dire quello che pensiamo veramente.
"La ciera nostra par molto pietosa,","Our appearance seems very pious,","Il nostro aspetto sembra molto pio,"
"Ma nonn-è mal nesun, che non pensiamo.","but there’s no evil act that we don’t conceive,","ma non c'è alcun atto malvagio che noi non concepiamo,"
Ben paia•noi giente relegiosa».,although we appear to be religious folk.”,anche se noi sembriamo essere religiosi folk.
