Original,Translate_EN,Translate_IT_1
"Partes’Amor, [le] su’ ale battendo,","Love departs with a flutter of wings,","L'amore parte con un battito di ali,"
"E ’n poca d’or sì forte isvanoio,",and in a moment he disappeared so rapidly,e in un attimo scomparve così rapidamente
"Ched i’  no ’l vidi poi, né no•ll’udio,",that I no longer saw or heard him;,che non l'ho più visto né sentito;
E•llui e ’l su’ soccorso ancor atendo.,yet still I wait for him and his assistance.,eppure aspetto ancora lui e la sua assistenza.
Allor mi venni forte ristrignendo,Then I moved closer and closer,Poi mi sono avvicinato sempre di più.
"Verso del Fior, che•ssì forte m’ulio,",to the Flower whose fragrance bewitched me,al Fiore il cui profumo mi stregò
"E per chu’ feci homagio a questo Dio,",and for whom I had pledged my fealty to this god.,e per i quali avevo promesso la mia fedeltà a questo dio.
"E dissi: «Chi mi tien, ched i’  no ’l prendo?»",I said: “Who keeps me from plucking it?”,Ho detto: Chi mi impedisce di strapparlo?
"Sì ch’i’ verso del Fior tesi la mano,","And so I stretched my hand toward the Flower,","E così stesi la mano verso il Fiore,"
"Credendolo  aver colto chitamente,",thinking I would be able to pluck it freely.,Pensavo che avrei potuto cavarmela liberamente.
Ed i’  vidi venir un gran villano,But I saw a big uncouth man approaching,Ma ho visto un uomo grosso e scortese che si avvicinava.
Con una maza. E’ disse: «Or ti ste’ a mente,"with club in hand, saying: “Now keep in mind","con bastone in mano, dicendo: Ora tenere a mente"
"Ch’i’  son lo Schifo, e sì son ortolano","that I am Resistance, and that I am the keeper","che io sono la Resistenza, e che sono il custode"
D’esto giardin. I’  ti  farò dolente».,of this garden. I’ll make you suffer.”,di questo giardino. L'ho fatto soffrire.
