Original,Translate_EN,Translate_IT_1
"I’ sì nonn-ò più cura d’ermitagi,","“I no longer care for hermitages,","Non mi preoccupo più degli eremi,"
"Né di star in diserti, né ’n foresta,","or to live in deserts and in forests,","o di vivere nei deserti e nelle foreste,"
Ch’e’ vi cade sovente la tenpesta.,where storms often occur:,dove si verificano spesso tempeste:
"S’i’ chito a San Giovanni que•bboscagi,","thus, I leave these wild places to Saint John!",così lascio questi luoghi selvaggi a San Giovanni!
"In cittadi, e ’n castella fo mie’ stagi","I make my humble home in cities and in castles,","Rendo la mia umile dimora nelle città e nei castelli,"
Mostrando ched i’ faccia vita agresta;,making it appear that I lead a harsh life;,facendo sembrare che io conduco una vita dura;
"Ma, s’alla villa buon morsel s’aresta,","but if some tasty morsel is found in the town,","ma se si trova un bel boccone in città,"
E’ pur convien per forza ch’i’ n’asagi.,then I must taste it for sure.,Allora devo assaggiarlo di sicuro.
E vo diciendo ch’i’ vo’ fuor del mondo,"And I say how far removed I am from worldly things,","E dico quanto sono lontano dalle cose terrene,"
"Per ch’i’ mi giuochi in sale e in palazi,",although I amuse myself in elegant rooms and palaces;,anche se mi diverto in eleganti camere e palazzi;
"Ma, chi vuol dire vero, i’ mi v’afondo,","indeed, to tell the truth, I am completely immersed in the world.","anzi, a dire il vero, sono completamente immerso nel mondo."
"S’i’ posso trovar via d’aver grand’agi,","If I can find a way to have great comforts,","Se riesco a trovare un modo per avere un grande conforto,"
Or siate cierto ch’i’ no•mi nascondo,now you can be sure that I’ll not hide,ora si può essere sicuri che non si nascondono
,,
