Original,Translate_IT_1
"L'ordine del presente trattato richiede - poi che le due parti di questa canzone per me sono, secondo che fu la mia intenzione, ragionate - che alla terza si proceda, nella quale io intendo purgare la canzone da una riprensione, la quale a lei potrebbe essere stata contraria, e a questo che io [parlo. Ché io], prima che alla sua composizione venisse, parendo a me questa donna fatta contra me fiera e superba alquanto, feci una ballatetta nella quale chiamai questa donna orgogliosa e dispietata: che pare essere contra quello che qui si ragiona di sopra.","Ora che ho già discusso due parti di questo canzone per far emergere ciò che intendevo trasmettere, il piano del presente trattato richiede che io continui a considerare la terza parte, in cui il mio obiettivo è quello di eliminare il canzone di un'accusa che potrebbe essere portata contro di esso."
"E però mi volgo alla canzone, e sotto colore d'insegnare a lei come scusare la conviene, scuso quella: ed è una figura questa, quando alle cose inanimate si parla, che si chiama dalli rettorici prosopopeia; ed usanla molto spesso li poeti. [E comincia questa parte terza]: Canzone, e' par che tu parli contraro.","Lì dico che prima di venire a comporre questo canzone, quando questa signora mi sembrava diventata un po' dura e altezzosa verso di me, ho composto una piccola ballata in cui la chiamavo orgogliosa e spietata; questo sembra contraddire la descrizione di lei data sopra. E così mi rivolgo al canzone, e sotto la veste di istruirlo come deve scusarsi, mi scuso la signora. Questa figura del discorso, in cui le parole sono rivolte a qualcosa di inanimato, si chiama prosopopeia in linguaggio letterario; è molto favorita dai poeti."
"Lo 'ntelletto della quale a più agevolemente dare a intendere, mi conviene in tre particole dividere: ché prima si propone a che la scusa fa mestiere; poi si procede colla scusa, quando dico: «Tu sai che 'l ciel»; ultimamente parlo alla canzone sì come a persona amaestrata di quello che dee fare, quando dico: Così ti scusa, se ti fa mestero.","Questa terza parte comincia: Canzone, sembra che tu sia in contraddizione. Per comunicarne più facilmente il significato, devo dividerla in tre sezioni: prima spiega perché è necessaria una scusa; poi procede a dare la scusa, alle parole, Tu sai che il cielo; infine mi rivolgo alla canzone come se fosse una persona che è stata istruita su ciò che deve fare, quando dico: Scusatevi in questo modo, se ne dovete sorgere."
"Dico dunque in prima: 'O canzone, che parli di questa donna cotanta loda, e' par che tu sii contraria ad una tua sorella'. Per similitudine dico 'sorella'; ché, sì come sorella è detta quella femmina che da uno medesimo generante è generata, così puote l'uomo dire 'sorella' dell'opera che da uno medesimo operante è operata: ché la nostra operazione in alcuno modo è generazione. E dico che par che parli contrara a quella, dicendo: 'tu fai costei umile, e quella [la] fa superba', cioè «fera e disdegnosa», che tanto vale.","Comincio, quindi, dicendo: ""O canzone, che loda tanto questa signora, sembra che tu contraddica una delle tue sorelle."" Io uso la parola sorella metaforicamente: proprio come una donna che è stata generato dallo stesso padre come un'altra donna è chiamata sua sorella, così un'opera che deriva dall'attività dello stesso agente come un'altra può essere chiamata sua sorella, poiché la nostra attività è in un certo senso un processo di generazione. Spiegherò perché questa poesia sembra contraddire l'altra quando dico: la descrivi come umile, mentre l'altra la descrive come superba o dura e disdegnata, il che significa lo stesso."
"Proposta questa acusa, procedo alla scusa per essemplo nello quale alcuna volta la veritade si discorda dall'aparenza, e allora per diverso rispetto si puote trattare. Dico: Tu sai che 'l ciel sempr'è lucente e chiaro, cioè sempr'è con chiaritade; ma per alcuna cagione alcuna volta è licito di dire quello essere tenebroso.","Dopo aver affermato questa accusa continuo a presentare la scusa dando un esempio in cui la realtà a volte differisce dalle apparenze, e può, inoltre, essere trattata da diversi punti di vista. Io dico: Voi sapete che il cielo è sempre luminoso aced chiaro, cioè che il cielo non perde mai la sua chiarezza, anche se a volte è permesso, per una ragione particolare, di parlare di esso come di essere buio."
"Dove è da sapere che propiamente è visibile lo colore e la luce, sì come Aristotile vuole nel secondo dell'Anima e nel libro del Senso e Sensato. Ben è altra cosa visibile, ma non propiamente, però che [anche] altro senso sente quella, sì che non si può dire che sia propiamente visibile né propiamente tangibile: sì come è la figura, la grandezza, lo numero, lo movimento e lo stare fermo, che sensibili [comuni] si chiamano: le quali cose con più sensi comprendiamo. Ma lo colore e la luce sono propiamente; perché solo col viso comprendiamo ciò, e non con altro senso.","Va spiegato qui che, come indica Aristotele, è il colore e la luce che sono visibili in senso stretto. È vero che altre cose sono visibili, ma non in senso stretto, perché sono percepite anche dall'uso degli altri sensi, in modo che non si possa dire che siano visibili in senso stretto, né tangibili in senso stretto: in questa categoria sono cose come forma, quantità, numero, movimento e riposo, che sono chiamate cose comunemente percepite, poiché le conosciamo attraverso una pluralità di sensi. Colore e luce, tuttavia, sono visibili in senso stretto, perché le conosciamo solo attraverso la vista, non attraverso gli altri sensi."
"Queste cose visibili, sì le propie come le comuni in quanto sono visibili, vengono dentro all'occhio - non dico le cose, ma le forme loro - per lo mezzo diafano, non realmente ma intenzionalmente, sì quasi come in vetro transparente.","Se strettamente parlando o comunemente visibile, tutte le cose non le cose stesse ma le loro forme vengono nell'occhio dopo aver passato lungo il mezzo diafano, non nel loro modo reale ma nel loro modo intenzionale, come se entrassero in vetro trasparente."
"E nell'acqua ch'è nella pupilla dell'occhio, questo discorso che fa la forma visibile per lo mezzo, sì si compie, perché quell'acqua è terminata - quasi come specchio, che è vetro terminato con piombo -, sì che passar più non può, ma quivi a modo d'una palla, percossa si ferma: sì che la forma, che nel mezzo transparente non pare, [nella parte pare] lucida e terminata. E questo è quello per che nel vetro piombato la imagine appare, e non in altro. Di questa pupilla lo spirito visivo, che si continua da essa alla parte del cerebro dinanzi dov'è la sensibile vertude sì come in principio fontale, [quivi] subitamente sanza tempo la ripresenta, e così vedemo.","Questo movimento della forma visibile lungo il mezzo è completato nell'acqua che si trova nella pupilla dell'occhio, perché l'acqua è sostenuta da una superficie, piuttosto come uno specchio, che è fatto di vetro sostenuto con piombo, in modo che la forma non può andare oltre; là, come una palla che colpisce qualcosa, si arresta. Così questa forma, che non appare nel mezzo trasparente, appare lì chiaro e fermo. E lo fa per lo stesso motivo che un'immagine appare in vetro che è sostenuto con piombo, e non in altro vetro."
"Per che, acciò che la visione sia verace, cioè cotale qual è la cosa visibile in sé, conviene che lo mezzo per lo quale all'occhio viene la forma sia sanza ogni colore, e l'acqua della pupilla similemente; altrimenti si macolerebbe la forma visibile del color del mezzo e di quello della pupilla. E però coloro che vogliono fare parere le cose nello specchio d'alcuno colore, interpongono di quello colore tra 'l vetro e 'l piombo, sì che 'l vetro ne rimane compreso.","Lo spirito visivo che va dalla pupilla alla parte anteriore del cervello, dove il potere sensoriale risiede come nella sua sorgente, immediatamente, senza alcun lasso di tempo, riproduce la forma dalla pupilla, e così vedendo avviene in noi. Di conseguenza, per vedere essere veritiero, cioè rappresentare fedelmente la cosa visibile così come è in sé, il mezzo attraverso il quale la forma viene all'occhio deve essere abbastanza incolore, come deve l'acqua nella pupilla; altrimenti la forma visibile sarebbe contaminata dal colore del mezzo e della pupilla."
"Veramente Plato e altri filosofi dissero che 'l nostro vedere non era perché lo visibile venisse all'occhio, ma perché la virtù visiva andava fuori al visibile: e questa oppinione è riprovata per falsa dal Filosofo in quello del Senso e Sensato.","Ecco perché coloro che desiderano che le cose appaiano un certo colore in uno specchio interpongono tra il vetro e il piombo un po' di quel colore, in modo che il vetro assuma la sua tonalità. Certo, Platone e altri filosofi hanno sostenuto che il nostro vedere avviene non perché ciò che è visibile viene all'occhio, ma perché il potere visivo va a ciò che è visibile; ma che l'opinione è dimostrato essere falso dal filosofo nel suo lavoro sulla Sensazione e l'oggetto senso."
