Original,Translate_IT
“Chi è costui che 'l nostro monte cerchia,"""Chi è colui che perisce il nostro monte,"
"prima che morte li abbia dato il volo,",Eh la morte lo affascina...
e apre li occhi a sua voglia e coverchia?”.,"L'occhio si chiuderà presto, sarà presto aperto?"""
"“Non so chi sia, ma so ch'e' non è solo;","""Che lui non sia da solo, posso dirlo,"
"domandal tu che più li t'avvicini,","Non chi e', visto che sono piu' lontano di lui."
"e dolcemente, sì che parli, acco'lo”.","Vuoi che parli con gentilezza con lui."""
"Così due spirti, l'uno a l'altro chini,","Così parlarono da me alla destra,"
ragionavan di me ivi a man dritta;,"Due fantasmi là, inclinando l'uno all'altro,"
"poi fer li visi, per dirmi, supini;","Poi, per parlare, hanno alzato il mento."
e disse l'uno: “O anima che fitta,"""O anima che sale in cielo,"""
"nel corpo ancora inver' lo ciel ten vai,","Poi ha parlato l'uno, ""ancora nel corpo,"
per carità ne consola e ne ditta,"Oh, parla, ti prego e consolaci,"
onde vieni e chi se'; ché tu ne fai,"Chi sei tu, perche'..."
"tanto maravigliar de la tua grazia,","La grazia che dobbiamo guardare su di te,"
quanto vuol cosa che non fu più mai”.,"Come se, cosa che non è mai accaduto, si scopre di noi."""
E io: “Per mezza Toscana si spazia,"E io: ""Un fiume che sprizza Falton,"
"un fiumicel che nasce in Falterona,","Camminate nel mezzo della Tuscierland,"
e cento miglia di corso nol sazia.,Non voglio accontentarmi della corsa di cento miglieri.
Di sovr'esso rech'io questa persona:,Portero' questo corpo dalla sua spiaggia.
"dirvi ch'i' sia, saria parlare indarno,","Ma io dico chi io non vi sia devoto,"
ché 'l nome mio ancor molto non suona”.,"Perche' poco fama ha trovato il mio nome fino ad ora."""
“Se ben lo 'ntendimento tuo accarno,"""Sono venuto per la tua opinione,"
"con lo 'ntelletto”, allora mi rispuose","Intendi l'Arno e la sua valle?"""
"quei che diceva pria, “tu parli d'Arno”.","Così ha parlato ora, che ha preso la parola prima."
E l'altro disse lui: “Perché nascose,"Il secondo disse: ""Perché evitare"
"questi il vocabol di quella riviera,","Egli di annunciare il nome di quel fiume,"
pur com'om fa de l'orribili cose?”.,"""Come se non accadesse qualcosa di disgustoso?"""
"E l'ombra che di ciò domandata era,","Ed egli disse: ""Non posso capire questo,"
si sdebitò così: “Non so; ma degno,"Ma vale la pena di rovinare quella parola,"
ben è che 'l nome di tal valle pèra;,L'unica cosa che risveglia il biasimo e i peccati.
"ché dal principio suo, ov'è sì pregno","Poiché dall'origine delle montagne là,"
"l'alpestro monte ond'è tronco Peloro,",Da cui un tempo il Pelorum doveva separarsi...
"che 'n pochi luoghi passa oltra quel segno,","Là, ricco d'acqua, come in nessun altro luogo,"
infin là 've si rende per ristoro,Fino a quando il fiume con saluti eterni
"di quel che 'l ciel de la marina asciuga,","Quello che toglie il sole al mare, lo sostituisce,"
"ond'hanno i fiumi ciò che va con loro,","Che cosa dà cibo ai ruscelli e ai fiumi,"
vertù così per nimica si fuga,"Diventa, sii, ora, per cattiva setta e passione,"
"da tutti come biscia, o per sventura","Sia che il luogo soffrisse di una maledizione,"
"del luogo, o per mal uso che li fruga:","La virtù, come i serpenti, sparisce."
ond'hanno sì mutata lor natura,"Poiché ciò che è nella valle, oppresso da gravi sofferenze,"
"li abitator de la misera valle,","Solo qualcuno vive, la natura ha sbagliato,"
che par che Circe li avesse in pastura.,E' come se fosse stato coinvolto nel pascolo di Circe.
"Tra brutti porci, più degni di galle","Maiali da giardino, più vale la pena di ghiande"
"che d'altro cibo fatto in uman uso,","In quanto a ciò che la natura dona agli uomini,"
dirizza prima il suo povero calle.,E' appena tornato il suo corso a basso tenore d'acqua.
"Botoli trova poi, venendo giuso,","Poi, come continua a mandare le sue onde,"
"ringhiosi più che non chiede lor possa,",Se incontra dei piccoli truffatori sventurati...
e da lor disdegnosa torce il muso.,Da cui si ribella contro la fronte
"Vassi caggendo; e quant'ella più 'ngrossa,","Più si gonfia nel suo sentiero più profondo,"
tanto più trova di can farsi lupi,Vede il fossato maledeite unselge
la maladetta e sventurata fossa.,Il cane di Art si avvicina di più ai lupi.
"Discesa poi per più pelaghi cupi,",Sembra sepolto in un buco profondo
"trova le volpi sì piene di froda,","E poi incontra volpi, in astuzia così consacrata,"
che non temono ingegno che le occùpi.,Che non hanno piu' paura del piu' intelligente.
Né lascerò di dir perch'altri m'oda;,"Parlo liberamente, non essere lontano dall'ascoltatore."
"e buon sarà costui, s'ancor s'ammenta","E bene questo sarà tenere questo,"
di ciò che vero spirto mi disnoda.,Quello che mi profetizza il vero Spirito.
Io veggio tuo nepote che diventa,Vedo tuo nipote che si spegne terribilmente...
cacciator di quei lupi in su la riva,"Che sa cacciare quei lupi in questo modo,"
"del fiero fiume, e tutti li sgomenta.",Che si raffreddano dalla paura della morte.
Vende la carne loro essendo viva;,"Perche' li vende vivi,"
poscia li ancide come antica belva;,"Poi li abbatte, come un vecchio branco di macellai."
molti di vita e sé di pregio priva.,"Ha tolto la vita a molti, si è guadagnato il prezzo."
Sanguinoso esce de la trista selva;,"Alla fine se ne va, spruzzando sangue sulle membra..."
"lasciala tal, che di qui a mille anni","Il bosco è caduto, e tutt'intorno è morto e morto,"
ne lo stato primaio non si rinselva”.,"E mille anni non rinnovano il suo fogliame."""
Com'a l'annunzio di dogliosi danni,Come nel caso della predicazione
"si turba il viso di colui ch'ascolta,","I treni dell'auricolare si ombrano,"
"da qual che parte il periglio l'assanni,","Colui che si crede in pericolo e minaccia tutt'intorno,"
"così vid'io l'altr'anima, che volta","Così vidi Jetzo quell'altra ombra,"
"stava a udir, turbarsi e farsi trista,","Colui che obbedisce, è turbato e in piedi,"
poi ch'ebbe la parola a sé raccolta.,Come il suo spirito aveva riempito le parole.
Lo dir de l'una e de l'altra la vista,"Quello che ho sentito da colui che ho visto,"
"mi fer voglioso di saper lor nomi,","Mi irrita interrogare il suo nome,"
e dimanda ne fei con prieghi mista;,"E, chiedendo, lasciai andare le mie domande."
per che lo spirto che di pria parlòmi,"E a colui che ha parlato, sento dire:"
ricominciò: “Tu vuo' ch'io mi deduca,"""Voglio che tu faccia questo per te,"
nel fare a te ciò che tu far non vuo'mi.,Che cosa mi hai respinto per fare per me?
Ma da che Dio in te vuol che traluca,"Ma io non voglio affaticare, perché glorioso ha lasciato"
"tanto sua grazia, non ti sarò scarso;",Dio in te splende la sua grazia e la sua bontà.
però sappi ch'io fui Guido del Duca.,Ma sappi che mi chiamavo Guid del Duca.
"Fu il sangue mio d'invidia sì rïarso,","Così la mia mente fu bruciata dall'invidia,"
"che se veduto avesse uom farsi lieto,","Che quando vidi un altro essere felice,"
visto m'avresti di livore sparso.,Ho bruciato nero davanti Gall in amaro Ingrimm.
Di mia semente cotal paglia mieto;,Qui sto falciando i semi che ho sparso lì.
"o gente umana, perché poni 'l core","O mortali, che cosa dovete desiderare,"
là 'v'è mestier di consorte divieto?,Che cos'è l'esclusione della cooperativa?
Questi è Rinier; questi è 'l pregio e l'onore,"Questo è Rainer, che a prezzo e onore"
"de la casa da Calboli, ove nullo","Portata la casa di Calboli, il coraggio"
fatto s'è reda poi del suo valore.,La forza e il valore degli eredi sono infiniti.
"E non pur lo suo sangue è fatto brullo,",Perche' ora tutti si vedono dal suo sangue.
