Original,Translate_IT
Già era in loco onde s'udia 'l rimbombo,Ero arrivato dove potevo sentire il ruggito lontano
"de l'acqua che cadea ne l'altro giro,","di acqua che cade nel cerchio inferiore,"
"simile a quel che l'arnie fanno rombo,","come il ronzio delle api intorno ad un alveare,"
"quando tre ombre insieme si partiro,",quando tre sfumature ad una corsa
"correndo, d'una torma che passava",rotto da una folla di passaggio
sotto la pioggia de l'aspro martiro.,sotto quella pioggia di tormento amaro.
"Venian ver' noi, e ciascuna gridava:","Insieme vennero verso di noi, ogni chiamata:"
“Sòstati tu ch'a l'abito ne sembri,"Smettila, tu, che con la tua vestaglia sembri essere"
essere alcun di nostra terra prava”.,"un uomo della nostra città degenerata."""
"Ahimè, che piaghe vidi ne' lor membri,","Oh, quali piaghe ho notato sui loro arti,"
"ricenti e vecchie, da le fiamme incese!","vecchi e nuovi, marchiati dalle fiamme!"
Ancor men duol pur ch'i' me ne rimembri.,"Mi fa ancora male, quando me li ricordo."
A le lor grida il mio dottor s'attese;,"Il mio maestro era attento alle loro grida,"
"volse 'l viso ver' me, e “Or aspetta”,",poi mi volse la faccia e disse:
"disse, “a costor si vuole esser cortese.",'Ora aspettate: a questi uno deve mostrare cortesia.
E se non fosse il foco che saetta,E non era per il fuoco che la natura
"la natura del loco, i' dicerei","di questo posto si abbassa, direi"
che meglio stesse a te che a lor la fretta”.,"ti si addice più di quanto non faccia loro."""
"Ricominciar, come noi restammo, ei","Quando ci siamo fermati, hanno ripreso"
"l'antico verso; e quando a noi fuor giunti,","il loro vecchio ritornello, ma una volta che ci hanno raggiunto"
fenno una rota di sé tutti e trei.,Tutti e tre si erano uniti in una singola ruota.
"Qual sogliono i campion far nudi e unti,","Come combattenti, oliati e nudi, non si fa mai,"
"avvisando lor presa e lor vantaggio,","osservando la loro presa e il loro vantaggio,"
"prima che sien tra lor battuti e punti,","prima dello scambio di colpi e colpi,"
"così rotando, ciascuno il visaggio","ruotando, ognuno fissava i suoi occhi su di me,"
"drizzava a me, sì che 'n contraro il collo",perché i loro piedi si muovessero in avanti
faceva ai piè continüo vïaggio.,mentre i loro colli si sforzavano.
E “Se miseria d'esto loco sollo,Uno cominciò: 'Se lo squallore di questa sabbia mutevole
"rende in dispetto noi e nostri prieghi”,",e le nostre facce annerite e senza pelo
"cominciò l'uno, “e 'l tinto aspetto e brollo,","mettere noi e le nostre petizioni in oltraggio,"
la fama nostra il tuo animo pieghi,Lascia che la nostra fama prevalga su di te.
"a dirne chi tu se', che i vivi piedi","per dirci chi sei, che sei impavido"
così sicuro per lo 'nferno freghi.,Muoviti in piedi attraverso l'Inferno.
"Questi, l'orme di cui pestar mi vedi,","Colui ai cui passi tu mi vedi calpestare,"
"tutto che nudo e dipelato vada,","anche se si spoglia, pelato senza peli vicino al fuoco,"
fu di grado maggior che tu non credi:,era di rango più alto di quanto immagini.
nepote fu de la buona Gualdrada;,Era nipote del buon Gualdrada.
"Guido Guerra ebbe nome, e in sua vita",Guido Guerra era il suo nome.
fece col senno assai e con la spada.,"Ha fatto molto con buon senso, molto con la spada."
"L'altro, ch'appresso me la rena trita,",Quest'altra sabbia stridente dietro di me...
"è Tegghiaio Aldobrandi, la cui voce","è Teggiaio Aldobrandi, la cui voce"
nel mondo sù dovria esser gradita.,meritava un benvenuto migliore nel mondo.
"E io, che posto son con loro in croce,","""E io, che sono stato messo a tormento con loro,"
"Iacopo Rusticucci fui, e certo","era Jacopo Rusticucci. Era la mia moglie bestiale,"
la fiera moglie più ch'altro mi nuoce”.,"più di ogni altra cosa, che mi ha portato a questo passo."""
"S'i' fossi stato dal foco coperto,",Se fossi stato al riparo dal fuoco
"gittato mi sarei tra lor di sotto,","Mi sarei gettato in mezzo a loro,"
e credo che 'l dottor l'avria sofferto;,E credo che il mio insegnante me l'avrebbe permesso.
"ma perch'io mi sarei brusciato e cotto,",Ma siccome avrei bruciato e cotto...
vinse paura la mia buona voglia,paura superato le buone intenzioni
che di loro abbracciar mi facea ghiotto.,che mi ha fatto venire voglia di abbracciarli.
"Poi cominciai: “Non dispetto, ma doglia","Allora cominciai: ""Non disprezzo, ma tristezza,"
"la vostra condizion dentro mi fisse,",Hai sistemato le tue condizioni nel mio cuore cosi' profondamente...
