Original,Translate_IT
"Né 'l dir l'andar, né l'andar lui più lento",Per fare il suo corso attraverso l'acqua più liscia
"facea, ma ragionando andavam forte,","la piccola corteccia del mio spirito ora arrampica la sua vela,"
sì come nave pinta da buon vento;,lasciando alle spalle quel mare crudele.
"e l'ombre, che parean cose rimorte,","Ora canterò il secondo regno,"
per le fosse de li occhi ammirazione,"là dove l'anima dell'uomo è purificata,"
"traean di me, di mio vivere accorte.",resa degna di ascendere al Cielo.
"E io, continüando al mio sermone,","Qui dai morti la poesia si alzi,"
dissi: “Ella sen va sù forse più tarda,"O Muse sacre, da quando sono vostra."
"che non farebbe, per altrui cagione.",Lasciate che Calliope si alzi.
"Ma dimmi, se tu sai, dov'è Piccarda;",per accompagnare la mia canzone con quegli stessi accordi
dimmi s'io veggio da notar persona,la cui forza colpì così le miserabili magpie
tra questa gente che sì mi riguarda”.,"che, ascoltando, hanno perso ogni speranza di perdono."
"“La mia sorella, che tra bella e buona","Colore dolce dello zaffiro orientale,"
"non so qual fosse più, trïunfa lieta",aleggiando nell'aspetto calmo e tranquillo
ne l'alto Olimpo già di sua corona”.,"d'aria intervenente, pura all'orizzonte,"
Sì disse prima; e poi: “Qui non si vieta,mi sono compiaciuto ancora una volta dei miei occhi
"di nominar ciascun, da ch'è sì munta",non appena ho lasciato l'aria morbosa
nostra sembianza via per la dïeta.,che aveva afflitto sia il mio petto che gli occhi.
"Questi”, e mostrò col dito, “è Bonagiunta,","Il pianeta giusto che incoraggia l'amore,"
Bonagiunta da Lucca; e quella faccia,"sorridente, illuminato a est,"
di là da lui più che l'altre trapunta,velando i pesci nel suo treno.
ebbe la Santa Chiesa in le sue braccia:,"Mi voltai a destra e, fissando la mia attenzione"
"dal Torso fu, e purga per digiuno","sull'altro polo, ho visto quattro stelle"
l'anguille di Bolsena e la vernaccia”.,"non visti, ma dai primi sulla terra."
Molti altri mi nomò ad uno ad uno;,Il cielo stesso sembrava gioire
"e del nomar parean tutti contenti,",nel loro splendente luccichio. O vedova
sì ch'io però non vidi un atto bruno.,"regione del nord, negata quella vista!"
Vidi per fame a vòto usar li denti,"Una volta che ho attirato il mio sguardo da loro,"
Ubaldin da la Pila e Bonifazio,girare a malapena verso l'altro polo
che pasturò col rocco molte genti.,"dove era posta la costellazione del fiume,"
"Vidi messer Marchese, ch'ebbe spazio","Ho visto accanto a me un vecchio, da solo,"
"già di bere a Forlì con men secchezza,",che dal suo aspetto era così meritevole di rispetto
"e sì fu tal, che non si sentì sazio.",che nessun figlio deve di più a suo padre.
Ma come fa chi guarda e poi s'apprezza,"La sua barba era lunga e striata di bianco,"
"più d'un che d'altro, fei a quel da Lucca,","come i suoi capelli, che cadde"
che più parea di me aver contezza.,in doppi fili fino al petto.
El mormorava; e non so che “Gentucca”,I raggi di quelle quattro stelle sante
"sentiv'io là, ov'el sentia la piaga",adornava il suo viso con tanta luce
de la giustizia che sì li pilucca.,Sembrava splendere con la luminosità del sole.
"“O anima”, diss'io, “che par sì vaga","Quali anime sei tu per essere fuggito dall'eterna prigione,"
"di parlar meco, fa sì ch'io t'intenda,",arrampicarsi contro il ruscello oscuro e nascosto?
e te e me col tuo parlare appaga”.,"chiese, scuotendo quelle venerate serrature."
"“Femmina è nata, e non porta ancor benda”,",'Chi era la tua guida o chi la tua lanterna
"cominciò el, “che ti farà piacere",per condurvi fuori da quella notte profonda
"la mia città, come ch'om la riprenda.",quale ripida la valle dell'Inferno nelle tenebre?
Tu te n'andrai con questo antivedere:,"Le leggi dell'abisso sono così infrante,"
"se nel mio mormorar prendesti errore,","o è stato fatto un nuovo decreto in cielo,"
dichiareranti ancor le cose vere.,"che, dannazione, stai davanti alle mie scogliere?"""
Ma dì s'i' veggio qui colui che fore,Il mio capo mi ha poi contattato.
"trasse le nove rime, cominciando",e con le sue parole e segni e con le sue mani
'Donne ch'avete intelletto d'amore' ”.,"mi ha fatto mostrare riverenza con il ginocchio e la fronte,"
"E io a lui: “I' mi son un che, quando","Allora gli rispose: ""Non sono venuto da solo."
"Amor mi spira, noto, e a quel modo",Una donna discesa dal Cielo e su sua richiesta
ch'e' ditta dentro vo significando”.,Ho prestato a quest'uomo compagnia e aiuto.
"“O frate, issa vegg'io”, diss'elli, “il nodo",Ma siccome è la tua volontà che dico chiaramente
che 'l Notaro e Guittone e me ritenne,"la vera condizione della nostra presenza qui,"
di qua dal dolce stil novo ch'i' odo!,Non puo' essere che io neghi il tuo desiderio.
Io veggio ben come le vostre penne,"Quest'uomo non ha ancora visto il suo ultimo tramonto,"
