Original,Translate_IT
Forse semilia miglia di lontano,A circa seimila miglia da qui.
"ci ferve l'ora sesta, e questo mondo",la sesta ora brucia e anche ora questo mondo
"china già l'ombra quasi al letto piano,","inclina la sua ombra quasi ad un letto piano,"
"quando 'l mezzo del cielo, a noi profondo,","quando, nel profondo dell'aria che intercede, sopra di noi,"
"comincia a farsi tal, ch'alcuna stella","comincia tale cambiamento che qua e là,"
perde il parere infino a questo fondo;,"alla nostra profondità, una stella si perde di vista."
e come vien la chiarissima ancella,"E, mentre la piu' luminosa serva del sole avanza,"
"del sol più oltre, così 'l ciel si chiude","il cielo spegne le sue luci,"
di vista in vista infino a la più bella.,"anche il più bello, uno per uno."
Non altrimenti il trïunfo che lude,Non altrimenti la vittoria che rivelerà
"sempre dintorno al punto che mi vinse,",nella gioia eterna intorno al punto che mi ha superato
"parendo inchiuso da quel ch'elli 'nchiude,",e sembra racchiuso da ciò che racchiude
a poco a poco al mio veder si stinse:,"a poco a poco sbiadito dalla mia vista,"
per che tornar con li occhi a Bëatrice,"in modo che, costretti dal non vedere nulla e dall'amore,"
nulla vedere e amor mi costrinse.,Ho voltato gli occhi per guardare Beatrice.
Se quanto infino a qui di lei si dice,Se tutte le cose dicono di lei fino a questo punto
"fosse conchiuso tutto in una loda,","sono stati raccolti in un unico inno di lode,"
poca sarebbe a fornir questa vice.,"Sarebbe meschino, abbinato a quello che e' dovuto."
La bellezza ch'io vidi si trasmoda,La bellezza che ho visto trascende
"non pur di là da noi, ma certo io credo","ogni pensiero di bellezza, e devo credere"
che solo il suo fattor tutta la goda.,solo il suo creatore può assaporare tutto.
Da questo passo vinto mi concedo,Mi dichiaro sconfitto a questo punto.
più che già mai da punto di suo tema,"più di qualsiasi poeta, comico o tragico,"
soprato fosse comico o tragedo:,"è mai stato ostacolato da un argomento nel suo tema,"
"ché, come sole in viso che più trema,","per, come la luce del sole che colpisce gli occhi più deboli,"
così lo rimembrar del dolce riso,il ricordo della dolcezza di quel sorriso
la mente mia da me medesmo scema.,priva la mia mente dei miei poteri mentali.
Dal primo giorno ch'i' vidi il suo viso,"Dal primo giorno, quando in questa vita ho visto il suo volto"
"in questa vita, infino a questa vista,","fino a quando la mia visione di lei ora, inseguimento"
non m'è il seguire al mio cantar preciso;,di lei in canzone non è mai stato tagliato fuori.
ma or convien che mio seguir desista,"Ma ora devo desistere nel mio inseguimento,"
"più dietro a sua bellezza, poetando,","non seguire più la sua bellezza nel mio verso,"
come a l'ultimo suo ciascuno artista.,"come ogni artista, avendo raggiunto il suo limite, deve."
Cotal qual io la lascio a maggior bando,Così la lascio alla tromba più gloriosa
"che quel de la mia tuba, che deduce","di quella della mia musica, come, lavorando,"
"l'ardüa sua matera terminando,",Porto il mio soggetto difficile verso la sua conclusione.
con atto e voce di spedito duce,Con la voce e il portamento di una guida
ricominciò: “Noi siamo usciti fore,"che ha assolto il suo dovere, ha cominciato: 'Abbiamo rilasciato"
del maggior corpo al ciel ch'è pura luce:,"dal più grande corpo al Cielo di luce pura,"
"luce intellettüal, piena d'amore;","'leggero intellettuale, pieno d'amore,"
"amor di vero ben, pien di letizia;","amore del vero bene, pieno di gioia,"
