Original,Translate_IT
"Io era già da quell'ombre partito,","Ci eravamo già separati da queste ombre,"
"e seguitava l'orme del mio duca,","e stavo andando per ultimo sui passi della mia guida,"
"quando di retro a me, drizzando 'l dito,","quando improvvisamente qualcuno gridò dietro di me,"
una gridò: “Ve' che non par che luca,"con il dito: “Ecco, mi sembra giusto"
"lo raggio da sinistra a quel di sotto,",che quello di sotto uccida alla sua sinistra i ravioli:
e come vivo par che si conduca!”.,Sembra che agisca come un essere vivente!”
"Li occhi rivolsi al suon di questo motto,",Voltai lo sguardo al suono di quella voce
e vidile guardar per maraviglia,e vide che con sorpresa mi guardava
"pur me, pur me, e 'l lume ch'era rotto.","Io solo, io solo e il raggio spezzato."
"“Perché l'animo tuo tanto s'impiglia”,",“Perché dunque il tuo spirito si inzuppa così in fretta?
"disse 'l maestro, “che l'andare allenti?",Allora mi disse il mio padrone; e perché ti fermi?
che ti fa ciò che quivi si pispiglia?,Che importa quello che si può fare lì?
"Vien dietro a me, e lascia dir le genti:","Seguimi sempre da vicino e lascia dire alla gente,"
"sta come torre ferma, che non crolla","chiude come una torre, che non inclina mai"
già mai la cima per soffiar di venti;,"la fronte, per forte che sia il soffio dell'arciere;"
ché sempre l'omo in cui pensier rampolla,perché colui il cui spirito va da un oggetto all’altro
"sovra pensier, da sé dilunga il segno,","allontana costantemente il bersaglio da se stesso,"
perché la foga l'un de l'altro insolla”.,E l’ultima preoccupazione fa dimenticare gli altri”.
"Che potea io ridir, se non “Io vegno”?","Che cosa avrei potuto rispondere allora, se non: “Vengo!”"
"Dissilo, alquanto del color consperso","E, dicendolo, ho creduto di sentire sul mio viso"
che fa l'uom di perdon talvolta degno.,I colori che a volte meritano il perdono.
E 'ntanto per la costa di traverso,Tuttavia sulla costa e non molto lontano da noi
"venivan genti innanzi a noi un poco,","Alcune persone salivano lungo una scorciatoia,"
cantando 'Miserere' a verso a verso.,versetto dopo versetto che canta il Miserere.
Quando s'accorser ch'i' non dava loco,"Ma, avendo visto che io, grazie al mio corpo,"
