Original,Translate_IT
La bocca sollevò dal fiero pasto,"Il peccatore ha alzato la bocca dal suo pasto feroce,"
"quel peccator, forbendola a' capelli",poi ha usato la testa che aveva strappato
del capo ch'elli avea di retro guasto.,nella schiena: si pulì le labbra sui suoi capelli.
Poi cominciò: “Tu vuo' ch'io rinovelli,"Poi ha cominciato: ""Vuoi che rinnovi"
disperato dolor che 'l cor mi preme,dolore disperato che stringe al mio cuore
"già pur pensando, pria ch'io ne favelli.","anche se mi ripenso, prima di parlare."
Ma se le mie parole esser dien seme,Ma se le mie parole sono seme da cui il frutto
"che frutti infamia al traditor ch'i' rodo,",è infamia per questo traditore che
parlare e lagrimar vedrai insieme.,"Io stordito, mi vedrai parlare e piangere subito."
Io non so chi tu se' né per che modo,Non so chi tu sia o in che modo
venuto se' qua giù; ma fiorentino,"Sei venuto quaggiù, eppure sembri..."
mi sembri veramente quand'io t'odo.,da quello che sento essere un fiorentino.
"Tu dei saper ch'i' fui conte Ugolino,","Dovete sapere che ero il conte Ugolino,"
e questi è l'arcivescovo Ruggieri:,"e questo qui, Mons. Ruggieri;"
or ti dirò perché i son tal vicino.,E ora ti diro' perche' sono il suo vicino.
"Che per l'effetto de' suo' mai pensieri,","Non c'e' bisogno di dirtelo, perche'..."
"fidandomi di lui, io fossi preso","dei suoi maliziosi trucchi, sono stato prima preso"
"e poscia morto, dir non è mestieri;","e poi fu ucciso, da quando mi fidavo di lui;"
"però quel che non puoi avere inteso,","Tuttavia, ciò che non avete sentito,"
"cioè come la morte mia fu cruda,","cioè, la morte crudele ideata per me."
"udirai, e saprai s'e' m'ha offeso.",Ora ascolterai e saprai se mi ha fatto del male.
"Breve pertugio dentro da la Muda,","Un buco stretto, una finestra nella gabbia"
"la qual per me ha 'l titol de la fame,","che prende il suo nome da me, la gabbia della fame,"
"e che conviene ancor ch'altrui si chiuda,","una torre dove ancora altri saranno chiusi,"
m'avea mostrato per lo suo forame,"aveva, attraverso la sua apertura, già mi ha mostrato"
"più lune già, quand'io feci 'l mal sonno","diverse lune, quando ho sognato quel brutto sogno"
che del futuro mi squarciò 'l velame.,che mi strappa il sipario del futuro.
"Questi pareva a me maestro e donno,",Quest'uomo mi è apparso come signore e padrone;
cacciando il lupo e ' lupicini al monte,ha dato la caccia al lupo e ai suoi giovani fannulloni
per che i Pisan veder Lucca non ponno.,sul monte che impedisce i Pisani
"Con cagne magre, studïose e conte",da vedere Lucca; e con magro e acuto
Gualandi con Sismondi e con Lanfranchi,"e praticava i segugi, aveva mandato davanti, davanti a lui,"
s'avea messi dinanzi da la fronte.,"Gualandi, Sismondi e Lanfranchi."
In picciol corso mi parieno stanchi,"Ma dopo un breve corso, mi è sembrato"
"lo padre e ' figli, e con l'agute scane",che il padre e i figli erano stanchi;
mi parea lor veder fender li fianchi.,Mi sembrava di vedere i loro fianchi lacerati da zanne affilate.
"Quando fui desto innanzi la dimane,","Quando mi sono svegliato all'alba, potevo sentire"
pianger senti' fra 'l sonno i miei figliuoli,"i miei figli che erano lì con me,"
"ch'eran con meco, e dimandar del pane.","piangendo nel sonno, chiedendo il pane."
"Ben se' crudel, se tu già non ti duoli","Saresti davvero crudele se, pensando a cosa"
pensando ciò che 'l mio cor s'annunziava;,"il mio cuore aveva previsto, non sei già addolorato;"
"e se non piangi, di che pianger suoli?","E se non piangi ora, quando piangeresti?"
"Già eran desti, e l'ora s'appressava",Erano già svegli; l'ora si avvicinava
"che 'l cibo ne solëa essere addotto,","in cui il nostro cibo è stato di solito portato,"
e per suo sogno ciascun dubitava;,"e ciascuno, a causa di ciò che aveva sognato, era ansioso;"
e io senti' chiavar l'uscio di sotto,"sotto, li ho sentiti inchiodare la porta"
a l'orribile torre; ond'io guardai,"di quell'orribile torre, senza una parola,"
nel viso a' mie' figliuoi sanza far motto.,Ho guardato i volti dei miei figli.
"Io non piangëa, sì dentro impetrai:","Non ho pianto; dentro, mi sono trasformato in pietra."
piangevan elli; e Anselmuccio mio,Piantarono e il mio povero piccolo Anselmo disse:
"disse: ""Tu guardi sì, padre! che hai?"".","'Padre, hai un aspetto così... che problema hai?'"
Perciò non lagrimai né rispuos'io,A quello non ho versato lacrime e-per tutto il giorno
"tutto quel giorno né la notte appresso,",e attraverso la notte che ha seguito-non ha risposto
infin che l'altro sol nel mondo uscìo.,finché un altro sole non avesse toccato il mondo.
Come un poco di raggio si fu messo,Non appena un raggio sottile si era fatto strada
"nel doloroso carcere, e io scorsi","in quella prigione dispiaciuta, e vidi,"
"per quattro visi il mio aspetto stesso,","riflesso in quattro volti, il mio sguardo,"
ambo le man per lo dolor mi morsi;,"per il mio dolore, ho morso ad entrambe le mani;"
"ed ei, pensando ch'io 'l fessi per voglia","e loro, che pensavano che l'avessi fatto per fame,"
"di manicar, di sùbito levorsi","immediatamente si alzò e mi disse: 'Padre,"
"e disser: ""Padre, assai ci fia men doglia",sarebbe molto meno doloroso per noi se
se tu mangi di noi: tu ne vestisti,"hai mangiato di noi, perché ci hai vestiti in questo"
"queste misere carni, e tu le spoglia"".",Triste carne-è per voi di spogliarlo.'
Queta'mi allor per non farli più tristi;,"Poi sono diventato calmo, per tenerli lontani da più tristezza;"
lo dì e l'altro stemmo tutti muti;,"per quel giorno e per quello dopo, tutti tacemmo;"
"ahi dura terra, perché non t'apristi?","O terra dura, perché non ti sei aperto?"
"Poscia che fummo al quarto dì venuti,","Ma dopo che avessimo raggiunto il quarto giorno, Gaddo,"
"Gaddo mi si gittò disteso a' piedi,","gettandosi, disteso, giù ai miei piedi,"
"dicendo: ""Padre mio, ché non m'aiuti?"".","Mi implorò: ""Padre, perché non mi aiuti?."""
"Quivi morì; e come tu mi vedi,","E là morì; e proprio come mi vedete,"
vid'io cascar li tre ad uno ad uno,Ho visto gli altri tre cadere uno per uno
"tra 'l quinto dì e 'l sesto; ond'io mi diedi,",tra il quinto giorno e il sesto;
"già cieco, a brancolar sovra ciascuno,","ora cieco, ho iniziato a palpeggiare su ciascuno;"
"e due dì li chiamai, poi che fur morti.","e dopo la loro morte, li chiamai per"
"Poscia, più che 'l dolor, poté 'l digiuno”.","due giorni; poi il digiuno ha avuto più forza che dolore."""
"Quand'ebbe detto ciò, con li occhi torti","Quando ebbe detto questo, con gli occhi storti,"
"riprese 'l teschio misero co' denti,","di nuovo ha afferrato il teschio triste nei suoi denti,"
"che furo a l'osso, come d'un can, forti.","che, come quelli di un cane, erano forti fino all'osso."
"Ahi Pisa, vituperio de le genti","Ah, Pisa, tu lo scandalo dei popoli"
"del bel paese là dove 'l sì suona,","di quella terra bella dove si è sentito, perché"
"poi che i vicini a te punir son lenti,","i tuoi vicini sono così lenti a punirti,"
"muovasi la Capraia e la Gorgona,","può, quindi, Caprara e Gorgona muoversi"
"e faccian siepe ad Arno in su la foce,","e costruire una siepe sulla bocca dell'Arno,"
sì ch'elli annieghi in te ogne persona!,affinché affoghi ogni anima in te!
Che se 'l conte Ugolino aveva voce,Per se il conte Ugolino è stato reputato
"d'aver tradita te de le castella,","di aver tradito le tue fortezze, c'era"
non dovei tu i figliuoi porre a tal croce.,Non c'è bisogno che i suoi figli sopportino tale tormento.
"Innocenti facea l'età novella,","O Tebe rinnovato, i loro anni erano innocenti"
"novella Tebe, Uguiccione e 'l Brigata","e giovane-Brigata, Uguiccione,"
e li altri due che 'l canto suso appella.,gli altri due la mia canzone ha nominato sopra!
"Noi passammo oltre, là 've la gelata","Siamo passati oltre, dove l'acqua ghiacciata si avvolge..."
"ruvidamente un'altra gente fascia,","un rugged copertura-ancora altri peccatori,"
"non volta in giù, ma tutta riversata.","che non erano piegati, ma piatti sulle loro spalle."
"Lo pianto stesso lì pianger non lascia,","I loro pianti non li lasceranno piangere,"
"e 'l duol che truova in su li occhi rintoppo,",e dolore che trova una barriera nei loro occhi
si volge in entro a far crescer l'ambascia;,si volta verso l'interno per aumentare la loro agonia;
"ché le lagrime prime fanno groppo,","perché le loro prime lacrime si bloccano in un ammasso,"
"e sì come visiere di cristallo,","e, come una visiera di cristallo, riempire tutto"
rïempion sotto 'l ciglio tutto il coppo.,la cavità che è sotto il sopracciglio.
"E avvegna che, sì come d'un callo,","E anche se, a causa del freddo, ogni mio senso"
per la freddura ciascun sentimento,"aveva lasciato la sua dimora nel mio volto, come"
"cessato avesse del mio viso stallo,","un callo non ha alcun sentimento, tuttavia,"
già mi parea sentire alquanto vento;,"Mi sembrava di sentire un po' di vento ora, e ho detto:"
"per ch'io: “Maestro mio, questo chi move?","""Padre mio, chi ha messo in moto questa raffica?"
non è qua giù ogne vapore spento?”.,"Perché non si spegne ogni vapore quaggiù?"""
Ond'elli a me: “Avaccio sarai dove,"Ed egli a me: ""Sarai presto dove il tuo"
"di ciò ti farà l'occhio la risposta,","il proprio occhio risponderà che, quando vedrete"
veggendo la cagion che 'l fiato piove”.,"il motivo per cui questo vento soffia dall'alto."""
E un de' tristi de la fredda crosta,E uno di quei tristi peccatori al freddo
gridò a noi: “O anime crudeli,"la crosta, ci gridò: ""O anime così crudeli"
"tanto che data v'è l'ultima posta,","che quest'ultimo posto ti è stato assegnato,"
"levatemi dal viso i duri veli,",togliere i veli duri dal mio viso in modo che
"sì ch'ïo sfoghi 'l duol che 'l cor m'impregna,",Posso liberare la sofferenza che riempie
"un poco, pria che 'l pianto si raggeli”.","il mio cuore prima del lamento si congela di nuovo."""
"Per ch'io a lui: “Se vuo' ch'i' ti sovvegna,","E io risposi: ""Se tu mi facessi aiutare,"
"dimmi chi se', e s'io non ti disbrigo,","allora dimmi chi sei; se non ti libero,"
al fondo de la ghiaccia ir mi convegna”.,"""Posso andare in fondo al ghiaccio."""
Rispuose adunque: “I' son frate Alberigo;,"Rispose allora: ""Io sono Fra Alberigo,"
"i' son quel da le frutta del mal orto,","colui che ha curato i frutti in un brutto giardino,"
che qui riprendo dattero per figo”.,"e qui i miei fichi sono stati ripagati con le date."""
"“Oh”, diss'io lui, “or se' tu ancor morto?”.","""Ma poi,"" dissi, ""sei già morto?"""
Ed elli a me: “Come 'l mio corpo stea,"Ed egli a me: ""Non ho conoscenza di"
"nel mondo sù, nulla scïenza porto.",Il destino del mio corpo nel mondo di sopra.
"Cotal vantaggio ha questa Tolomea,",Per Ptolomea ha questo privilegio:
che spesse volte l'anima ci cade,molto spesso l'anima cade qui prima
innanzi ch'Atropòs mossa le dea.,E' stata spinta via da Atropos.
E perché tu più volontier mi rade,E che tu possa con molta piu' volonta'
