Original,Translate_IT
“Vexilla regis prodeunt inferni,"""Ci avviciniamo al panico dell'inferno!"
"verso di noi; però dinanzi mira”,","Guarda se puoi scoprirlo."""
"disse 'l maestro mio, “se tu 'l discerni”.",E' cosi' che mi ha parlato il mio nobile maestro.
"Come quando una grossa nebbia spira,","E come quando la nebbia fitta ci fa girare intorno,"
"o quando l'emisperio nostro annotta,","Come al crepuscolo, dal luogo lontano"
"par di lungi un molin che 'l vento gira,",Sembrano ali di mulini a vento che ruotano;
veder mi parve un tal dificio allotta;,Così ho visto jetzo un palazzo là
poi per lo vento mi ristrinsi retro,"Non ho trovato nient'altro per coprirmi dal vento,"
"al duca mio, ché non lì era altra grotta.",E' per questo che mi sto aggrappando alle mie spalle.
"Già era, e con paura il metto in metro,","Ero lì, dove la canterò ancora con terrore."
"là dove l'ombre tutte eran coperte,","Gli spiriti, intrappolati nel ghiaccio trasparente,"
e trasparien come festuca in vetro.,"Ci sono dentro, come delle schegge nel vetro."
"Altre sono a giacere; altre stanno erte,","Era steso lì, e c'era qualcuno che diceva:"
quella col capo e quella con le piante;,"Quello diritto, quello sulla testa, che chinava"
"altra, com'arco, il volto a' piè rinverte.","E' tutto a posto, la testa si e' rivoltata al piede."
"Quando noi fummo fatti tanto avante,","Quando dietro di lui sono andato avanti così lontano,"
ch'al mio maestro piacque di mostrarmi,"Che al Maestro sembrò ora gradito,"
"la creatura ch'ebbe il bel sembiante,",Mostrarmi chi un tempo adornava la bellezza.
"d'innanzi mi si tolse e fé restarmi,","Allora si allontanò da me e mi chiamò ""perdente."""
"“Ecco Dite”, dicendo, “ed ecco il loco","E mi disse: ""Rimani a guardare il disco,"
ove convien che di fortezza t'armi”.,"E qui non farti sfuggire coraggio e forza."""
"Com'io divenni allor gelato e fioco,",Come mi sono fermato e ho sentito il caldo e l'orrore...
"nol dimandar, lettor, ch'i' non lo scrivo,","O lettore, il mio racconto tace su questo,"
però ch'ogne parlar sarebbe poco.,Perché nessuna lingua può fidarsi di questo.
Io non mori' e non rimasi vivo;,"Non sono morto qui, né sono rimasto vivo."
"pensa oggimai per te, s'hai fior d'ingegno,","Ora pensate a ciò che lo stesso stato di esso,"
"qual io divenni, d'uno e d'altro privo.",La morte e la vita si sono spezzate fin dall'inizio.
Lo 'mperador del doloroso regno,L'imperatore dell'impero lacrimoso
da mezzo 'l petto uscia fuor de la ghiaccia;,"Con mezzo petto sgorgava il vetro,"
"e più con un gigante io mi convegno,","E come ho raggiunto una misura enorme,"
che i giganti non fan con le sue braccia:,Raggiunge un gigante del suo braccio.
vedi oggimai quant'esser dee quel tutto,"Ora vedi tu stesso l'immensa creatura,"
ch'a così fatta parte si confaccia.,A cui un tale membro era relativamente seduto.
"S'el fu sì bel com'elli è ora brutto,","E' stato bello come brutto ora,"
"e contra 'l suo fattore alzò le ciglia,","E ha minacciato il Creatore benevolo,"
ben dee da lui procedere ogne lutto.,Egli dev'essere la Fonte di ogni male.
Oh quanto parve a me gran maraviglia,O miracolo che la sua testa offrì all'occhio!
quand'io vidi tre facce a la sua testa!,"Con tre facce, l'ho visto apparire,"
"L'una dinanzi, e quella era vermiglia;","Di questi, invece, era rosso."
"l'altr'eran due, che s'aggiugnieno a questa","Gli altri due si sono aggiunti all'uno,"
"sovresso 'l mezzo di ciascuna spalla,","Direttamente se entrambe le spalle sono poste,"
e sé giugnieno al loco de la cresta:,Per unirsi in su al pettine;
e la destra parea tra bianca e gialla;,Il volto a sinistra giallo-giallano-bianco-suo compagno
"la sinistra a vedere era tal, quali","La sinistra, come quella della gente che atterra'"
vegnon di là onde 'l Nilo s'avvalla.,Da oltre dove cade il Nilus.
"Sotto ciascuna uscivan due grand'ali,","Grande, adatto uccello, in piedi"
quanto si convenia a tanto uccello:,"Due ali sotto ciascuno lontano fuori,"
vele di mar non vid'io mai cotali.,"Che abbiamo trovato come la vela, solo più grande,"
"Non avean penne, ma di vispistrello","E senza molla, come quella del pipistrello."
"era lor modo; e quelle svolazzava,",Essi sventolarono il sommo sonnellino e versarono
sì che tre venti si movean da ello:,Tre venti in direzione opposta.
quindi Cocito tutto s'aggelava.,Questo ha sigillato il compartimento con ghiaccio.
"Con sei occhi piangëa, e per tre menti","Sei occhi non sono mai stati privi di lacrime,"
gocciava 'l pianto e sanguinosa bava.,Che scorrevano su tre mentoni in una vagabonda di sangue.
Da ogne bocca dirompea co' denti,E un povero peccatore disgrega
"un peccatore, a guisa di maciulla,","E masticava ogni bocca, percio' mordeva,"
sì che tre ne facea così dolenti.,"Il lino sta per rompersi, i denti affilati tre."
A quel dinanzi il mordere era nulla,"La bocca anteriore sembrava dolcemente nei suoi morsi,"
"verso 'l graffiar, che talvolta la schiena",Paragonato alla graziosa artigliera d'essere...
rimanea de la pelle tutta brulla.,Che spesso strappavano la pelle dalla carne del peccatore.
"“Quell'anima là sù c'ha maggior pena”,","Virgil disse: ""Guarda il castigo più grande!"
"disse 'l maestro, “è Giuda Scarïotto,","La testa di Iscariota e' tra le catture affilate,"
che 'l capo ha dentro e fuor le gambe mena.,E all'esterno si affaccia con le braccia e le gambe.
"De li altri due c'hanno il capo di sotto,",Altri due vedi appendere la testa verso il basso;
quel che pende dal nero ceffo è Bruto:,Qui Bruto sul muso nero Schlund
"vedi come si storce, e non fa motto!;","Girare, girare e spingere senza suoni;"
"e l'altro è Cassio, che par sì membruto.","Là Cassio, robusto, ben tenuto e circa '"
"Ma la notte risurge, e oramai","Ma la notte si avvicina, e ora se ne sia andato,"
"è da partir, ché tutto avem veduto”.","Perché tutta la ricerca è ora la ragione dell'inferno."""
"Com'a lui piacque, il collo li avvinghiai;",Ora mi ha fatto un cenno per catturare il suo collo...
"ed el prese di tempo e loco poste,","E il tempo e il luogo si videro il mio compagno,"
"e quando l'ali fuoro aperte assai,","E quando le ali si spalancarono,"
appigliò sé a le vellute coste;,"Se si è avvicinato rapidamente al lato zott,"
di vello in vello giù discese poscia,Impugnatura Zott su Zott per abbassarsi
tra 'l folto pelo e le gelate croste.,In mezzo a manzo ghiacciato e pelo ruvido.
Quando noi fummo là dove la coscia,Arrivati dove nelle articolazioni dell'anca
"si volge, a punto in sul grosso de l'anche,","Il gigante gira le pallottole lombari,"
"lo duca, con fatica e con angoscia,","Si affretta, con la paura e la fatica, a girarsi intorno."
"volse la testa ov'elli avea le zanche,","Dov'era il piede, la testa venne a stare in piedi;"
"e aggrappossi al pel com'om che sale,","Afferrando le zotte, continua a bussare,"
sì che 'n inferno i' credea tornar anche.,Come se dovessimo tornare all'inferno.
"“Attienti ben, ché per cotali scale”,","""Tieniti stretto qui, perché su questa scala"
"disse 'l maestro, ansando com'uom lasso,","Sfuggite a tanta sofferenza,"" ha detto"
“conviensi dipartir da tanto male”.,"E' un po' inquietante, come un affamato, il mio compagno."
Poi uscì fuor per lo fóro d'un sasso,"Dove si è rotto il percorso attraverso un buco roccioso,"
e puose me in su l'orlo a sedere;,Poi mi siede su un bordo vicino
appresso porse a me l'accorto passo.,E mi alzò delicatamente il piede.
Io levai li occhi e credetti vedere,Guardavo in alto e credevo che...
"Lucifero com'io l'avea lasciato,","Se vedete il disco, presentatevi."
e vidili le gambe in sù tenere;,Ma i suoi piedi si sono alzati.
"e s'io divenni allora travagliato,","Come mi spaventai, pensa, o stupida folla,"
"la gente grossa il pensi, che non vede","Egli ha bisogno che impari a conoscere,"
qual è quel punto ch'io avea passato.,Da quale punto ero entrato.
"“Lèvati sù”, disse 'l maestro, “in piede:","Allora Virgil disse: ""Ora, il bersaglio è lontano,"
"la via è lunga e 'l cammino è malvagio,","La strada che hai davanti, anche difficile;"
e già il sole a mezza terza riede”.,"E Sol, ascendente... gia' spaventa le stelle."
Non era camminata di palagio,"Non era una passeggiata attraverso un palazzo magnifico,"
"là 'v'eravam, ma natural burella","Colui che era davanti a me, correva su un terreno aspro"
ch'avea mal suolo e di lume disagio.,"Attraverso una gola rocciosa, quasi buia."
"“Prima ch'io de l'abisso mi divella,","Io, in piedi, ho detto: ""Eh dal sonno"
"maestro mio”, diss'io quando fui dritto,","La via che mi guidi, mi abbandona,"
“a trarmi d'erro un poco mi favella:,Sparami dall'errore e dammi un cliente.
ov'è la ghiaccia? e questi com'è fitto,Dov'è il ghiaccio?
