Original,Translate_IT
La molta gente e le diverse piaghe,"La moltitudine e le piaghe,"
"avean le luci mie sì inebrïate,",Mi avevano inebriato gli occhi...
che de lo stare a piangere eran vaghe.,Che mi hanno insegnato a guardarmi in faccia.
Ma Virgilio mi disse: “Che pur guate?,"Allora Virgil disse: ""Che altro vuoi?"
perché la vista tua pur si soffolge,"E guardate così il tuo occhio per queste ragioni,"
là giù tra l'ombre triste smozzicate?,Dove si scambia l'abominio per l'abominio?
Tu non hai fatto sì a l'altre bolge;,Non e' cosi' che hai fatto l'altra volta.
"pensa, se tu annoverar le credi,","A ventidue Miglien gira questa valle,"
che miglia ventidue la valle volge.,Non puoi capire tutto qui.
E già la luna è sotto i nostri piedi;,"Già sotto il nostro piede brilla il raggio di Lunen,"
"lo tempo è poco omai che n'è concesso,",E non possiamo fare altro che soffermarci...
e altro è da veder che tu non vedi”.,"Perché il vedere è molto e un grande tormento."""
"“Se tu avessi”, rispuos'io appresso,","Dissi: ""Permettimi di dirtelo,"
"“atteso a la cagion per ch'io guardava,","Che ragione ho per scrutare,"
forse m'avresti ancor lo star dimesso”.,"Così mi sbrigheresti."""
"Parte sen giva, e io retro li andava,",Lui andò e io lo inseguii e mi diede a camminare
"lo duca, già faccendo la risposta,",Il Maestro del motivo del cliente di ricerca
e soggiugnendo: “Dentro a quella cava,"E disse: ""Bene, ho guardato bene,"
"dov'io tenea or li occhi sì a posta,",Perché un'anima abita in questo sonno
credo ch'un spirto del mio sangue pianga,"Dalla mia tribù, e sicuro a lei"
la colpa che là giù cotanto costa”.,"Punire la colpa a causa di alcune ferite gravi."""
Allor disse 'l maestro: “Non si franga,"Il mio maestro disse: ""Non farti"
lo tuo pensier da qui innanzi sovr'ello.,Preoccuparsi ancora di più di questo parente;
"Attendi ad altro, ed ei là si rimanga;","Pensa anche a lui, ma resta qui."
ch'io vidi lui a piè del ponticello,L'ho visto al ponte con il conoscente.
"mostrarti e minacciar forte col dito,",Mostrarti e minacciarti con il dito
e udi' 'l nominar Geri del Bello.,E sentirono come lo chiamavano del Bello.
Tu eri allor sì del tutto impedito,Ma tu non hai notato niente di tutto questo...
"sovra colui che già tenne Altaforte,",Perche' sul Beltram c'erano i tuoi sguardi.
"che non guardasti in là, sì fu partito”.","Quando quest'ultimo se n'è andato, quello era già sborsato."""
"“O duca mio, la vïolenta morte","""Perché la vendetta e la spada del nemico l'hanno raggiunto,"""
"che non li è vendicata ancor”, diss'io,","Dissi, ""e nessuno vendicherà la sua morte,"
"“per alcun che de l'onta sia consorte,","Di tutti coloro che hanno condiviso l'offesa,"
fece lui disdegnoso; ond'el sen gio,Si adira contro di me e si adira contro la sua stirpe
"sanza parlarmi, sì com'ïo estimo:",E se n'e' andato senza parlare con me...
e in ciò m'ha el fatto a sé più pio”.,"E in questo, credo, il povero ha ragione."""
Così parlammo infino al loco primo,"Ora seguo la roccia della mia scala,"
"che de lo scoglio l'altra valle mostra,","Da dove si guarda la prossima gola,"
"se più lume vi fosse, tutto ad imo.",Sarebbe solo sereno di luce la profondità.
Quando noi fummo sor l'ultima chiostra,La sua grotta fu rivelata al nostro occhio
"di Malebolge, sì che i suoi conversi","L'ultimo monastero di sacchi di malavita,"
"potean parere a la veduta nostra,",E molti convertiti erano in fondo.
"lamenti saettaron me diversi,","E quasi le frecce si misero a spaventarmi,"
che di pietà ferrati avean li strali;,"Arrivati dalla pietà, suoni di piagnucolone"
ond'io li orecchi con le man copersi.,E mi hanno costretto a coprire le orecchie.
"Qual dolor fora, se de li spedali",Sarebbe dolore da ogni ospedale
di Valdichiana tra 'l luglio e 'l settembre,"Nel momento in cui le fiamme d'estate sono selvagge,"
e di Maremma e di Sardigna i mali,E la Valdichiana e la Sardegna Grigio
"fossero in una fossa tutti 'nsembre,","Succo e pestilenza insieme in una gola,"
"tal era quivi, e tal puzzo n'usciva","Non sarebbe più arrabbiato che qui, dove il profumo pigro"
qual suol venir de le marcite membre.,E la puzza del pus galleggiava nelle ventole.
Noi discendemmo in su l'ultima riva,Siamo saliti sul bordo dell'ultimo divario
"del lungo scoglio, pur da man sinistra;","Da una roccia lunga verso il basso a sinistra,"
e allor fu la mia vista più viva,E il grembo della tomba apparve più chiaro.
"giù ver' lo fondo, là 've la ministra","In questo senso, dopo l'Altissimo"
de l'alto Sire infallibil giustizia,La giustizia che non sbaglia mai
punisce i falsador che qui registra.,"Per meritare la tortura, i falsari stanno affondando."
Non credo ch'a veder maggior tristizia,Non c'è egina prima dell'antichità
"fosse in Egina il popol tutto infermo,","La vista del popolo è stata più triste,"
"quando fu l'aere sì pien di malizia,","La morte consacrata alla morte, malata,"
"che li animali, infino al picciol vermo,","Si', fino al piu' piccolo verme di ogni essere,"
"cascaron tutti, e poi le genti antiche,","Per l'aria insidiosa e malvagia, su che cosa nel paese,"
"secondo che i poeti hanno per fermo,","Come leggiamo per sicuro nei poeti,"
si ristorar di seme di formiche;,nacque un nuovo popolo da Emsenbrut;
ch'era a veder per quella oscura valle,Quando qui c'era da vedere come si sentiva debole e bollente
languir li spirti per diverse biche.,La gente dei fantasmi si e' trasformata in un mucchio di persone.
Qual sovra 'l ventre e qual sovra le spalle,"uno steso sull'altro dorso,"
"l'un de l'altro giacea, e qual carpone","Quello sulla pancia, e quello di un posto"
si trasmutava per lo tristo calle.,"In secondo luogo, strisciando su tutti e quattro."
"Passo passo andavam sanza sermone,","Abbiamo fatto un passo avanti e siamo andati in silenzio,"
"guardando e ascoltando li ammalati,","Malato di panna là, incapace di alzarsi"
che non potean levar le lor persone.,E ubbidirono misericordiosamente a lei.
"Io vidi due sedere a sé poggiati,","Sostenutosi l'un l'altro, due seduti,"
"com'a scaldar si poggia tegghia a tegghia,","Come in cucina il pavone si appoggia alla padella,"
dal capo al piè di schianze macolati;,Con un grind macchiato dalla testa alle dita dei piedi.
e non vidi già mai menare stregghia,Come un pollaio che aspira a dormire
