Original,Translate_IT
Poscia che 'ncontro a la vita presente,Dopo la verità contro la vita presente
d'i miseri mortali aperse 'l vero,Dei miserabili mortali sono stati spiegati
"quella che 'mparadisa la mia mente,","Per mezzo di colei che mi impara la mente,"
come in lo specchio fiamma di doppiero,Come in un vetro che guarda la fiamma di un cono
"vede colui che se n'alluma retro,","Egli vede chi da dietro è illuminato da essa,"
"prima che l'abbia in vista o in pensiero,","Prima di vederlo o di pensare,"
e sé rivolge per veder se 'l vetro,E lo gira per vedere se è così il vetro
"li dice il vero, e vede ch'el s'accorda",Digli la verita' e vedi che e' d'accordo.
con esso come nota con suo metro;,"così come una musica con il suo metro,"
così la mia memoria si ricorda,In simile saggio la mia memoria ricorda
ch'io feci riguardando ne' belli occhi,"Che ho fatto, guardando in quei begli occhi,"
onde a pigliarmi fece Amor la corda.,Di cui l'Amore ha fatto le molle per intrappolarmi.
E com'io mi rivolsi e furon tocchi,"E mentre mi giravo, e il mio era toccato"
"li miei da ciò che pare in quel volume,","Da ciò che è evidente in tale volume,"
"quandunque nel suo giro ben s'adocchi,","Ogni volta che sul suo giro guardiamo intento,"
un punto vidi che raggiava lume,"Un punto che ho visto io, che stava raggiando verso l'esterno"
"acuto sì, che 'l viso ch'elli affoca","Luce così acuta, la vista che accende"
chiuder conviensi per lo forte acume;,Deve chiudere la forza prima di tanta acutezza.
"e quale stella par quinci più poca,",E qualunque stella sembri piu' piccola qui...
"parrebbe luna, locata con esso","Sembra essere una luna, se messa al suo fianco."
come stella con stella si collòca.,Come una stella con un'altra stella è posto.
Forse cotanto quanto pare appresso,Forse a una tale distanza come appare
alo cigner la luce che 'l dipigne,"Un alone che cinta la luce che la dipinge,"
"quando 'l vapor che 'l porta più è spesso,","Quando più denso è il vapore che lo sostiene,"
distante intorno al punto un cerchio d'igne,Così distante intorno al punto un cerchio di fuoco
"si girava sì ratto, ch'avria vinto","Cosi' velocemente vortice, che avrebbe sorpassato..."
quel moto che più tosto il mondo cigne;,Qualunque sia il movimento che più presto cinge il mondo;
"e questo era d'un altro circumcinto,","E questo è stato da un altro circoncitto,"
"e quel dal terzo, e 'l terzo poi dal quarto,","Che di un terzo, il terzo poi di un quarto,"
"dal quinto il quarto, e poi dal sesto il quinto.","da un quinto il quarto, e poi da un sesto il quinto;"
Sopra seguiva il settimo sì sparto,Il settimo seguito làupon in larghezza
"già di larghezza, che 'l messo di Iuno","Così ampio ora, che il messaggero di Juno"
intero a contenerlo sarebbe arto.,Tutto sarebbe troppo stretto per contenerlo.
Così l'ottavo e 'l nono; e ciascheduno,"Così anche l'ottavo e il nono, e ciascuno"
"più tardo si movea, secondo ch'era","Più lentamente mosso, secondo com'era"
in numero distante più da l'uno;,In numero lontano dal primo.
e quello avea la fiamma più sincera,E che uno aveva la sua fiamma più cristallina
"cui men distava la favilla pura,","Da cui meno distante era la scintilla inox,"
