Original,Translate_IT
"Affetto al suo piacer, quel contemplante","Anche se era stato assorbito dalla sua gioia,"
"libero officio di dottore assunse,",che il contemplatore liberamente ha intrapreso
e cominciò queste parole sante:,il compito di insegnare; e le sue parole sante
"“La piaga che Maria richiuse e unse,","cominciò: ""La ferita che Maria chiuse e poi"
quella ch'è tanto bella da' suoi piedi,unto era la ferita che Eve-così adorabile
è colei che l'aperse e che la punse.,ai piedi di Maria-aveva aperto e aveva trafitto.
"Ne l'ordine che fanno i terzi sedi,","Sotto di lei, nei posti del terzo grado,"
siede Rachel di sotto da costei,"Rachel e Beatrice, come vedete, siediti."
"con Bëatrice, sì come tu vedi.","Sarah, Rebecca, Judith, e quella"
"Sarra e Rebecca, Iudìt e colei",che era la bisnonna della cantante
che fu bisava al cantor che per doglia,"che, come si è addolorato per la sua peccaminosità,"
"del fallo disse 'Miserere mei',",gridò: 'Miserere mei'-questi potete vedere
puoi tu veder così di soglia in soglia,"da rango a rango come io, in movimento attraverso"
"giù digradar, com'io ch'a proprio nome","la Rosa, da petalo a petalo, dare"
vo per la rosa giù di foglia in foglia.,"a ciascuno il suo nome. E dal settimo grado,"
"E dal settimo grado in giù, sì come","proprio come facevano all'interno dei ranghi al di sopra,"
"infino ad esso, succedono Ebree,","le donne ebree seguono l'orientamento verso il basso,"
dirimendo del fior tutte le chiome;,Dividendo tutte le trecce della Rosa.
"perché, secondo lo sguardo che fée",Sono il muro attraverso il quale le scale sacre
"la fede in Cristo, queste sono il muro","dividere, a seconda della vista di Cristo"
a che si parton le sacre scalee.,"con cui la loro fede si è allineata. Da una parte,"
Da questa parte onde 'l fiore è maturo,"là dove la Rosa è matura, con tutti i suoi petali,"
"di tutte le sue foglie, sono assisi",sono quelli la cui fede era nel Cristo che verrà;
quei che credettero in Cristo venturo;,e dall'altra parte - che semicerchio
da l'altra parte onde sono intercisi,"il cui spazio è spezzato da luoghi liberi,"
"di vòti i semicirculi, si stanno",siederanno coloro la cui vista fu posta sul Cristo
quei ch'a Cristo venuto ebber li visi.,che era già venuto. E proprio come su
E come quinci il glorïoso scanno,"da questo lato, per servire come tale una grande partizione,"
de la donna del cielo e li altri scanni,c'è il trono in gloria della Signora
"di sotto lui cotanta cerna fanno,","del Cielo e dei posti che vi si estendono sotto,"
