Original,Translate_IT
"Io era già da quell'ombre partito,",Per fare il suo corso attraverso l'acqua più liscia
"e seguitava l'orme del mio duca,","la piccola corteccia del mio spirito ora arrampica la sua vela,"
"quando di retro a me, drizzando 'l dito,",lasciando alle spalle quel mare crudele.
una gridò: “Ve' che non par che luca,"Ora canterò il secondo regno,"
"lo raggio da sinistra a quel di sotto,","là dove l'anima dell'uomo è purificata,"
e come vivo par che si conduca!”.,resa degna di ascendere al Cielo.
"Li occhi rivolsi al suon di questo motto,","Qui dai morti la poesia si alzi,"
e vidile guardar per maraviglia,"O Muse sacre, da quando sono vostra."
"pur me, pur me, e 'l lume ch'era rotto.",Lasciate che Calliope si alzi.
"“Perché l'animo tuo tanto s'impiglia”,",per accompagnare la mia canzone con quegli stessi accordi
"disse 'l maestro, “che l'andare allenti?",la cui forza colpì così le miserabili magpie
che ti fa ciò che quivi si pispiglia?,"che, ascoltando, hanno perso ogni speranza di perdono."
"Vien dietro a me, e lascia dir le genti:","Colore dolce dello zaffiro orientale,"
"sta come torre ferma, che non crolla",aleggiando nell'aspetto calmo e tranquillo
già mai la cima per soffiar di venti;,"d'aria intervenente, pura all'orizzonte,"
ché sempre l'omo in cui pensier rampolla,mi sono compiaciuto ancora una volta dei miei occhi
"sovra pensier, da sé dilunga il segno,",non appena ho lasciato l'aria morbosa
perché la foga l'un de l'altro insolla”.,che aveva afflitto sia il mio petto che gli occhi.
"Che potea io ridir, se non “Io vegno”?","Il pianeta giusto che incoraggia l'amore,"
"Dissilo, alquanto del color consperso","sorridente, illuminato a est,"
che fa l'uom di perdon talvolta degno.,velando i pesci nel suo treno.
E 'ntanto per la costa di traverso,"Mi voltai a destra e, fissando la mia attenzione"
"venivan genti innanzi a noi un poco,","sull'altro polo, ho visto quattro stelle"
cantando 'Miserere' a verso a verso.,"non visti, ma dai primi sulla terra."
Quando s'accorser ch'i' non dava loco,Il cielo stesso sembrava gioire
"per lo mio corpo al trapassar d'i raggi,",nel loro splendente luccichio. O vedova
mutar lor canto in un “oh!” lungo e roco;,"regione del nord, negata quella vista!"
"e due di loro, in forma di messaggi,","Una volta che ho attirato il mio sguardo da loro,"
corsero incontr'a noi e dimandarne:,girare a malapena verso l'altro polo
“Di vostra condizion fatene saggi”.,"dove era posta la costellazione del fiume,"
E 'l mio maestro: “Voi potete andarne,"Ho visto accanto a me un vecchio, da solo,"
e ritrarre a color che vi mandaro,che dal suo aspetto era così meritevole di rispetto
che 'l corpo di costui è vera carne.,che nessun figlio deve di più a suo padre.
"Se per veder la sua ombra restaro,","La sua barba era lunga e striata di bianco,"
"com'io avviso, assai è lor risposto:","come i suoi capelli, che cadde"
"fàccianli onore, ed esser può lor caro”.",in doppi fili fino al petto.
Vapori accesi non vid'io sì tosto,I raggi di quelle quattro stelle sante
"di prima notte mai fender sereno,",adornava il suo viso con tanta luce
"né, sol calando, nuvole d'agosto,",Sembrava splendere con la luminosità del sole.
che color non tornasser suso in meno;,"Quali anime sei tu per essere fuggito dall'eterna prigione,"
"e, giunti là, con li altri a noi dier volta,",arrampicarsi contro il ruscello oscuro e nascosto?
come schiera che scorre sanza freno.,"chiese, scuotendo quelle venerate serrature."
"“Questa gente che preme a noi è molta,",'Chi era la tua guida o chi la tua lanterna
"e vegnonti a pregar”, disse 'l poeta:",per condurvi fuori da quella notte profonda
