Original,Translate_EN,Translate_IT_1
A gran pena può femina venire,“With much effort a woman can get,Con molto sforzo una donna può ottenere
A buon capo di questa gente rea.,ahead of these faithless people.,davanti a queste persone infedeli.
"Dido non potte ritenere Enea,",Dido could not keep Aeneas,Dido non riusciva a tenere Enea
"Ched e’ non si volesse pur fugire,","from running away from her,","di scappare da lei,"
Che mise tanta pena in lui servire.,and she had put so much effort into serving him.,e lei si era sforzata tanto per servirlo.
Or che fecie Giesonaio de Medea?,And what did Jason do with Medea?,E Jason cosa ne ha fatto di Medea?
"Che per gl’incantamenti, che sapea,",Through all the enchantments she knew,Attraverso tutti gli incantesimi che conosceva
"Ela ’l sepe di morte guarentire,","she was able to protect him from death,","è stata in grado di proteggerlo dalla morte,"
"E’ po’ sì la lasciò, quel disleale.","and then he left her, that unfaithful one.","e poi l'ha lasciata, quella infedele."
"Undici figluoli, ched ella avea","For which reason, she killed the children","Per questo motivo, ha ucciso i bambini."
"Di lui, gli mise a morte, e fecie male;","she had with him, and did other evil things;",ebbe con lui e fece altre cose malvagie;
"Ma era tanto il ben, ch’ella volea,",but so great was her love,ma così grande era il suo amore
Ch’ella lasciò tutta pietà carnale,that she abandoned all of her maternal compassion,che ha abbandonato tutta la sua compassione materna
"Per crucciar que’, che tanto le piacea.",to make that one suffer who had pleased her so much.”,per far soffrire quello che le era piaciuto così tanto.
