Original,Translate_IT
Se mai continga che 'l poema sacro,"Un tempo questo cantico salutare, al quale la terra,"
"al quale ha posto mano e cielo e terra,","A cui il cielo mi ha dato la stoffa,"
"sì che m'ha fatto per molti anni macro,","Per la quale sono pallido e magro,"
vinca la crudeltà che fuor mi serra,La crudelta' che mi allontana da li'...
"del bello ovile ov'io dormi' agnello,","Dove io, agnello, riposato in un bel ovile,"
nimico ai lupi che li danno guerra;,"nemici di un lupo che li avvolge,"
"con altra voce omai, con altro vello","Con tono e capelli diversi, come poeta, sarebbe"
"ritornerò poeta, e in sul fonte",Torno a casa e vi raccomando alla fonte del battesimo
del mio battesmo prenderò 'l cappello;,Nella corona di alloro del poeta la massima dignità.
"però che ne la fede, che fa conte","Poiché là entrai in quell'orbita di fede,"
"l'anime a Dio, quivi intra' io, e poi","Per mezzo del quale Dio rende note le anime,"
Pietro per lei sì mi girò la fronte.,Per quello con la luce di Petri.
Indi si mosse un lume verso noi,"La luce si avvicina da quella di quei greggi,"
di quella spera ond'uscì la primizia,"Da cui il primo di questi valutò,"
che lasciò Cristo d'i vicari suoi;,Il cristiano come vice ha lasciato sulla terra.
"e la mia donna, piena di letizia,","Beatrix ha parlato, irradiando la forma della luce"
"mi disse: “Mira, mira: ecco il barone","Di nuovo lussuria: ""Guardalo inclinando a noi,"
per cui là giù si vicita Galizia”.,"Il Signore per il quale vagare in Galizia."""
Sì come quando il colombo si pone,"Come quando il piccione, salendo da ventola alta,"
"presso al compagno, l'uno a l'altro pande,","Il piccione vola come la coppia si gira intorno,"
"girando e mormorando, l'affezione;","E allegramente si sbaglia, mostrando l'amore caldo;"
così vid'ïo l'un da l'altro grande,Così è stato come lo spirito di jetzo e quello spirito
"principe glorïoso essere accolto,","Felice di ricevere il Sommo Principe,"
laudando il cibo che là sù li prande.,Lodando il cibo che si mangia lassù.
"Ma poi che 'l gratular si fu assolto,",Poi c'era la danza di gioia e il canto
"tacito coram me ciascun s'affisse,","Le due luci in silenzio davanti a me,"
ignito sì che vincëa 'l mio volto.,Così ardente che gli occhi mi passarono.
Ridendo allora Bëatrice disse:,"E beato sorridendo, Beatrix continuò:"
“Inclita vita per cui la larghezza,"""Colui che hai scritto, la vita risplende,"
"de la nostra basilica si scrisse,","Quello che è buono, vieni da questo posto da solo,"
fa risonar la spene in questa altezza:,Che la tua parola alzi qui la speranza;
"tu sai, che tante fiate la figuri,","Immaginate, come sai, tutte le volte che li immaginate..."
quante Iesù ai tre fé più carezza”.,"Quando Gesù si fece conoscere ai tre."""
“Leva la testa e fa che t'assicuri:,"""Tu, fai il coraggio, il volto si ribella"
"ché ciò che vien qua sù del mortal mondo,","Al nostro raggio il fortunato deve viaggiare,"
convien ch'ai nostri raggi si maturi”.,"Quello che viene dalla terra al coro stesso."""
Questo conforto del foco secondo,"Quando il secondo fuoco mi ristorò,"
mi venne; ond'io leväi li occhi a' monti,"Ho abbassato gli occhi sulle montagne,"
che li 'ncurvaron pria col troppo pondo.,Davanti al quale ho piegato la faccia.
“Poi che per grazia vuol che tu t'affronti,"""Lasciate che la grazia dell'imperatore ti faccia camminare,"
"lo nostro Imperadore, anzi la morte,","Prima che tu muoia, andare alla sua corte,"
"ne l'aula più secreta co' suoi conti,","Egli ti conduca dai suoi conti,"
"sì che, veduto il ver di questa corte,",Se hai visto il segreto qui...
"la spene, che là giù bene innamora,",La speranza che vi fiorisce nel cuore
"in te e in altrui di ciò conforte,","in te e in altri,"
"dì quel ch'ell'è, dì come se ne 'nfiora",Dimmi cos'e'... se nella tua mente...
"la mente tua, e dì onde a te venne”.","Come l'hai presa?"""
Così seguì 'l secondo lume ancora.,"Il secondo fuoco ha parlato, ardente alla luce."
E quella pïa che guidò le penne,"E loro, attraverso i quali la forza in me svanisce"
"de le mie ali a così alto volo,","Per l'alto volo, con la risposta era già"
a la risposta così mi prevenne:,In queste parole mi ha preceduto:
“La Chiesa militante alcun figliuolo,"""La Chiesa che combatte non ha un figlio"
"non ha con più speranza, com'è scritto",Scritto da una speranza più forte
nel Sol che raggia tutto nostro stuolo:,Il sole sul nostro trono gioioso.
però li è conceduto che d'Egitto,"Ma dall'Egitto, secondo la volontà del Signore,"
"vegna in Ierusalemme per vedere,","Se viene a Sion, dove si riunisce la luce,"
anzi che 'l militar li sia prescritto.,Ehm... l'ha ordinato la fine della lotta.
"Li altri due punti, che non per sapere",Un altro punto a cui lo stai interrogando...
"son dimandati, ma perch'ei rapporti","Non per sapere, no, per dirgli..."
"quanto questa virtù t'è in piacere,","Come questa virtù ti piace ancora,"
"a lui lasc'io, ché non li saran forti","Io lo lascio a lui, perché non come quella domanda,"
"né di iattanza; ed elli a ciò risponda,","Se sono pesanti per lui, non sono attraenti per la vanteria;"
e la grazia di Dio ciò li comporti”.,"Aiutalo, Dio, a portarli in modo degno."""
Come discente ch'a dottor seconda,Come il discepolo che libera il suo maestro
"pronto e libente in quel ch'elli è esperto,","Venite, gioiosi e assennati,"
"perché la sua bontà si disasconda,","Che ciò che egli sa sia conosciuto nella risposta,"
"“Spene”, diss'io, “è uno attender certo","Dissi: ""La speranza è la speranza delle vipere"
"de la gloria futura, il qual produce","l'attesa e una certa fiducia,"
grazia divina e precedente merto.,Vinto da Gnad e da precedenti meriti.
Da molte stelle mi vien questa luce;,Da molte stelle uscì questa luce;
ma quei la distillò nel mio cor pria,"Il cantante piu' alto me lo fa bruciare,"
che fu sommo cantor del sommo duce.,Quello che parla nel canto del più alto castello.
"'Sperino in te', ne la sua tëodia","Oh, tutti quelli che chiamano il tuo nome..."
"dice, 'color che sanno il nome tuo':","Spera in te, così cantò l'uomo di Dio."
"e chi nol sa, s'elli ha la fede mia?","E chi crede come me, non lo conoscerà."
"Tu mi stillasti, con lo stillar suo,",Mi hai fatto una bella gocciola.
"ne la pistola poi; sì ch'io son pieno,","Nel cuore della tua lettera, con tale benedizione,"
e in altrui vostra pioggia repluo”.,"Che posso versare il diluvio su un altro."""
"Mentr'io diceva, dentro al vivo seno","Parlando, ho visto la pioggia nella luce,"
di quello incendio tremolava un lampo,"E, come un fulmine, veloce e spruzzato di luce,"
sùbito e spesso a guisa di baleno.,Si muovono con tremanti luccicanti.
Indi spirò: “L'amore ond'ïo avvampo,"""L'amore,"" soffia, ""che ancora mi arde"
ancor ver' la virtù che mi seguette,Per quella virtù che mi spaventa
"infin la palma e a l'uscir del campo,","Seguirono la battaglia finché la palma non sbocciò,"
vuol ch'io respiri a te che ti dilette,"Per mezzo di loro, tu sei l'ultimo e l'edificazione,"
di lei; ed emmi a grato che tu diche,E sono felice di sentirtelo dire da te.
quello che la speranza ti 'mpromette”.,"In che cosa ti confida la tua speranza?."""
E io: “Le nove e le scritture antiche,"""I vecchi e nuovi scritti mi mostrano"""
"pongon lo segno, ed esso lo mi addita,","Dissi, ""la meta che Dio annuncia,"
de l'anime che Dio s'ha fatte amiche.,"Quelli che amava, e questo lo vedo qui."
Dice Isaia che ciascuna vestita,"Isaia mostra vestito di doppio abito,"
ne la sua terra fia di doppia vesta:,Tutti nel loro paese... ..e in questo paese...
e la sua terra è questa dolce vita;,La dolce vita e' tutto cio' che vi pasce qui.
"e 'l tuo fratello assai vie più digesta,","In loro, così, le palme in mano,"
"là dove tratta de le bianche stole,","in abiti bianchi davanti all'Agnello,"
questa revelazion ci manifesta”.,"Fate più chiaro a me tuo fratello."""
"E prima, appresso al fin d'este parole,","Quando finii, suona dalle altezze:"
'Sperent in te' di sopr'a noi s'udì;,La loro speranza sia su di te!
a che rispuoser tutte le carole.,Sento che il Selgen soffiare l'incursione.
Poscia tra esse un lume si schiarì,"Poi, tra i due, una lucentezza accesa,"
"sì che, se 'l Cancro avesse un tal cristallo,","Così luminoso che se il cancro fosse proprio di questo genere,"
l'inverno avrebbe un mese d'un sol dì.,Sarebbe una luna d'inverno in pieno giorno.
E come surge e va ed entra in ballo,Come si alza e cammina gioiosamente e nelle danze
"vergine lieta, sol per fare onore","La Vergine scalcia, per vanità,"
"a la novizia, non per alcun fallo,",Mostrare onore solo al fidanzato.
così vid'io lo schiarato splendore,"Così a due fluttuò la nuova luce,"
venire a' due che si volgieno a nota,Che sono così in fretta in cerchio vivo
qual conveniesi al loro ardente amore.,"Si vedeva oscillare, ha indicato l'amore caldo corrispondente."
Misesi lì nel canto e ne la rota;,Concorda con il cantico e il saggio;
"e la mia donna in lor tenea l'aspetto,","E, come la sposa, guardava la padrona,"
pur come sposa tacita e immota.,"Silenzioso, immobile a prezzi così."
“Questi è colui che giacque sopra 'l petto,"""Egli riposa sul seno del nostro pellicano;"
"del nostro pellicano, e questi fue","Il Signore lo ha scelto per il grande dovere,"
di su la croce al grande officio eletto”.,"Quando ha accolto il Marterod sulla croce."""
La donna mia così; né però piùe,Ella parlava; il suo sguardo era come era stato prima;
mosser la vista sua di stare attenta,Ora non c'era più attenzione
poscia che prima le parole sue.,"Come prima di leggere questo, prima di dirlo."
Qual è colui ch'adocchia e s'argomenta,"Come colui che va all'orlo del sole,"
"di vedere eclissar lo sole un poco,","Che si oscuri, manda gli sguardi"
"che, per veder, non vedente diventa;","E per vedere, l'occhio perde il senso;"
tal mi fec'ïo a quell'ultimo foco,"Così stavo, girato verso l'ultimo splendore."
mentre che detto fu: “Perché t'abbagli,"Suonava: ""Ciò che non c'è in questo luogo,"
per veder cosa che qui non ha loco?,Cosa ci fai qui e sei accecato?
"In terra è terra il mio corpo, e saragli","Il mio corpo è ancora sulla terra,"
"tanto con li altri, che 'l numero nostro","E restate con gli altri, finché queste schiere"
con l'etterno proposito s'agguagli.,"Il numero raggiunto, messo dalla parola eterna."
Con le due stole nel beato chiostro,"Due luci sono solo salite al cielo,"
son le due luci sole che saliro;,Vestito con la doppia veste:
e questo apporterai nel mondo vostro”.,"E questo un tempo possa conoscere il tuo mondo."""
A questa voce l'infiammato giro,"Quando quella parola fu pronunciata, c'era scritto:"
si quïetò con esso il dolce mischio,"Il cerchio delle fiamme è silenzioso, con il canto,"
"che si facea nel suon del trino spiro,","A quale triplo dolore si unì,"
"sì come, per cessar fatica o rischio,","Proprio come la fatica e la pesante ondata d'aria,"
"li remi, pria ne l'acqua ripercossi,","I remi, se il diluvio vacilla,"
tutti si posano al sonar d'un fischio.,"Tutti riposano con un fischio,"
"Ahi quanto ne la mente mi commossi,","Oh, come sono diventato pallido dalla paura e dall'ansia,"
"quando mi volsi per veder Beatrice,","Quando tornai a Beatrice,"
"per non poter veder, benché io fossi","Vicino a voi e nel Regno felice,"
"presso di lei, e nel mondo felice!",Ma lei non ha visto che desideravo vedere.
,
,
,
