Original,Translate_IT
"Io dico, seguitando, ch'assai prima","Io dico, continuando, che molto tempo prima"
"che noi fossimo al piè de l'alta torre,","Avevamo raggiunto il piede di quella torre alta,"
li occhi nostri n'andar suso a la cima,"i nostri occhi si erano innalzati verso la sua sommità,"
"per due fiammette che i vedemmo porre,","a causa di due piccole fiamme che hanno scosso là,"
"e un'altra da lungi render cenno,","mentre ancora un'altra fiamma restituì il loro segnale,"
tanto ch'a pena il potea l'occhio tòrre.,così lontano era appena visibile.
E io mi volsi al mar di tutto 'l senno;,e mi voltai verso il mare di ogni buon senso;
dissi: “Questo che dice? e che risponde,"Ho detto: ""Che cosa significa questo? E che risposta"
quell'altro foco? e chi son quei che 'l fenno?”.,"viene da quell'altro fuoco? Chi l'ha acceso?"""
Ed elli a me: “Su per le sucide onde,"Ed egli a me: ""Sopra le acque sporche"
"già scorgere puoi quello che s'aspetta,","puoi già vedere cosa ci aspetta,"
se 'l fummo del pantan nol ti nasconde”.,"se non è nascosto dai vapori della palude."""
Corda non pinse mai da sé saetta,Bowstring non ha spinto da sé una freccia
"che sì corresse via per l'aere snella,",che mai si è affrettato come rapidamente attraverso l'aria
com'io vidi una nave piccioletta,come fece il piccolo abbaiare che in quel momento
"venir per l'acqua verso noi in quella,","Io vidi che scorreva verso di noi sull'acqua,"
"sotto 'l governo d'un sol galeoto,",un barcaiolo solitario al suo timone.
"che gridava: “Or se' giunta, anima fella!”.","L'ho sentito urlare: ""Ora sei catturato, anima oscena!"""
"“Flegïàs, Flegïàs, tu gridi a vòto”,","""O Phlegyas, Phlegyas, un tale grido è inutile"
"disse lo mio segnore, “a questa volta:","Questa volta,"" disse il mio padrone; ""non siamo più tuoi"
più non ci avrai che sol passando il loto”.,"che ci vorrà per attraversare il fangoso sluice."""
Qual è colui che grande inganno ascolta,E proprio come chi sente qualche grande inganno
"che li sia fatto, e poi se ne rammarca,","è stato fatto a lui, e poi resiste, così"
fecesi Flegïàs ne l'ira accolta.,era Phlegyas quando ha dovuto conservare la sua rabbia.
"Lo duca mio discese ne la barca,",La mia guida mi ha preceduto sulla barca.
e poi mi fece intrare appresso lui;,"Una volta entrato, mi fece seguire;"
e sol quand'io fui dentro parve carca.,Sembrava che non ci fosse peso finche' non sono salito a bordo.
"Tosto che 'l duca e io nel legno fui,",Non prima fui la mia guida e mi imbarcai
segando se ne va l'antica prora,"che quell'antica prua se ne andò, tagliando l'acqua"
de l'acqua più che non suol con altrui.,più profondamente di quanto non faccia quando sopporta gli altri.
"Mentre noi corravam la morta gora,","E mentre guidavamo attraverso il canale stagnante,"
"dinanzi mi si fece un pien di fango,","davanti a me c'era un peccatore pieno di fango,"
e disse: “Chi se' tu che vieni anzi ora?”.,"dicendo: ""Chi sei tu, vieni prima del tuo tempo?."""
"E io a lui: “S'i' vegno, non rimango;","E io a lui: ""Sono venuto, ma non resto;"
"ma tu chi se', che sì se' fatto brutto?”.","ma chi sei tu, che sei diventato così brutto?"""
Rispuose: “Vedi che son un che piango”.,"Ha risposto: ""Vedete, sono uno che piange."""
"E io a lui: “Con piangere e con lutto,","E io a lui: ""Nel pianto e nel lutto,"
"spirito maladetto, ti rimani;","Spirito maledetto, che possiate rimanere a lungo;"
"ch'i' ti conosco, ancor sie lordo tutto”.","Anche se sei travestito da sporcizia, so il tuo nome."""
Allor distese al legno ambo le mani;,"Poi stese entrambe le mani verso la barca,"
"per che 'l maestro accorto lo sospinse,","al quale il mio padrone lo spinse subito indietro,"
dicendo: “Via costà con li altri cani!”.,"dicendo: ""Vattene con gli altri cani!"""
Lo collo poi con le braccia mi cinse;,Mi ha lanciato le braccia intorno al collo.
"basciommi 'l volto e disse: “Alma sdegnosa,","e mi baciò la faccia e disse: ""Anima indignata,"
benedetta colei che 'n te s'incinse!,Benedetta è colei che ti ha partorito nel suo grembo!
Quei fu al mondo persona orgogliosa;,Quando nel mondo era presuntuoso;
bontà non è che sua memoria fregi:,"non c'è nulla di buono per donare la sua memoria,"
così s'è l'ombra sua qui furïosa.,E cosi' la sua ombra qui sotto e' calda di furia.
Quanti si tegnon or là sù gran regi,Quanti al di sopra ora contano se stessi
"che qui staranno come porci in brago,","grandi re, che si ingoiano qui come maiali nella melma,"
di sé lasciando orribili dispregi!”.,"lasciandosi alle spalle ricordi fallosi dei loro crimini!"""
"E io: “Maestro, molto sarei vago","E io: ""O padrone, sono molto ansioso"
di vederlo attuffare in questa broda,per vedere quello spirito soused in questo brodo
prima che noi uscissimo del lago”.,"prima che avessimo attraversato il lago."""
Ed elli a me: “Avante che la proda,"Ed egli a me: ""Prima dell'altra riva"
"ti si lasci veder, tu sarai sazio:","si vede, sarete soddisfatti;"
di tal disïo convien che tu goda”.,"per gratificare così bene un desiderio è giusto."""
Dopo ciò poco vid'io quello strazio,"Subito dopo aver sentito queste parole, vidi"
"far di costui a le fangose genti,",i peccatori fangosi così smembrarlo
che Dio ancor ne lodo e ne ringrazio.,che anche ora lodo e ringrazio Dio per questo.
Tutti gridavano: “A Filippo Argenti!”;,"Tutti gridavano: ""A Filippo Argenti!"""
e 'l fiorentino spirito bizzarro,"A questo punto, il fiorentino, impazzito con la milza,"
