Original,Translate_IT_1
"Come di sopra nel terzo capitolo di questo trattato si dimostra, questa canzone ha tre parti principali. Per che, ragionate le due (delle quali la prima cominciò nel capitolo predetto, e la seconda nel sestodecimo; sì che la prima per tredici e la seconda per quattordici capitoli è determinata, sanza lo proemio del trattato della canzone, che in due capitoli si comprese), in questo trentesimo e ultimo capitolo, della terza parte principale brievemente è da ragionare, la quale per tornata di questa canzone fatta fu [ad] alcuno adornamento, e comincia: Contra-li-erranti mia, tu te n'andrai.","Come ho mostrato sopra nel terzo capitolo di questo trattato, questo canzone ha tre parti principali. Ora che ne ho discusse due, questo trentesimo e ultimo capitolo deve essere dedicato ad una breve discussione del terzo. Si tratta di una tornata al canzone, composta per servire da ornamento; inizia, il mio poema contro l'erring, dovete essere fuori!"
"E qui primamente si vuole sapere che ciascuno buono fabricatore, nel fine del suo lavoro, quello nobilitare e abellire dee in quanto puote, acciò che più celebre e più prezioso da lui si parta. E questo intendo, non come buono fabricatore ma come seguitatore di quello, fare in questa parte.","Il primo punto da notare qui è che ogni buon artigiano deve, quando finisce un'opera, nobilitarla ed abbellirla al meglio della sua capacità, in modo che quando lascia la sua mano la sua pretesa di fama e il suo grande merito possa essere più evidente. Questo è ciò che mi sforzo di fare in questa parte, non perché io stesso sono un buon artigiano, ma perché seguo l'esempio di tale."
"Dico adunque: «Contra-li-erranti mia». Questo 'Contra-li-erranti' è tutto una parola, ed è nome d'esta canzone, tolto per essemplo dal buono frate Tommaso d'Aquino, che a un suo libro, che fece a confusione di tutti quelli che disviano da nostra Fede, puose nome 'Contra li Gentili'.","Dove dico la mia poesia contro l'erringo, la frase contro l'erringo è tutta una parola, ed è il titolo di questa canzone. Mi modellerò qui sul buon frate Tommaso d'Aquino, che ha intitolato una delle sue opere, scritto per confutare gli argomenti di tutti coloro che si discostano dalla nostra fede, Contro i Gentili."
"Dico adunque: 'tu andrai', quasi dica: 'Tu se' omai perfetta, e tempo è di non stare ferma ma di gire, ché la tua impresa è grande'; e quando tu sarai in parte dove sia la donna nostra, dille lo tuo mestiere. Ove è da notare che, sì come dice nostro Signore, non si deono le margarite gittare inanzi a' porci, però che a loro non è prode, e alle margarite è danno; e come dice Esopo poeta nella prima Favola, più è prode al gallo uno grano che una margarita, e però quella lascia e quello coglie.","Dicendo ""devi essere fuori,"" allora, quello che voglio dire è: ""Ora siete perfettamente completi, ed è tempo di rimanere ancora non più, ma di essere sulla vostra strada, perché il vostro non è un compito banale."" E quando si arriva ovunque la nostra signora dimora, dirle la vostra missione. Va notato qui che, come ha detto il nostro Salvatore, non si dovrebbe gettare perle davanti ai porci, perché questo rovina le perle senza giovare ai porci; e, come dice il poeta Esopo nella sua prima favola, ad un gallo un chicco di grano vale più di una perla, così si ignora quest'ultimo e raccoglie il primo."
"E in ciò considerando, a cautela di ciò comando alla canzone che suo mestiere discuopra là dove questa donna, cioè la Filosofia, si troverà. Allora si troverà questa donna nobilissima quando si trov[er]à la sua camera, cioè l'anima in cui essa alberga. Ed essa Filosofia non solamente alberga [..................... alberga] non pur nelli sapienti, ma eziandio, come provato è di sopra in altro trattato, essa è dovunque alberga l'amore di quella. E a questi cotali dico che manifesti lo suo mestiere, perché a loro sarà utile la sua sentenza, e da loro ricolta.","Con questo in mente, avverto il canzone di rivelare la sua missione ovunque si trovi questa signora, la Filosofia. Questa nobilissima signora deve essere cercata solo nella sua stanza, cioè nell'anima in cui abita. E la Filosofia non abita solo nel saggio, ma, come è stato mostrato sopra in un altro trattato, si trova anche ovunque l'amore della sua dimora. Io insegno il poema a far conoscere la sua missione a tutte queste persone, perché il suo tema sarà di aiuto a loro, e sarà accolto da loro."
"E dico ad essa: Dì a questa donna, «Io vo parlando dell'amica vostra». Bene è sua amica Nobilitate; ché tanto l'una coll'altra s'ama, che Nobilitate sempre la dimanda, e Filosofia non volge lo sguardo suo dolcissimo all'altra parte. Oh quanto e come bello adornamento è questo che nell'ultimo di questa canzone si dà ad essa, chiamandola amica di quella la cui propia ragione è nel secretissimo della divina mente!","Io dico alla poesia: ""Dite a questa signora: il mio tema è il vostro amico."" La nobiltà è davvero sua amica, perché il loro amore l'uno per l'altro è così profondo che la nobiltà cerca sempre la sua compagnia, e la filosofia non volge mai altrove il suo sguardo più dolce. Quale meraviglioso e bello ornamento è dato alla nobiltà nelle parole finali di questo canzone: essere chiamato amico di colei che nella sua forma incontaminata esiste nel profondo della mente divina."
,
,
,
,
,
