Original,Translate_IT
"Quando per dilettanze o ver per doglie,",Quando una delle nostre facoltà conserva
"che alcuna virtù nostra comprenda,","una forte impressione di gioia o dolore,"
"l'anima bene ad essa si raccoglie,","l'anima si concentrerà interamente su questo,"
par ch'a nulla potenza più intenda;,trascurando ogni altro potere che ha
e questo è contra quello error che crede,(e questo confuta l'errore che mantiene
ch'un'anima sovr'altra in noi s'accenda.,che-uno sopra le altre-molte anime
"E però, quando s'ode cosa o vede","può bruciare in noi); e così, quando qualcosa visto"
"che tegna forte a sé l'anima volta,","o sentito assicura l'anima in stretta presa,"
vassene 'l tempo e l'uom non se n'avvede;,il tempo si muove e tuttavia non lo notiamo.
"ch'altra potenza è quella che l'ascolta,",Il potere che percepisce il corso del tempo
e altra è quella c'ha l'anima intera:,non è il potere che cattura tutta la mente;
questa è quasi legata e quella è sciolta.,il primo non ha forza-questo ultimo si lega.
"Di ciò ebb'io esperïenza vera,","E l'ho confermato per esperienza,"
udendo quello spirto e ammirando;,ascoltando questo spirito nel mio stupore;
ché ben cinquanta gradi salito era,perché anche se il sole era pienamente salito cinquanta
"lo sole, e io non m'era accorto, quando","gradi, non l'avevo notato, quando lui"
venimmo ove quell'anime ad una,giunse al punto in cui all'unisono
gridaro a noi: “Qui è vostro dimando”.,"Quelle anime ci gridavano: ""Ecco quello che vuoi."""
Maggiore aperta molte volte impruna,"Il contadino, quando l'uva è scura,"
con una forcatella di sue spine,roba spesso una più ampia apertura
"l'uom de la villa quando l'uva imbruna,","con una piccola forchetta delle sue spine,"
che non era la calla onde salìne,"che era il gap attraverso il quale io e la mia guida,"
"lo duca mio, e io appresso, soli,","che seguiva, saliva, noi due soli,"
come da noi la schiera si partìne.,dopo che quella compagnia di anime se n'era andata.
"Vassi in Sanleo e discendesi in Noli,","San Leo può essere scalato, si può scendere"
montasi su in Bismantova e 'n Cacume,a Noli e ascendere Cacume e
con esso i piè; ma qui convien ch'om voli;,"Bismantova con i piedi soli, ma qui"
dico con l'ale snelle e con le piume,Ho dovuto volare: voglio dire con le ali rapide
"del gran disio, di retro a quel condotto","e pignoni di immenso desiderio, dietro"
che speranza mi dava e facea lume.,la guida che mi ha dato speranza ed era la mia luce.
"Noi salavam per entro 'l sasso rotto,",Abbiamo fatto la nostra strada verso l'alto attraverso roccia rifted;
"e d'ogne lato ne stringea lo stremo,",lungo ogni lato i bordi premuti su di noi;
e piedi e man volea il suol di sotto.,il terreno sotto i piedi e le mani richiesti.
Poi che noi fummo in su l'orlo suppremo,Quando abbiamo raggiunto il bordo superiore di quella
"de l'alta ripa, a la scoperta piaggia,","banca ripida, emergente sul pendio aperto,"
"“Maestro mio”, diss'io, “che via faremo?”.","Dissi: ""Padre mio, che strada prenderemo?"""
Ed elli a me: “Nessun tuo passo caggia;,"E lui a me: ""Non sprecare alcun passo;"
"pur su al monte dietro a me acquista,",continuare a salire la montagna dopo di me
fin che n'appaia alcuna scorta saggia”.,Finche' non troviamo un'azienda esperta.
"Lo sommo er'alto che vincea la vista,",La cima era così alta che la mia vista è stata corta.
e la costa superba più assai,il pendio era molto più ripido della linea tracciata
che da mezzo quadrante a centro lista.,dal quadrante centrale al punto centrale.
"Io era lasso, quando cominciai:",Ero esausto quando ho fatto questo appello:
"“O dolce padre, volgiti, e rimira","""Padre mio, girati e guarda..."
"com'io rimango sol, se non restai”.","Sarò lasciato solo se non vi fermate."""
"“Figliuol mio”, disse, “infin quivi ti tira”,","""Mio figlio,"" disse, ""riportati fino a lì,"""
additandomi un balzo poco in sùe,"mentre indicava una terrazza un po' più alta,"
che da quel lato il poggio tutto gira.,che circonda tutto il pendio lungo quel lato.
"Sì mi spronaron le parole sue,",Le sue parole mi hanno incitato; il mio corpo ha provato;
"ch'i' mi sforzai carpando appresso lui,",su mani e ginocchia ho strapazzato dopo di lui
tanto che 'l cinghio sotto i piè mi fue.,finche' la terrazza non e' sotto i miei piedi.
A seder ci ponemmo ivi ambedui,"Lì ci sedemmo insieme, di fronte a est,"
"vòlti a levante ond'eravam saliti,",nella direzione da cui eravamo venuti:
che suole a riguardar giovare altrui.,Che gioia guardare indietro a un sentiero che abbiamo scalato!
Li occhi prima drizzai ai bassi liti;,"I miei occhi sono stati posati per la prima volta sulle rive sottostanti,"
"poscia li alzai al sole, e ammirava",e poi li risuscitai verso il sole; ero
che da sinistra n'eravam feriti.,Sorpreso di trovarlo cadere alla nostra sinistra.
Ben s'avvide il poeta ch'ïo stava,E quando il poeta vide che ero stato colpito
"stupido tutto al carro de la luce,",con stupore mentre guardavo il carro
ove tra noi e Aquilone intrava.,"di luce che passa tra il nord e noi,"
Ond'elli a me: “Se Castore e Poluce,"mi disse: ""Supponiamo Castor e Pollux"
fossero in compagnia di quello specchio,"erano in collegamento con quello specchio là,"
"che sù e giù del suo lume conduce,","che prende la luce e la guida a nord e a sud,"
tu vedresti il Zodïaco rubecchio,allora vedresti lo zodiaco rossastro
"ancora a l'Orse più stretto rotare,",ancora più vicino agli Orsi che ruota
se non uscisse fuor del cammin vecchio.,a meno che non abbia abbandonato la sua vecchia pista.
"Come ciò sia, se 'l vuoi poter pensare,",Se ti rendessi conto di come dovrebbe essere...
"dentro raccolto, imagina Sïòn","poi concentrarsi, immaginando questa montagna"
con questo monte in su la terra stare,così posto su questa terra che entrambi il monte Sion
"sì, ch'amendue hanno un solo orizzòn","e, sebbene in diversi emisferi,"
e diversi emisperi; onde la strada,"condividere un orizzonte; quindi, si può vedere,"
"che mal non seppe carreggiar Fetòn,","mettendo la tua mente ad esso con attenzione,"
vedrai come a costui convien che vada,come lo stesso sentiero che Phaethon guidò così male
"da l'un, quando a colui da l'altro fianco,","deve passare questa montagna a nord, mentre"
se lo 'ntelletto tuo ben chiaro bada”.,"che costeggia il monte Sion sul lato meridionale."""
"“Certo, maestro mio”, diss'io, “unquanco","Dissi: ""Padre mio, non ho mai..."
non vid'io chiaro sì com'io discerno,Dal momento che la mia intelligenza sembrava mancante-visto
"là dove mio ingegno parea manco,","per quanto posso comprendere ora,"
"che 'l mezzo cerchio del moto superno,",che il centro-cerchio del moto del cielo
"che si chiama Equatore in alcun'arte,","(una delle scienze la chiama equatore),"
"e che sempre riman tra 'l sole e 'l verno,","che si trova sempre tra il sole e l'inverno,"
"per la ragion che di', quinci si parte","Come hai spiegato, si trova a nord di qui."
"verso settentrïon, quanto li Ebrei",come si trova a sud del sito da cui
vedevan lui verso la calda parte.,"gli Ebrei, guardando verso i tropici, lo videro."
"Ma se a te piace, volontier saprei","Ma se ti fa piacere, dovrei volentieri..."
quanto avemo ad andar; ché 'l poggio sale,Imparare quanto lontano è ancora dobbiamo viaggiare:
più che salir non posson li occhi miei”.,"il pendio sale più in alto di quanto i miei occhi possano seguire."""
"Ed elli a me: “Questa montagna è tale,","E lui a me: ""Questa montagna è di questo tipo"
che sempre al cominciar di sotto è grave;,che arrampicarsi è più difficile all'inizio;
"e quant'om più va sù, e men fa male.","ma mentre ci alziamo, il pendio cresce meno scortese."
"Però, quand'ella ti parrà soave","Quindi, quando questo pendio ti sembra così dolce"
"tanto, che sù andar ti fia leggero",che arrampicarsi più in alto sarà come riposante
"com'a seconda giù andar per nave,","come viaggiando a valle in barca, si"
allor sarai al fin d'esto sentiero;,"essere dove questo sentiero finisce, e lì si può"
quivi di riposar l'affanno aspetta.,Si aspettano di riposare la tua stanchezza.
"Più non rispondo, e questo so per vero”.","Non dico altro, e questo lo so come verità."""
"E com'elli ebbe sua parola detta,","E quando le sue parole furono fatte, un'altra voce"
una voce di presso sonò: “Forse,"vicino è stato sentito per dire: ""Forse si"
che di sedere in pria avrai distretta!”.,"hanno bisogno di sedersi prima di raggiungere quel punto!"""
"Al suon di lei ciascun di noi si torse,","Sentindo quella voce, entrambi ci siamo girati,"
"e vedemmo a mancina un gran petrone,","e a sinistra abbiamo visto un masso enorme,"
del qual né io né ei prima s'accorse.,che né lui né io avevamo notato.
Là ci traemmo; e ivi eran persone,Abbiamo fatto la nostra strada verso di essa e verso il popolo
che si stavano a l'ombra dietro al sasso,"che sdraiato dietro quel masso all'ombra,"
come l'uom per negghienza a star si pone.,come gli uomini assediati dalla svogliatezza si riposerà.
"E un di lor, che mi sembiava lasso,","E uno di loro, che mi sembrava esausto,"
"sedeva e abbracciava le ginocchia,",era seduto con le braccia intorno alle ginocchia;
tenendo 'l viso giù tra esse basso.,"tra le ginocchia, teneva la testa piegata."
"“O dolce segnor mio”, diss'io, “adocchia","""O mio dolce signore,"" dissi, ""guarda attentamente"
colui che mostra sé più negligente,a chi si mostra più languido che
che se pigrizia fosse sua serocchia”.,"sarebbe stato pigrizia sua sorella!"""
"Allor si volse a noi e puose mente,","Allora quell'ombra si voltò verso di noi con attenzione,"
"movendo 'l viso pur su per la coscia,","sollevandogli la faccia, ma lungo la coscia,"
