Original,Translate_IT
"Luogo è in inferno detto Malebolge,","C'è un posto nell'Inferno chiamato Malebolge,"
"tutto di pietra di color ferrigno,","fatto tutto di pietra il colore del ferro grezzo,"
come la cerchia che dintorno il volge.,come è il muro che si fa strada intorno ad esso.
Nel dritto mezzo del campo maligno,Proprio in mezzo a questo campo malvagio
"vaneggia un pozzo assai largo e profondo,","è un abisso, una fossa larga e sbadigliante,"
di cui suo loco dicerò l'ordigno.,la cui struttura lo dirò al suo posto.
Quel cinghio che rimane adunque è tondo,"La cintura, quindi, che si estende tra la fossa"
"tra 'l pozzo e 'l piè de l'alta ripa dura,",e che la base della parete dura e ripida è circolare;
e ha distinto in dieci valli il fondo.,Il suo fondo è stato diviso in dieci valli.
"Quale, dove per guardia de le mura","Proprio come, dove il fossato circonda un castello"
"più e più fossi cingon li castelli,","per custodire le mura,"
"la parte dove son rende figura,","il terreno che occupano formerà uno schema,"
tale imagine quivi facean quelli;,così hanno fatto le valli qui formano un disegno;
e come a tai fortezze da' lor sogli,e come tali fortezze hanno ponti in esecuzione
"a la ripa di fuor son ponticelli,","direttamente dalle loro soglie verso la banca esterna,"
così da imo de la roccia scogli,"Quindi qui, attraverso le rive e i fossati, creste"
movien che ricidien li argini e ' fossi,è scappato dalla base di quella parete rocciosa fino
infino al pozzo che i tronca e raccogli.,la fossa che li taglia corti e li unisce tutti.
"In questo luogo, de la schiena scossi",Questo era il luogo in cui ci siamo trovati
"di Gerïon, trovammoci; e 'l poeta",quando Geryon ci aveva demoliti; il poeta
"tenne a sinistra, e io dietro mi mossi.","tenevo a sinistra, e camminavo sulla sua schiena."
"A la man destra vidi nova pieta,","A destra ho visto una nuova miseria,"
"novo tormento e novi frustatori,","Ho visto nuove torture e nuove torture,"
di che la prima bolgia era repleta.,riempiendo il primo fossato di Malebolge.
Nel fondo erano ignudi i peccatori;,"Lungo il suo fondo, i peccatori nudi si muovevano,"
