Original,Translate_IT
La molta gente e le diverse piaghe,"Il gran numero di persone, le diverse ferite"
"avean le luci mie sì inebrïate,","avevano agito così fortemente sul mio sguardo,"
che de lo stare a piangere eran vaghe.,che il mio cuore aspirava solo al rifugio delle lacrime.
Ma Virgilio mi disse: “Che pur guate?,Ma Virgilio mi disse: “Non guardare più!
perché la vista tua pur si soffolge,"Perché cercare sempre di vedere tutto così da vicino,"
là giù tra l'ombre triste smozzicate?,"Ombre senza speranza, laggiu' frantumate?"
Tu non hai fatto sì a l'altre bolge;,Non hai fatto così negli altri gironi:
"pensa, se tu annoverar le credi,","Se fai finta di contarli, ricordati"
che miglia ventidue la valle volge.,che il giro di questo cerchio occupa ventidue miglia.
E già la luna è sotto i nostri piedi;,La luna è già più bassa del nostro piede.
"lo tempo è poco omai che n'è concesso,","Ora avremo poco tempo per noi,"
e altro è da veder che tu non vedi”.,e non hai visto tutto di ciò che devi vedere”.
"“Se tu avessi”, rispuos'io appresso,","“Se tu potessi saperlo, allora gli rispondevo:"
"“atteso a la cagion per ch'io guardava,","ciò che in quella fossa attirava il mio sguardo,"
forse m'avresti ancor lo star dimesso”.,Forse diresti che avevo ragione”.
"Parte sen giva, e io retro li andava,","Egli se ne andava già; io seguivo i suoi passi,"
"lo duca, già faccendo la risposta,","mentre parlavo così con lui,"
e soggiugnendo: “Dentro a quella cava,E aggiunge: “In fondo a questa valle
"dov'io tenea or li occhi sì a posta,","che a volte mi hai visto fissare così a lungo,"
credo ch'un spirto del mio sangue pianga,Credo che uno spirito della mia razza rimpianga
la colpa che là giù cotanto costa”.,La colpa è che in questo cerchio si deve pagare così tanto».
Allor disse 'l maestro: “Non si franga,"«Smettila di tormentare il tuo spirito,"
lo tuo pensier da qui innanzi sovr'ello.,"Mi disse allora il mio maestro, con tali pensieri:"
"Attendi ad altro, ed ei là si rimanga;","Se c'è lui, se c'è lui, e tu, guarda da un'altra parte!"
ch'io vidi lui a piè del ponticello,"Sì, l'avevo visto lì, ai piedi del ponte,"
"mostrarti e minacciar forte col dito,","che minacciava il dito e ti mostrava agli altri,"
e udi' 'l nominar Geri del Bello.,E io sentii il suo nome: è Geri del Bello.
Tu eri allor sì del tutto impedito,Ma tu sembravi cosi' occupato.
"sovra colui che già tenne Altaforte,","con colui che fu signore di Hautefort,"
"che non guardasti in là, sì fu partito”.",Lo vedi solo quando se ne va».
"“O duca mio, la vïolenta morte","«O maestro, dico allora, la sua morte così violenta"
"che non li è vendicata ancor”, diss'io,",e di cui fino ad oggi nessuno di coloro che prendono
"“per alcun che de l'onta sia consorte,","una parte all'affronto, non ha saputo trarre vendetta,"
fece lui disdegnoso; ond'el sen gio,"Lo ha fatto infuriare, per questo motivo."
"sanza parlarmi, sì com'ïo estimo:","che si allontanò, credo, senza volermi parlare,"
e in ciò m'ha el fatto a sé più pio”.,che non diminuisce la pietà che sento».
Così parlammo infino al loco primo,"Camminammo così, discorrendo, fino alla fine."
"che de lo scoglio l'altra valle mostra,","dal ponte, da cui si scopre una nuova fossa,"
"se più lume vi fosse, tutto ad imo.",L’oscurità da sola impediva di vedere bene.
Quando noi fummo sor l'ultima chiostra,Appena sono arrivato vicino a quest'ultimo chiostro
"di Malebolge, sì che i suoi conversi","di Malefosse, al punto da cui lo sguardo poteva"
"potean parere a la veduta nostra,","contarne uno per uno tutti i fratelli convergenti,"
"lamenti saettaron me diversi,","All'improvviso sono stato colpito da molte lamentele,"
che di pietà ferrati avean li strali;,"frecce che sembrano portare punte di pietà,"
ond'io li orecchi con le man copersi.,che mi fecero tappare con entrambe le mani le orecchie.
"Qual dolor fora, se de li spedali",Come se i dolori di tutti gli ospedali
di Valdichiana tra 'l luglio e 'l settembre,"di Valdichiana, da luglio a settembre,"
e di Maremma e di Sardigna i mali,e i mali della Sardegna e quelli della Maremma
"fossero in una fossa tutti 'nsembre,","in uno stesso fossato si presentavano mescolati,"
"tal era quivi, e tal puzzo n'usciva",come saliva nel rumore il triste puzzo
qual suol venir de le marcite membre.,che si sente esalare dei membri cancrenati.
Noi discendemmo in su l'ultima riva,"Scesi lì, sulla prima riva."
"del lungo scoglio, pur da man sinistra;","dalla lunga scogliera, sempre a sinistra,"
e allor fu la mia vista più viva,e da lì ho potuto vedere un po' più chiaramente
"giù ver' lo fondo, là 've la ministra","fino al fondo della valle, dove la grande serva"
de l'alto Sire infallibil giustizia,"dell'altro sovrano, l'infallibile Giustizia,"
punisce i falsador che qui registra.,punisce tutti i falsi di cui tiene registro.
Non credo ch'a veder maggior tristizia,E non credo che il popolo malato
"fosse in Egina il popol tutto infermo,","d'Egina poteva offrire uno spettacolo più triste,"
"quando fu l'aere sì pien di malizia,",quando l'aria divenne così pestilente
"che li animali, infino al picciol vermo,","che tutti gli animali, fino al verme,"
"cascaron tutti, e poi le genti antiche,",Vi persero la vita e la razza degli uomini.
"secondo che i poeti hanno per fermo,","(I poeti, almeno, lo danno per certo)"
si ristorar di seme di formiche;,"si rinnova da allora con le uova di formica,"
