Original,Translate_IT
Così discesi del cerchio primaio,Così ho disceso dal primo cerchio
"giù nel secondo, che men loco cinghia","Fino al secondo, che meno space begirds,"
"e tanto più dolor, che punge a guaio.","E cosi' tanto piu' grande dole, che puttane a piangere."
"Stavvi Minòs orribilmente, e ringhia:","Là sta Minos orribilmente, e ringhia;"
essamina le colpe ne l'intrata;,Esamina le trasgressioni all'ingresso;
giudica e manda secondo ch'avvinghia.,"Giudici, e manda come lui lo cinge."
Dico che quando l'anima mal nata,"Io dico, che quando lo spirito è nato male"
"li vien dinanzi, tutta si confessa;","viene davanti a lui, tutto confessa;"
e quel conoscitor de le peccata,E questo discriminatore delle trasgressioni
vede qual loco d'inferno è da essa;,Vedrai quale luogo si trova nell'Inferno per esso.
cignesi con la coda tante volte,Girds stesso con la coda quante volte
quantunque gradi vuol che giù sia messa.,"Come voti che vorrebbe, dovrebbe essere abbassato."
Sempre dinanzi a lui ne stanno molte:,Sempre davanti a lui molti di loro stanno in piedi;
"vanno a vicenda ciascuna al giudizio,",Passano ciascuno al giudizio;
dicono e odono e poi son giù volte.,"Parlano, ascoltano, e poi sono scagliati verso il basso."
"“O tu che vieni al doloroso ospizio”,","""O tu, che a questo ostello doloroso"
"disse Minòs a me quando mi vide,","Comest,"" mi ha detto Minos, quando mi ha visto,"
"lasciando l'atto di cotanto offizio,","Lasciando la pratica di un ufficio così grande,"
“guarda com'entri e di cui tu ti fide;,"""Guarda come entri, e in chi hai fiducia;"
non t'inganni l'ampiezza de l'intrare!”.,"Non ti inganni l'ampiezza del portale."""
E 'l duca mio a lui: “Perché pur gride?,"E a lui la mia Guida: ""Perché criesti anche tu?"
Non impedir lo suo fatale andare:,Non ostacolate il suo viaggio ordinato per il destino;
vuolsi così colà dove si puote,E 'così voluto là dove è il potere di fare
"ciò che si vuole, e più non dimandare”.","Ciò che è voluto, e non fare ulteriori domande."""
Or incomincian le dolenti note,E ora inizia le note dolesome per crescere
a farmisi sentire; or son venuto,Audible a me; ora sono venuto
là dove molto pianto mi percuote.,Là dove mi colpisce molto il lamento.
"Io venni in loco d'ogne luce muto,","Sono venuto in un posto muto di ogni luce,"
"che mugghia come fa mar per tempesta,","che soffia come il mare in una tempesta,"
se da contrari venti è combattuto.,Se da venti opposti 't è combattuto.
"La bufera infernal, che mai non resta,",L'uragano infernale che non riposa mai
mena li spirti con la sua rapina;,ferisce gli spiriti nella sua rapina;
voltando e percotendo li molesta.,"Li fa girare, e smita, li molesta."
"Quando giungon davanti a la ruina,","Quando arriveranno prima del precipizio,"
"quivi le strida, il compianto, il lamento;","Ci sono grida, pianti e lamenti,"
bestemmian quivi la virtù divina.,Lì bestemmiano la puissance divina.
Intesi ch'a così fatto tormento,Ho capito che a tal tormento
"enno dannati i peccator carnali,","I malefattori carnali furono condannati,"
che la ragion sommettono al talento.,Che soggiogano all'appetito.
E come li stornei ne portan l'ali,E come le ali degli stellenti portano su di loro
"nel freddo tempo, a schiera larga e piena,","Nella stagione fredda in grande banda e pieno,"
così quel fiato li spiriti mali,Cosi' esploderanno gli spiriti maledetti;
"di qua, di là, di giù, di sù li mena;","Li spinge verso il basso, verso l'alto."
"nulla speranza li conforta mai,","Nessuna speranza li consola per sempre,"
"non che di posa, ma di minor pena.","Non di riposo, ma anche di dolore minore."
"E come i gru van cantando lor lai,","E come le gru vanno a cantilenare le loro declinazioni,"
"faccendo in aere di sé lunga riga,","Rendere in aria una lunga linea di se stessi,"
"così vid'io venir, traendo guai,","Così vidi che venivo, proferivo lamenti,"
ombre portate da la detta briga;,Le ombre sopportate dal sopracitato stress.
"per ch'i' dissi: “Maestro, chi son quelle","Allora dissi: ""Maestro, chi sono quelli"
genti che l'aura nera sì gastiga?”.,"Gente, che l'aria nera castiga così?"""
“La prima di color di cui novelle,"""Il primo di quelli, di cui l'intelligenza"
