Original,Translate_IT
"Io dico, seguitando, ch'assai prima","Riprendendo il mio racconto, dico che prima"
"che noi fossimo al piè de l'alta torre,","di arrivare sotto il muro di questa alta torre,"
li occhi nostri n'andar suso a la cima,"all’improvviso il mio sguardo, che saliva verso il suo apice,"
"per due fiammette che i vedemmo porre,",Vidi due lumi che avevamo appena messo lì.
"e un'altra da lungi render cenno,","e un altro più lontano, che sembrava rispondergli,"
tanto ch'a pena il potea l'occhio tòrre.,Così lontano che riuscivo a vederlo a malapena.
E io mi volsi al mar di tutto 'l senno;,Allora mi voltai verso il mare di saggezza
dissi: “Questo che dice? e che risponde,"e io dissi: ""Che cos'è questo? Che cosa risponde,"
quell'altro foco? e chi son quei che 'l fenno?”.,la fiamma di là? Chi l’ha accesa?”
Ed elli a me: “Su per le sucide onde,Egli rispose: «Già sulle onde crassali
"già scorgere puoi quello che s'aspetta,","puoi vedere quello che ti aspetti,"
se 'l fummo del pantan nol ti nasconde”.,se perfora con gli occhi la nebbia della palude».
Corda non pinse mai da sé saetta,Un arco non ha mai staccato la freccia.
"che sì corresse via per l'aere snella,","più veloce e più leggero attraverso gli spazi,"
com'io vidi una nave piccioletta,che la piccola navata che ho visto allora
"venir per l'acqua verso noi in quella,","Procedere dritto verso di noi, sull'acqua della palude;"
"sotto 'l governo d'un sol galeoto,","e un solo nautoniere teneva il timone,"
"che gridava: “Or se' giunta, anima fella!”.","che gridava: ""Finalmente ti tengo, spirito felino!"""
"“Flegïàs, Flegïàs, tu gridi a vòto”,","“Flegia, Flegia, invano tu gridi"
"disse lo mio segnore, “a questa volta:","in questa occasione, rispose il mio signore,"
più non ci avrai che sol passando il loto”.,perché non ci manterrai che il tempo di passare».
Qual è colui che grande inganno ascolta,Come chi si accorge troppo tardi.
"che li sia fatto, e poi se ne rammarca,","che si è appena giocato e se ne affligge invano,"
fecesi Flegïàs ne l'ira accolta.,"Così divenne Flegia, divorato dalla sua rabbia."
"Lo duca mio discese ne la barca,",La mia guida però scese sulla barca
e poi mi fece intrare appresso lui;,e mi fece un posto dove venni subito;
e sol quand'io fui dentro parve carca.,E fu solo allora che apparve carico:
"Tosto che 'l duca e io nel legno fui,","Quando io e la mia guida salimmo a bordo,"
segando se ne va l'antica prora,all'improvviso l'antico esquif fendì e si spostò
de l'acqua più che non suol con altrui.,più acqua che fino ad allora non ha mai cacciato.
"Mentre noi corravam la morta gora,","Mentre quella nave scivolava sull'onda morta,"
"dinanzi mi si fece un pien di fango,","un dannato si alzò vicino a me, pieno di fango,"
e disse: “Chi se' tu che vieni anzi ora?”.,"“Chi sei tu, che vieni prima dell’ora?”"
"E io a lui: “S'i' vegno, non rimango;","Risposi: “Io vengo, ma almeno me ne vado."
"ma tu chi se', che sì se' fatto brutto?”.","Ma tu, chi sei tu, per essere così sporco?»."
Rispuose: “Vedi che son un che piango”.,"“Vedi”, disse, “io sono uno degli spiriti che piangono”."
"E io a lui: “Con piangere e con lutto,","“Resta dunque”, risposi, “con il tuo pianto"
"spirito maladetto, ti rimani;","e i tuoi gemiti, anima per sempre maledetta,"
"ch'i' ti conosco, ancor sie lordo tutto”.","perché io ti conosco bene, nonostante la tua sporcizia!"""
Allor distese al legno ambo le mani;,Egli volle allora tendere le sue due mani verso la navata;
"per che 'l maestro accorto lo sospinse,","ma il maestro saggio lo respingeva in lontananza,"
dicendo: “Via costà con li altri cani!”.,e gli disse: «Vattene con gli altri cani!
Lo collo poi con le braccia mi cinse;,Poi mi circondò il collo delle sue due braccia.
"basciommi 'l volto e disse: “Alma sdegnosa,","e disse baciandomi in faccia: ""Anima alta,"
benedetta colei che 'n te s'incinse!,sia benedetto per sempre il seno che ti ha portato!
Quei fu al mondo persona orgogliosa;,"Questo fu un tempo gonfio per tanta superbia,"
bontà non è che sua memoria fregi:,che nessuna opera adorna oggi la sua memoria;
così s'è l'ombra sua qui furïosa.,e la giustizia vuole che qui la sua ombra rabbrividisca.
Quanti si tegnon or là sù gran regi,"Quanti sono lassù, vivendo come principi,"
"che qui staranno come porci in brago,","che un giorno diventeranno maiali nel pantano,"
di sé lasciando orribili dispregi!”.,"lasciando per ricordo un orrendo disprezzo!""."
"E io: “Maestro, molto sarei vago","Io: «Sarei a mio agio, o maestro, a vederlo"
di vederlo attuffare in questa broda,"costretto a tuffarsi in questa sporcizia,"
prima che noi uscissimo del lago”.,"prima di avere, entrambi, finito la traversata»."
Ed elli a me: “Avante che la proda,"E lui mi rispose: ""Prima di aver raggiunto"
"ti si lasci veder, tu sarai sazio:","l'altra riva, il tuo desiderio sarà realtà,"
di tal disïo convien che tu goda”.,perché il tuo giusto desiderio si compirà presto”.
Dopo ciò poco vid'io quello strazio,"Qualche istante dopo, vidi quelli del fango."
"far di costui a le fangose genti,","prendere da questo spirito una tale vendetta,"
che Dio ancor ne lodo e ne ringrazio.,che io non smetto di ringraziarne Dio.
Tutti gridavano: “A Filippo Argenti!”;,Tutti gridavano: «Sus a Philippe Argenti!».
e 'l fiorentino spirito bizzarro,"E lo spirito iracondo del fiorentino girava,"
in sé medesmo si volvea co' denti.,"di rabbia, i suoi denti contro la sua carne."
"Quivi il lasciammo, che più non ne narro;","Lo lasciammo là; non ne parlerò più,"
"ma ne l'orecchie mi percosse un duolo,",perché i suoni più tristi colpirono il mio orecchio
per ch'io avante l'occhio intento sbarro.,e mi fecero dardare il mio sguardo in avanti.
"Lo buon maestro disse: “Omai, figliuolo,","Il mio buon padrone mi disse: «Figlio mio, da ora in poi"
"s'appressa la città c'ha nome Dite,","vedrai più da vicino Dite, la grande città,"
"coi gravi cittadin, col grande stuolo”.",e dei suoi cittadini l’immensa e triste folla”.
"E io: “Maestro, già le sue meschite","E io: «Maestro, mi sembra già di vedere"
"là entro certe ne la valle cerno,","in fondo a questo vallone chiaramente le sue moschee,"
vermiglie come se di foco uscite,"così rossi, che sembra che escano dal fuoco»."
fossero”. Ed ei mi disse: “Il foco etterno,Allora mi spiegò: «È l'eterno braciere
"ch'entro l'affoca le dimostra rosse,","che, bruciando dentro, li fa apparire tali"
come tu vedi in questo basso inferno”.,che tu li scorgi alla fine di questi bassifondi».
Noi pur giugnemmo dentro a l'alte fosse,Finalmente siamo arrivati al fondo dei grandi fossati.
che vallan quella terra sconsolata:,"che custodiscono da ogni parte la città inconsolata,"
le mura mi parean che ferro fosse.,ai piedi delle pareti simili ai blocchi di ferro battuto.
"Non sanza prima far grande aggirata,","E, non senza aver fatto una lunga deviazione,"
venimmo in parte dove il nocchier forte,siamo venuti al luogo dove l'orribile innesco
"“Usciteci”, gridò: “qui è l'intrata”.","E noi gridammo: ""Scendi, è da qui che entriamo!""."
Io vidi più di mille in su le porte,Sulle porte ho visto più di mille spiriti.
"da ciel piovuti, che stizzosamente","precipitati dal cielo, dicendo con disprezzo:"
dicean: “Chi è costui che sanza morte,"Chi è dunque costui, che, senza morire egli stesso,"
va per lo regno de la morta gente?”.,nel regno dei morti entra come a casa sua?”
E 'l savio mio maestro fece segno,Ma il mio saggio dottore mostrò loro dei segni.
di voler lor parlar segretamente.,che gli avrebbe fatto sapere qualcosa a parte.
Allor chiusero un poco il gran disdegno,Rimproverarono un po’ la loro grande disapprovazione.
