Original,Translate_IT
"Affetto al suo piacer, quel contemplante","Assorbito nella sua delizia, quell'uomo di contemplazione"
"libero officio di dottore assunse,",ha assunto su se stesso il ruolo dell'insegnante
e cominciò queste parole sante:,e dettero queste parole sante:
"“La piaga che Maria richiuse e unse,",La ferita che Mary ha chiuso e unto
quella ch'è tanto bella da' suoi piedi,è stato aperto e inflitto
è colei che l'aperse e che la punse.,dalla bella donna ora ai piedi di Maria.
"Ne l'ordine che fanno i terzi sedi,","'Seguila, nell'ordine"
siede Rachel di sotto da costei,"formato dal terzo livello dei sedili,"
"con Bëatrice, sì come tu vedi.","Come puoi vedere, Rachel siede con Beatrice."
"Sarra e Rebecca, Iudìt e colei","Sarah e Rebecca, Judith e lei..."
che fu bisava al cantor che per doglia,"bisnonna di quella cantante che,"
"del fallo disse 'Miserere mei',","Addolorato per il suo peccato, gridò: ""Miserere mei"" --"
puoi tu veder così di soglia in soglia,"'si può vedere lì, uno sotto l'altro,"
"giù digradar, com'io ch'a proprio nome","nei loro ranghi ordinati, mentre io, pausando per ogni nome,"
vo per la rosa giù di foglia in foglia.,Spostare petalo per petalo verso il basso attraverso la rosa.
"E dal settimo grado in giù, sì come","E giù dal settimo livello, o in su,"
"infino ad esso, succedono Ebree,","separando tutti i petali di questo fiore,"
dirimendo del fior tutte le chiome;,sono i seggi designati dalle donne ebree.
"perché, secondo lo sguardo che fée","""Perché, secondo se nella loro fede"
"la fede in Cristo, queste sono il muro","guardavano avanti a Cristo o indietro,"
a che si parton le sacre scalee.,Questo è il muro che separa i livelli sacri.
Da questa parte onde 'l fiore è maturo,"'Da questo lato, dove il fiore è in piena fioritura"
"di tutte le sue foglie, sono assisi","con tutti i suoi petali, quelli sono seduti"
quei che credettero in Cristo venturo;,che credettero in Cristo fino ad ora.
da l'altra parte onde sono intercisi,"Dall'altra parte, dove i semicerchi"
"di vòti i semicirculi, si stanno","sono intervallati da spazi vuoti, sono seduti"
quei ch'a Cristo venuto ebber li visi.,coloro che hanno tenuto gli occhi su Cristo già vengono.
E come quinci il glorïoso scanno,E proprio come qui il glorioso sedile
de la donna del cielo e li altri scanni,della signora del cielo e gli altri posti sotto di esso
"di sotto lui cotanta cerna fanno,","formare quella lunga linea di divisione,"
"così di contra quel del gran Giovanni,","'Così, al contrario, fa quello dell'anima eccelsa di Giovanni,"
che sempre santo 'l diserto e 'l martiro,"che, santo fin dalla sua nascita, ha sopportato il deserto"
"sofferse, e poi l'inferno da due anni;","e il martirio, e poi due anni di Inferno."
e sotto lui così cerner sortiro,"""Seguilo e continua quella linea,"
"Francesco, Benedetto e Augustino","sieda Francesco, Benedetto, Agostino e altri,"
e altri fin qua giù di giro in giro.,"assegnato fino a questo punto, da un livello all'altro."
Or mira l'alto proveder divino:,"""Ora guardate la profondità della previsione di Dio,"
ché l'uno e l'altro aspetto de la fede,per entrambi i modi di mostrare la fede
igualmente empierà questo giardino.,riempirà questo giardino allo stesso modo.
E sappi che dal grado in giù che fiede,'E sappiate che verso il basso dalla fila
"a mezzo il tratto le due discrezioni,",che taglia a metà le due linee di divisione
"per nullo proprio merito si siede,","i seggi sono tenuti da coloro che non hanno avuto alcun merito,"
"ma per l'altrui, con certe condizioni:","""ma meritando altri, a condizioni fisse,"
ché tutti questi son spiriti asciolti,"sono stati liberati dal peccato, perché tutti questi sono spiriti"
prima ch'avesser vere elezïoni.,rilasciato prima di esercitare la libera scelta.
Ben te ne puoi accorger per li volti,"'Questo, infatti, si può scoprire per voi stessi"
"e anche per le voci püerili,","dai loro volti e dalle loro voci infantili,"
se tu li guardi bene e se li ascolti.,se li guardi con cura e se ascolti.
Or dubbi tu e dubitando sili;,Ora siete perplessi e silenziosi nella perplessità.
ma io discioglierò 'l forte legame,Lasciami slegare il nodo complicato
in che ti stringon li pensier sottili.,in cui i tuoi pensieri troppo sottili ti hanno legato.
Dentro a l'ampiezza di questo reame,'In tutta l'ampia gamma di questo dominio
"casüal punto non puote aver sito,",Nessuna traccia del caso puo' trovare un posto...
se non come tristizia o sete o fame:,"solo dolore, sete o fame,"
ché per etterna legge è stabilito,"Perche' tutto cio' che vedete qui e' ordinato dalla legge eterna,"
"quantunque vedi, sì che giustamente",in modo che l'anello circling qui si adatta
ci si risponde da l'anello al dito;,il dito che era destinato per esso.
e però questa festinata gente,"'Così, la compagnia di coloro che prematuramente"
a vera vita non è,venuto a questa vita vera non sono
intra sé qui più e meno eccellente.,posto sempre meno esaltato qui tra loro.
Lo rege per cui questo regno pausa,"'Il Re, per mezzo del quale questo regno riposa"
"in tanto amore e in tanto diletto,",nell'amore così grande e in così grande delizia
"che nulla volontà è di più ausa,","la loro volontà non oserebbe mai chiedere di più,"
le menti tutte nel suo lieto aspetto,"'creando ogni mente nella Sua beatitudine,"
"creando, a suo piacer di grazia dota",variamente conferisce la Sua grazia e come Egli vuole --
diversamente; e qui basti l'effetto.,"e, in questo caso, lasciamo che il fatto sia sufficiente."
E ciò espresso e chiaro vi si nota,'Questo è chiaramente ed espressamente notato per voi
ne la Scrittura santa in quei gemelli,per la Sacra Scrittura nel racconto dei gemelli
che ne la madre ebber l'ira commota.,"che, ancora nel grembo della madre, sono stati spostati all'ira."
"Però, secondo il color d'i capelli,","'Perciò, secondo il colore dei capelli"
di cotal grazia l'altissimo lume,"Donata di tanta grazia, la Luce Sovrana"
degnamente convien che s'incappelli.,li incoronerà con le loro aureole adatte.
"Dunque, sanza mercé di lor costume,",Non per quello che hanno fatto o non hanno fatto
"locati son per gradi differenti,","sono così posti in ranghi separati, separati"
sol differendo nel primiero acume.,solo per l'avidità della visione a cui sono nati.
Bastavasi ne' secoli recenti,"""Nei primi tempi solo la fede dei genitori,"
"con l'innocenza, per aver salute,","insieme con l'innocenza che possedevano,"
solamente la fede d'i parenti;,diede prova sufficiente della loro salvezza.
"poi che le prime etadi fuor compiute,","Una volta che la prima eta' aveva fatto il suo corso,"
convenne ai maschi a l'innocenti penne,i bambini maschi dovevano trovare la forza
per circuncidere acquistar virtute;,per ali innocenti in circoncisione.
"ma poi che 'l tempo de la grazia venne,","Ma una volta giunto il tempo della grazia,"
sanza battesmo perfetto di Cristo,"allora, senza battesimo perfetto in Cristo,"
tale innocenza là giù si ritenne.,tali innocenti sono stati espressi sotto.
Riguarda omai ne la faccia che a Cristo,"'Guardate ora sul volto che più assomiglia a Cristo,"
"più si somiglia, ché la sua chiarezza",per nient'altro che la sua luminosità
sola ti può disporre a veder Cristo”.,"può renderti adatto a guardare Cristo."""
Io vidi sopra lei tanta allegrezza,"Ho visto tanta gioia piovere su di lei,"
"piover, portata ne le menti sante",trasmesso all'interno delle menti e sopportato
"create a trasvolar per quella altezza,","da spiriti santi incorniciati per innalzare quelle altezze,"
"che quantunque io avea visto davante,","che, per quanto avessi visto prima,"
"di tanta ammirazion non mi sospese,","nulla mi aveva trattenuto in tanta meraviglia e suspense,"
né mi mostrò di Dio tanto sembiante;,"e non mi ha mostrato una simile somiglianza a Dio,"
"e quello amor che primo lì discese,","e lo spirito amorevole che era disceso per primo,"
"cantando 'Ave, Maria, gratïa plena',","cantare 'Ave Maria, gratia plena'"
dinanzi a lei le sue ali distese.,aleggiava davanti a lei con le sue ali distese.
Rispuose a la divina cantilena,"Da ogni parte la corte benedetta cantava,"
"da tutte parti la beata corte,","rispondendo al solenne canto sacro,"
sì ch'ogne vista sen fé più serena.,perché ogni volto diventasse più luminoso con gioia.
"“O santo padre, che per me comporte","'O santo padre, che per mio conto"
"l'esser qua giù, lasciando il dolce loco","degni di essere qui sotto, lasciando il posto dolce"
"nel qual tu siedi per etterna sorte,","dove per sorte eterna hai il tuo posto,"
qual è quell'angel che con tanto gioco,'che è l'angelo che guarda con tanta gioia
"guarda ne li occhi la nostra regina,","sugli occhi di lei nostra regina,"
innamorato sì che par di foco?”.,"così tanto innamorato che sembra essere una fiamma?"""
Così ricorsi ancora a la dottrina,Così ho cercato ancora una volta di ottenere istruzioni
"di colui ch'abbelliva di Maria,",da colui che splendeva nella bellezza di Maria
come del sole stella mattutina.,come la stella del mattino riflette il sole.
Ed elli a me: “Baldezza e leggiadria,E lui: 'Tutta la fiducia e la grazia del movimento
"quant'esser puote in angelo e in alma,",che si possono trovare in angelo o in ogni anima benedetta
"tutta è in lui; e sì volem che sia,","si trovano in lui -- e lo avremmo così,"
perch'elli è quelli che portò la palma,'Perché è lui che ha portato la palma a Maria
"giuso a Maria, quando 'l Figliuol di Dio",quando il Figlio di Dio eletto ad assumere
carcar si volse de la nostra salma.,il peso della nostra carne.
Ma vieni omai con li occhi sì com'io,"Ma che i tuoi occhi seguano le mie parole, mentre io continuo,"
"andrò parlando, e nota i gran patrici",notando gli eminenti patrizi
di questo imperio giustissimo e pio.,di questo impero più giusto e pio.
Quei due che seggon là sù più felici,"'Questi due che sono seduti là sopra di noi,"
"per esser propinquissimi ad Agusta,","più felice per essere così vicino all'imperatrice,"
