Original,Translate_IT_1
"Di sopra, nel terzo capitolo di questo trattato, promesso fue di ragionare dell'altezza della imperiale autoritade e della filosofica; e però, ragionato della imperiale, procedere oltre si conviene la mia digressione a vedere di quella del Filosofo, secondo la promessione fatta.","Nel terzo capitolo di questo trattato ho detto che avrei discusso la grande importanza da attribuire all'autorità imperiale e filosofica; così ora che ho discusso l'autorità imperiale, devo continuare a fare la mia parola e continuare con questa digressione trattando l'autorità del filosofo."
"E qui è prima da vedere che questo vocabulo vuole dire, però che qui è maggiore mestiere di saperlo che sopra lo ragionamento della imperiale, la quale per la sua maiestade non pare essere dubitata.","Su questo argomento il modo corretto di iniziare è quello di chiarire cosa significhi la parola ""autorità,"" poiché c'è un bisogno maggiore di questo qui che è stato il caso nella discussione dell'autorità dell'imperatore. La maestà stessa dell'ufficio imperiale non lascia alcun dubbio della sua autorità."
"È dunque da sapere che 'autoritade' non è altro che 'atto d'autore'. Questo vocabulo, cioè 'autore', sanza quella terza lettera C, può discendere da due principii: l'uno si è uno verbo molto lasciato dall'uso in gramatica, che significa tanto quanto 'legare parole, cioè 'auieo'. E chi ben guarda lui, nella sua prima voce apertamente vedrà che elli stesso lo dimostra, ché solo di legame di parole è fatto, cioè di sole cinque vocali, che sono anima e legame d'ogni parole, e composto d'esse per modo volubile, a figurare imagine di legame.","""Autorità"" significa ""l'attività propria di un autore (auctore) ."" Questa parola (auctore, senza la sua terza lettera, C) può essere derivata da una delle due fonti. Uno è un verbo auieo, che ha in gran parte abbandonato l'uso in latino; ha il significato di ""legare le parole insieme."" Una persona attenta riconoscerà chiaramente dalla sua forma nella prima persona del presente che la parola stessa rende il proprio significato chiaro, perché consiste interamente di ciò che lega le parole insieme, cioè interamente delle cinque vocali. Queste danno forma a, o legano insieme, ogni parola, e questa parola è composta di loro in un movimento fluente, in modo da formare l'immagine dell'atto di legarsi insieme."
"Ché, cominciando dall'A, nell'U quindi si rivolve, e viene diritto per I nell'E, quindi si rivolve e torna nell'O: sì che veramente imagina questa figura: A, E, I, O, U, la quale è figura di legame. E in quanto 'autore' viene e discende da questo verbo, si prende solo per li poeti, che coll'arte musaica le loro parole hanno legate; e di questa significazione al presente non s'intende.","Infatti c'è un primo swing da A a U, continuato da un movimento che passa direttamente da I a E, completato da un swing indietro da O, in modo che un'immagine AEIOU si formi davanti agli occhi, che è l'immagine di un nodo legato. ""Autore"" come avendo la sua origine e derivazione in questo verbo è utilizzato solo di poeti, che hanno legato le loro parole insieme attraverso l'arte della musica. Con la parola utilizzata in questo senso non mi interessa qui."
"L'altro principio onde autore' discende, sì come testimonia, Uguiccione nel principio delle sue Derivazioni, è uno vocabulo greco che dice 'autentin', che tanto vale in latino quanto 'degno di fede e d'obedienza'. E così 'autore', quinci derivato, si prende per ogni persona degna d'essere creduta e obedita. E da questo viene questo vocabulo del quale al presente si tratta, cioè 'autoritade': per che si può vedere che 'autoritade vale tanto quanto 'atto degno di fede e d'obedienza'. [Onde, con ciò sia cosa che Aristotile sia dignissimo di fede e d'obedienza,] manifesto è che le sue parole sono somma e altissima autoritade.","Come indica Uguiccione all'inizio delle sue Derivazioni, l'altra fonte da cui deriva l'""autore"" (autore) è la parola greca Autentin, che equivale al latino ""degno di essere fidato e obbedito."" Come così deriva, l'""autore"" si riferisce ad ogni persona degna di essere fidata e obbedita. Da questo deriva la parola con cui ci preoccupiamo, ""autorità."" È chiaro, quindi, che ""autorità"" significa la stessa ""attività degna di essere fidata e obbedita."" Devo solo stabilire che Aristotele è del tutto degno di essere fidato e obbedito perché sia chiaro che le sue parole sono dell'autorità più grande e venerata."
"Che Aristotile sia dignissimo di fede e d'obedienza così provare si può. Intra operarii e artefici di diverse arti e operazioni ordinate a una operazione od arte finale, l'artefice o vero operatore di quella massimamente dee essere da tutti obedito e creduto, sì come colui che solo considera l'ultimo fine di tutti li altri fini. Onde al cavaliere dee credere lo spadaio, lo frenaio, lo sellaio, lo scudaio, e tutti quelli mestieri che all'arte di cavalleria sono ordinati.","Che Aristotele è del tutto degno di essere fidato e obbedito può essere stabilito in questo modo. Quando un certo numero di persone dirigono le loro attività e competenze per garantire il successo in un'unica, ultima attività o abilità, allora è giusto che la persona la cui attività o abilità è immediatamente interessato a tale fine ultimo dovrebbe essere più obbedito e fidato da tutti gli altri, dal momento che egli solo ha conoscenza esperto della fine a cui tutti gli altri fini sono diretti. Così, per esempio, la parola del cavaliere dovrebbe essere fidato dal produttore di spada, il bridle-maker, il sellaio, lo scudo-maker e tutti gli altri che perseguono l'artigianato che sono diretti a consentire al cavaliere di svolgere il suo ruolo."
"E però che tutte l'umane operazioni domandano uno fine, cioè quello dell'umana vita, al quale l'uomo è ordinato in quanto elli è uomo, lo maestro e l'artefice che quello ne dimostra e considera, massimamente obedire e credere si dee. Questi è Aristotile: dunque esso è dignissimo di fede e d'obedienza.","E dal momento che tutte le attività umane sono necessariamente dirette ad un unico fine, vale a dire, quell'attività dell'essere umano che è specificamente umano, il maestro o esperto che mostra ciò che questo fine consiste, e che ne fa il suo studio speciale, la maggior parte merita di essere obbedito e fidato. Questo non è altro che Aristotele. Egli, quindi, è più degno di essere fidato e obbedito."
"E a vedere come Aristotile è maestro e duca della ragione umana in quanto intende alla sua finale operazione, si convene sapere che questo nostro fine, che ciascuno disia naturalmente, antichissimamente fu per li savi cercato. E però che li desideratori di quello sono in tanto numero e li apetiti sono quasi tutti singularmente diversi, avegna che universalmente siano pur [uno], malagevole fu molto a scernere quello dove dirittamente ogni umano apetito si riposasse.","Quest'ultimo punto, che Aristotele è il maestro e la guida della ragione umana nella misura in cui cerca il suo fine finale, può essere stabilito come segue. Dall'alba dei tempi, le menti più belle hanno cercato di determinare ciò che costituisce questo fine finale che tutti noi naturalmente desideriamo. Tuttavia, poiché vi è un così vasto numero di esseri umani alla ricerca di questo fine, e all'interno di ogni essere umano ogni desiderio, considerato da solo, differisce quasi completamente dagli altri desideri (nonostante il fatto che ha preso insieme i desideri formano un unico insieme), si è rivelato estremamente difficile discernere il fine la cui realizzazione sarebbe facilmente soddisfare ogni desiderio umano."
"Furono filosofi molto antichi, delli quali primo e prencipe fu Zenone, che videro e credettero questo fine della vita umana essere solamente la rigida onestade: cioè rigidamente, sanza respetto alcuno la verità e la giustizia seguire, di nulla mostrare dolore, di nulla mostrare allegrezza, di nulla passione avere sentore.","Nel passato molto remoto, poi, c'erano alcuni filosofi, tra i quali il primo e più distinto fu Zeno, che giunse alla conclusione che la fine propria della vita umana è una rettitudine senza risposta. Per essere più precisi, consiste nel perseguire verità e giustizia inconfutabili, senza riguardo per nient'altro, senza mai tradire il dolore o la gioia su nulla, anzi mai essere profondamente colpiti da nulla."
"E diffiniro così questo onesto: 'quello che sanza utilitade e sanza frutto, per sé di ragione è da laudare'. E costoro e la loro setta chiamati furono Stoici, e fu di loro quello glorioso Catone di cui non fui di sopra oso di parlare.","Rettitudine essi definirono come ciò che è riconosciuto dalla ragione come degno di lode per la sua stessa natura, senza alcuna considerazione data né all'utilità né al profitto. Questi filosofi e i loro seguaci furono chiamati Stoics, uno dei quali era il glorioso Cato, di cui non avevo la presunzione di parlare sopra."
