Original,Translate_IT
"Io vidi già cavalier muover campo,","A volte ho visto dei cavalieri alzare il campo,"
"e cominciare stormo e far lor mostra,","caricare nei combattimenti, camminare nelle parate"
e talvolta partir per loro scampo;,o ritirarsi per mettersi al riparo;
"corridor vidi per la terra vostra,","e da voi, Aretini, ho visto dei foraggi"
"o Aretini, e vidi gir gualdane,","battere i campi, o lo squadrone scorrere,"
fedir torneamenti e correr giostra;,"correre il carosello, urtare nei tornei,"
"quando con trombe, e quando con campane,","al suono di qualche campana o della tromba,"
"con tamburi e con cenni di castella,","del tamburo o, a volte, di un segnale del castello,"
e con cose nostrali e con istrane;,alla moda o come a casa nostra;
né già con sì diversa cennamella,Ma non ho mai visto un segnale più strano.
"cavalier vidi muover né pedoni,","mettere in moto una truppa a cavallo o a piedi,"
né nave a segno di terra o di stella.,o guidare qualche navata attraverso la costa o gli astri.
Noi andavam con li diece demoni.,Ci mettemmo in cammino con i dieci demoni:
Ahi fiera compagnia! ma ne la chiesa,"Ahimè, lo so, l'orribile compagnia!"
"coi santi, e in taverna coi ghiottoni.","ma il santo sull'altare, l'ubriaco al cabaret."
"Pur a la pegola era la mia 'ntesa,","Tuttavia, fissavo con lo sguardo questa pece,"
per veder de la bolgia ogne contegno,per esaminare meglio ciò che contiene la fossa
e de la gente ch'entro v'era incesa.,e lo stato degli spiriti che vi si cucinavano.
"Come i dalfini, quando fanno segno","Come fa il delfino, mentre fa sentire,"
a' marinar con l'arco de la schiena,"Mostrando ai marinai la curva della schiena,"
"che s'argomentin di campar lor legno,","che bisogna pensare di mettere al riparo la loro barca,"
"talor così, ad alleggiar la pena,","Così, di tanto in tanto, un peccatore mostrava"
mostrav'alcun de' peccatori 'l dosso,"una punta della schiena all'aria, per alleviare la sua pena,"
e nascondea in men che non balena.,"e si tuffava subito, più veloce del lampo."
E come a l'orlo de l'acqua d'un fosso,"E come sull'acqua che riempie la risata,"
"stanno i ranocchi pur col muso fuori,","i museali a fiore d'acqua, stanno le rane,"
"sì che celano i piedi e l'altro grosso,","nascondendo sotto le zampe e il corpo,"
sì stavan d'ogne parte i peccatori;,così i peccatori affioravano dappertutto;
"ma come s'appressava Barbariccia,","e se vedessero venire la troupe del Friso,"
così si ritraén sotto i bollori.,Si muovevano dalla testa alla fine del brodo.
"I' vidi, e anco il cor me n'accapriccia,",Ho visto (il mio cuore freme quando me lo ricordo)
"uno aspettar così, com'elli 'ncontra","uno di loro rimanere fuori, come la rana"
