Original,Translate_IT
"“O tu che se' di là dal fiume sacro”,","""O tu che sei oltre il fiume sacro,"""
"volgendo suo parlare a me per punta,","Rivolgendosi a me il punto del suo discorso,"
"che pur per taglio m'era paruto acro,","Quell'orlo mi era anche sembrato così affettuoso,"
"ricominciò, seguendo sanza cunta,","Ricominciava, continuando senza sosta,"
"“dì, dì se questo è vero; a tanta accusa","""Di': ""Se questo è vero,"
tua confession conviene esser congiunta”.,"La tua confessione ha bisogno di essere unita."""
"Era la mia virtù tanto confusa,","Le mie facoltà erano in così grande confusione,"
"che la voce si mosse, e pria si spense","Che la voce si muoveva, ma prima era estinta"
che da li organi suoi fosse dischiusa.,Di quanto dai suoi organi è stato impostato a largo.
Poco sofferse; poi disse: “Che pense?,"Aspettava un po', poi disse: ""Che cosa pensa?"
Rispondi a me; ché le memorie triste,"Rispondimi, per i ricordi tristi"
in te non sono ancor da l'acqua offense”.,"In te non sono ancora feriti dalle acque."""
Confusione e paura insieme miste,Confusione e sgomento insieme mescolati
"mi pinsero un tal “sì” fuor de la bocca,","forzato un sì così! dalla mia bocca, quella vista"
al quale intender fuor mestier le viste.,Era necessario per la comprensione di esso.
"Come balestro frange, quando scocca","Anche quando una balestra si rompe, quando viene scaricata"
"da troppa tesa, la sua corda e l'arco,","Troppo tesamente disegnato la corda e l'arco,"
"e con men foga l'asta il segno tocca,","E con meno forza la freccia colpisce il segno,"
"sì scoppia' io sottesso grave carco,","Così ho lasciato il posto sotto quel pesante fardello,"
"fuori sgorgando lagrime e sospiri,","Effusione in un torrente lacrime e sospiri,"
e la voce allentò per lo suo varco.,E la voce segnava il suo passaggio.
"Ond'ella a me: “Per entro i mie' disiri,","Da dove lei a me: ""In quei miei desideri"
che ti menavano ad amar lo bene,"che ti condusse all'amore di quel bene,"
"di là dal qual non è a che s'aspiri,","Al di là del quale non c'è nulla a cui aspirare,"
quai fossi attraversati o quai catene,Che trincee bugiarda traversata o che catene
"trovasti, per che del passare innanzi","Hai scoperto, quello di passare avanti"
dovessiti così spogliar la spene?,Avresti dovuto spogliarti così della speranza?
E quali agevolezze o quali avanzi,E quali attrazioni o quali vantaggi
"ne la fronte de li altri si mostraro,",Sulla fronte degli altri mostrarono:
per che dovessi lor passeggiare anzi?”.,"perché tu volga loro le tue orme?"""
"Dopo la tratta d'un sospiro amaro,","Dopo il sospiro di un sospiro amaro,"
"a pena ebbi la voce che rispuose,","Non avevo quasi la voce di rispondere,"
e le labbra a fatica la formaro.,E con la fatica le mie labbra l'hanno modellato.
Piangendo dissi: “Le presenti cose,"Piangendo ho detto: ""Le cose che presenti erano"
"col falso lor piacer volser miei passi,","Con il loro falso piacere ho abbandonato i miei passi,"
tosto che 'l vostro viso si nascose”.,"Appena il tuo volto si è nascosto."""
Ed ella: “Se tacessi o se negassi,"E lei: ""Dovrebbe tu stare in silenzio, o tacciare di menzogna"
"ciò che confessi, non fora men nota","Quello che confessi, non meno manifesto"
la colpa tua: da tal giudice sassi!,"Sarebbe colpa tua, da un tale giudice è noto."
Ma quando scoppia de la propria gota,Ma quando dalle proprie guance si esplode
"l'accusa del peccato, in nostra corte","L'accusa del peccato, nel nostro tribunale"
rivolge sé contra 'l taglio la rota.,Contro il bordo la ruota si gira da sola.
"Tuttavia, perché mo vergogna porte","Ma ancora, affinché tu possa provare una vergogna più grande"
"del tuo errore, e perché altra volta,","per la tua trasgressione, e un'altra volta"
"udendo le serene, sie più forte,","Sentindo le Sirene tu potrai essere più forte,"
pon giù il seme del piangere e ascolta:,abbattete il seme del pianto e assistete;
sì udirai come in contraria parte,"Così udrai, come in senso opposto"
mover dovieti mia carne sepolta.,La mia carne sepolta avrebbe dovuto guidarti.
Mai non t'appresentò natura o arte,Mai a te presentato arte o natura
"piacer, quanto le belle membra in ch'io",Piacere così grande come gli arti giusti in cui
"rinchiusa fui, e che so' 'n terra sparte;","Sono stato rinchiuso, che sparsi sono nella terra."
e se 'l sommo piacer sì ti fallio,E se il più grande piacere così ti ha deluso
"per la mia morte, qual cosa mortale","A causa della mia morte, quale cosa mortale"
dovea poi trarre te nel suo disio?,Avresti dovuto trascinarti nel suo desiderio?
"Ben ti dovevi, per lo primo strale",Dovresti in verità al primo pozzo
"de le cose fallaci, levar suso",Delle cose fallaci per essere risorti
di retro a me che non era più tale.,"Per seguirmi, che non era più tale."
"Non ti dovea gravar le penne in giuso,",Non avresti dovuto abbassare i tuoi pignoni.
"ad aspettar più colpo, o pargoletta","Per aspettare altri colpi, o bambina,"
o altra novità con sì breve uso.,O altra vanità di un uso così breve.
Novo augelletto due o tre aspetta;,"Il callow birdlet aspetta due o tre,"
ma dinanzi da li occhi d'i pennuti,"Ma agli occhi di coloro che già si espongono,"
rete si spiega indarno o si saetta”.,"Invano si diffonde la rete o si spara l'albero."""
"Quali fanciulli, vergognando, muti",Anche da bambini silenziosi nella loro vergogna
"con li occhi a terra stannosi, ascoltando","In piedi ad ascoltare con i loro occhi per terra,"
"e sé riconoscendo e ripentuti,",consapevoli della loro colpa e penitenti;
tal mi stav'io; ed ella disse: “Quando,"Ero anch'io in piedi, e lei disse: ""Se tu"
"per udir se' dolente, alza la barba,","Sentindo soffrire il dolore, alza la barba"
e prenderai più doglia riguardando”.,"E sentirai un dolore maggiore nel vedere."""
Con men di resistenza si dibarba,Con meno resistenza è un lenzuolo robusto
"robusto cerro, o vero al nostral vento","Sradicato, sia da un vento nativo"
"o vero a quel de la terra di Iarba,","Oppure da quello da regioni di Iarbas,"
ch'io non levai al suo comando il mento;,che ho alzato al suo comando il mio mento;
"e quando per la barba il viso chiese,",E quando lei per la barba il volto chiese:
ben conobbi il velen de l'argomento.,"Beh, ho percepito il veleno del suo significato."
"E come la mia faccia si distese,","E mentre il mio volto si alzava,"
posarsi quelle prime creature,Il mio occhio ha percepito quelle creature belle
da loro aspersïon l'occhio comprese;,si era riposato dalla distesa dei fiori;
"e le mie luci, ancor poco sicure,","E, ancora ma poco rassicurato, i miei occhi"
vider Beatrice volta in su la fiera,"Ho visto Beatrice girarsi verso il mostro,"
ch'è sola una persona in due nature.,E' una persona sola in due nature.
Sotto 'l suo velo e oltre la rivera,"Sotto il suo velo, oltre il verde martoreo,"
"vincer pariemi più sé stessa antica,",Mi è sembrata molto più la sua auto antica.
"vincer che l'altre qui, quand'ella c'era.","Per eccellere, rispetto ad altri qui, quando era qui."
"Di penter sì mi punse ivi l'ortica,","Così mi punse poi la spina della penitenza,"
che di tutte altre cose qual mi torse,Quello di tutte le altre cose quello che mi ha trasformato
"più nel suo amor, più mi si fé nemica.",La maggior parte per il suo amore è diventato il più mio nemico.
"Tanta riconoscenza il cor mi morse,",Tale auto-convinzione mi ha punto al cuore
"ch'io caddi vinto; e quale allora femmi,","Sono caduto, e quello che poi sono diventato..."
salsi colei che la cagion mi porse.,Sa chi mi aveva dato la causa.
"Poi, quando il cor virtù di fuor rendemmi,","Poi, quando il cuore ristabili' il mio senso esteriore,"
la donna ch'io avea trovata sola,"La signora che avevo trovato da sola, sopra di me"
"sopra me vidi, e dicea: “Tiemmi, tiemmi!”.","Ho visto e lei mi ha detto: ""Tienimi, tienimi."""
"Tratto m'avea nel fiume infin la gola,","Fino alla mia gola lei nel ruscello mi aveva attirato,"
e tirandosi me dietro sen giva,"E, trascinandomi dietro di lei, si stava muovendo."
sovresso l'acqua lieve come scola.,Sull'acqua leggermente come una navetta.
"Quando fui presso a la beata riva,","Quando ero vicino alla spiaggia benedetta,"
"'Asperges me' sì dolcemente udissi,","""Mi asperge,"" sentii così dolcemente cantare,"
"che nol so rimembrar, non ch'io lo scriva.","Ricordatelo che non posso, tanto meno scriverlo."
La bella donna ne le braccia aprissi;,"La bella signora spalancò le braccia,"
abbracciommi la testa e mi sommerse,"mi strinse la testa e mi immerse sotto,"
ove convenne ch'io l'acqua inghiottissi.,Dove sono stato costretto a ingoiare l'acqua.
"Indi mi tolse, e bagnato m'offerse",Poi mi ha disegnato e tutto il gocciolamento mi ha portato
dentro a la danza de le quattro belle;,"Nella danza dei quattro bellissimi,"
e ciascuna del braccio mi coperse.,E ognuno con il suo braccio mi ha coperto.
“Noi siam qui ninfe e nel ciel siamo stelle;,"Noi siamo ninfe, e nel Cielo siamo stelle;"
"pria che Beatrice discendesse al mondo,","Ere Beatrice discese al mondo,"
fummo ordinate a lei per sue ancelle.,"Noi, come sue ancelle, l'abbiamo nominata."
Merrenti a li occhi suoi; ma nel giocondo,"Ti condurremo ai suoi occhi, ma per i piacevoli"
lume ch'è dentro aguzzeranno i tuoi,"Luce che è dentro di loro, affilerà il tuo"
"le tre di là, che miran più profondo”.","I tre oltre, che guardano più profondamente."""
Così cantando cominciaro; e poi,Così cominciarono a cantare; e dopo
"al petto del grifon seco menarmi,","Al seno del Griffin mi condussero con loro,"
ove Beatrice stava volta a noi.,"Dove stava Beatrice, si voltò verso di noi."
Disser: “Fa che le viste non risparmi;,"""Guarda che non risparmi i tuoi occhi,"" dissero."
posto t'avem dinanzi a li smeraldi,"""Prima degli smeraldi ti abbiamo di stanza,"
ond'Amor già ti trasse le sue armi”.,"Da dove l'amore ha disegnato per te le sue armi."""
Mille disiri più che fiamma caldi,"Mille desideri, più caldi della fiamma,"
"strinsermi li occhi a li occhi rilucenti,","Fissai i miei occhi su quegli occhi risplendenti,"
che pur sopra 'l grifone stavan saldi.,Che ancora sul Griffin è rimasto fermo.
"Come in lo specchio il sol, non altrimenti","Come in un bicchiere il sole, non altrimenti"
"la doppia fiera dentro vi raggiava,","All'interno di loro c'era il doppio mostro che splendeva,"
"or con altri, or con altri reggimenti.","Ora con l'una, ora con l'altra natura."
"Pensa, lettor, s'io mi maravigliava,","Pensa, Reader, se dentro di me mi meraviglio,"
"quando vedea la cosa in sé star queta,","Quando ho visto la cosa stessa stare ferma,"
e ne l'idolo suo si trasmutava.,E a sua immagine si trasformò.
Mentre che piena di stupore e lieta,"Mentre con stupore pieno e giubilo,"
l'anima mia gustava di quel cibo,"La mia anima stava assaggiando il cibo, che mentre"
