Original,Translate_IT
Già si godeva solo del suo verbo,Ormai quello specchio benedetto era delizioso
"quello specchio beato, e io gustava","con le sue parole interiori; io, assaggiando le mie,"
"lo mio, temprando col dolce l'acerbo;",stava temperando l'amaro con il dolce.
e quella donna ch'a Dio mi menava,"Ma lei, la signora che mi conduce a Dio,"
disse: “Muta pensier; pensa ch'i' sono,"disse: ""Sposta i tuoi pensieri: ricordati, io sono vicino"
presso a colui ch'ogne torto disgrava”.,"a Colui Che allevia ogni male ingiusto."""
Io mi rivolsi a l'amoroso suono,"Sentindo il suono amorevole il mio conforto ha parlato,"
del mio conforto; e qual io allor vidi,Mi sono girato. Ma qui devo lasciare intatto
"ne li occhi santi amor, qui l'abbandono:","che amore ho visto nei suoi occhi santi,"
"non perch'io pur del mio parlar diffidi,","non solo perché non mi fido del mio discorso,"
ma per la mente che non può redire,"ma, anche, perché il richiamo non può recuperare"
"sovra sé tanto, s'altri non la guidi.",a meno che un altro non sia la sua guida.
"Tanto poss'io di quel punto ridire,",Questo solo... di quel momento... posso dire:
"che, rimirando lei, lo mio affetto","che anche mentre la guardavo, la mia anima"
"libero fu da ogne altro disire,",era libero da ogni altra necessità fino a quando
"fin che 'l piacere etterno, che diretto",come l'Eterna Misericordia che splendeva
"raggiava in Bëatrice, dal bel viso","sulla Beatrice direttamente, dai suoi occhi,"
mi contentava col secondo aspetto.,mi accontentò della luce riflessa.
"Vincendo me col lume d'un sorriso,","Ma, conquistando la mia volonta' con lo splendore del suo sorriso,"
ella mi disse: “Volgiti e ascolta;,"mi disse: ""Vogliatelo e ascoltate per"
ché non pur ne' miei occhi è paradiso”.,"non solo ai miei occhi è il Paradiso."""
Come si vede qui alcuna volta,"Come, qui sulla terra, a volte il nostro sentimento,"
"l'affetto ne la vista, s'elli è tanto,",se è abbastanza appassionato da prendere
"che da lui sia tutta l'anima tolta,","tutta l'anima, mostra in faccia,"
"così nel fiammeggiar del folgór santo,","così, nel fuoco del fuoco santo"
"a ch'io mi volsi, conobbi la voglia","a cui mi voltai, vidi che egli desiderava"
in lui di ragionarmi ancora alquanto.,altre parole con me. Ed egli cominciò:
El cominciò: “In questa quinta soglia,"""In questo quinto luogo di riposo, sull'albero"
de l'albero che vive de la cima,che cresce dalla sua corona e senza fine
"e frutta sempre e mai non perde foglia,","porta frutto e non perde mai alcuna foglia,"
"spiriti son beati, che giù, prima","sono anime benedette che, di sotto,"
"che venissero al ciel, fuor di gran voce,","sono venuti in cielo, erano così notevoli"
sì ch'ogne musa ne sarebbe opima.,che ogni poesia sarebbe arricchita da loro.
Però mira ne' corni de la croce:,"Guardate dunque la croce, lungo le corna:"
"quello ch'io nomerò, lì farà l'atto","coloro che io nomino correranno con la stessa rapidità,"
che fa in nube il suo foco veloce”.,"all'interno di una nuvola, i suoi fulmini rapidi lampeggiano."""
Io vidi per la croce un lume tratto,"Poi, appena fu nominato Joshua,"
"dal nomar Iosuè, com'el si feo;","Ho visto uno splendore spinto lungo la croce,"
né mi fu noto il dir prima che 'l fatto.,né ho notato il nome prima dell'atto.
E al nome de l'alto Macabeo,"E al nome del nobile Maccabeo,"
"vidi moversi un altro roteando,","Ho visto un'altra ruota di fiamma intorno a se stessa,"
e letizia era ferza del paleo.,e la gioia era la frusta che spronava quel top.
Così per Carlo Magno e per Orlando,"Così, anche, per Charlemagne e Roland-my"
"due ne seguì lo mio attento sguardo,",occhio attento tenuto veloce a quella coppia come
com'occhio segue suo falcon volando.,Un falconiere che segue il volo del suo falco.
Poscia trasse Guiglielmo e Rinoardo,Il prossimo per disegnare i miei occhi lungo quella croce
e 'l duca Gottifredi la mia vista,"erano William e Renouard e, anche, il duca Godfrey"
"per quella croce, e Ruberto Guiscardo.","e Robert Guiscardo. Poi, quando mi aveva lasciato"
"Indi, tra l'altre luci mota e mista,","e mescolato con le altre luci, l'anima"
mostrommi l'alma che m'avea parlato,"che mi aveva rivolto mostrava la sua arte,"
qual era tra i cantor del cielo artista.,cantare tra i cantanti in quella sfera.
Io mi rivolsi dal mio destro lato,Mi sono girato verso il mio lato destro per vedere se
"per vedere in Beatrice il mio dovere,",potrebbe vedere se Beatrice aveva significato
"o per parlare o per atto, segnato;",per parola o per gesto quello che dovevo fare
"e vidi le sue luci tanto mere,","e vide tale purezza nei suoi occhi,"
"tanto gioconde, che la sua sembianza","tale gioia, che il suo aspetto ora superato"
vinceva li altri e l'ultimo solere.,"la sua veste in altre occasioni, anche l'ultima."
"E come, per sentir più dilettanza","E come, sentendo una gioia più grande"
"bene operando, l'uom di giorno in giorno","nel fare il bene, un uomo diventa consapevole"
"s'accorge che la sua virtute avanza,","in quel giorno la sua virtù avanza,"
sì m'accors'io che 'l mio girare intorno,così mi sono reso conto che la mia rotazione
"col cielo insieme avea cresciuto l'arco,",con il cielo aveva aumentato il suo arco-da vedere
veggendo quel miracol più addorno.,quel miracolo diventa ancora più brillante.
E qual è 'l trasmutare in picciol varco,E come il rapido cambiamento che si può vedere
"di tempo in bianca donna, quando 'l volto",nel viso di una donna pallida quando si è liberata
"suo si discarchi di vergogna il carco,","da sé da sopportando timido pudore,"
"tal fu ne li occhi miei, quando fui vòlto,","tal cambiamento io, girando, ho visto: il rosso di Marte"
per lo candor de la temprata stella,era andato-e ora la sesta stella temperata
"sesta, che dentro a sé m'avea ricolto.",Il cielo bianco mi ha accolto in se stesso.
Io vidi in quella giovïal facella,Ho visto dentro quella torcia di Giove
lo sfavillar de l'amor che lì era,lo scintillante dell'amore che conteneva
segnare a li occhi miei nostra favella.,disegna davanti ai miei occhi i segni che parliamo.
"E come augelli surti di rivera,","E proprio come gli uccelli che spuntano dalle rive del fiume,"
"quasi congratulando a lor pasture,","come se si rallegrasse dopo avervi nutrito,"
"fanno di sé or tonda or altra schiera,","formerà un gregge rotondo o un'altra forma,"
sì dentro ai lumi sante creature,"così, nelle loro luci, gli esseri santi cantavano"
"volitando cantavano, e faciensi","e, nel loro volo, le cifre che hanno scritto"
"or D, or I, or L in sue figure.","erano ora una D, ora io, e ora una L."
"Prima, cantando, a sua nota moviensi;","In primo luogo, si sono mossi al ritmo della loro canzone;"
"poi, diventando l'un di questi segni,","poi, dopo che avevano finito di formare uno"
un poco s'arrestavano e taciensi.,"lettera, si fermarono per un po', in silenzio."
O diva Pegasëa che li 'ngegni,"O dio Pegasea, tu che dai"
"fai glorïosi e rendili longevi,","alla gloria geniale e alla lunga vita,"
"ed essi teco le cittadi e ' regni,","attraverso di te, dà questi ai regni e alle città,"
"illustrami di te, sì ch'io rilevi",dammi la tua luce che io possa enfatizzare
le lor figure com'io l'ho concette:,questi segni come li ho scritti nella mia mente:
paia tua possa in questi versi brevi!,il tuo potere possa apparire in queste brevi righe!
Mostrarsi dunque in cinque volte sette,Quegli spiriti benedetti hanno preso la forma di cinque
vocali e consonanti; e io notai,"per sette vocali e consonanti, e io"
"le parti sì, come mi parver dette.",ha notato le parti come sono state scritte per me.
"'DILIGITE IUSTITIAM', primai",DILIGITE GIUSTIAM erano il verbo
fur verbo e nome di tutto 'l dipinto;,e sostantivo che apparve per la prima volta in quella rappresentazione;
"'QUI IUDICATIS TERRAM', fur sezzai.",QUI IUDICATIS TERRAM seguito dopo.
Poscia ne l'emme del vocabol quinto,"Poi, dopo aver formato la M della quinta parola,"
rimasero ordinate; sì che Giove,questi spiriti hanno mantenuto il loro ordine; Giove
pareva argento lì d'oro distinto.,"l'argento, a quel punto, sembrava goffrato d'oro."
E vidi scendere altre luci dove,E ho visto altre luci scendere su
"era il colmo de l'emme, e lì quetarsi","l'apice della M e, assestando, cantando..."
"cantando, credo, il ben ch'a sé le move.",Penso... il Bene che li attira da se'.
"Poi, come nel percuoter d'i ciocchi arsi","Poi, come innumerevoli scintille si alzano"
"surgono innumerabili faville,",quando uno colpisce tronchi brucianti (e in quelle scintille)
"onde li stolti sogliono agurarsi,","gli sciocchi hanno un modo di leggere le augurie),"
resurger parver quindi più di mille,da quel M sembrava salire più di un migliaio
"luci e salir, qual assai e qual poco,","le luci; e si arrampicarono, alcuni alti, alcuni bassi, proprio come"
sì come 'l sol che l'accende sortille;,il Sole che li accende ha assegnato delle posizioni.
