Original,Translate_IT_1
"Lo più bello ramo che della radice razionale consurga si è la discrezione. Ché, sì come dice Tommaso sopra lo prologo dell'Etica, «conoscere l'ordine d'una cosa ad altra è propio atto di ragione», e[d è] questa discrezione. Uno de' più belli e dolci frutti di questo ramo è la reverenza che dee lo minore allo maggiore.","Il ramo più bello che scaturisce dalla radice della ragione è la discrezione, perché, come dice Tommaso, commentando il prologo dell'Etica, ""sapere come una cosa è legata all'altra è l'atto distintivo della ragione,"" ed è proprio questo che è la discrezione. Uno dei frutti più giusti e deliziosi di questo ramo è il rispetto dovuto dal minore al maggiore."
"Onde Tulio, nel primo delli Officii, parlando della bellezza che in sull'onestade risplende, dice la reverenza essere di quella; e così come questa è bellezza d'onestade, così lo suo contrario è turpezza e menomanza dell'onesto, lo quale contrario inreverenza o vero tracontanza dicere in nostro volgare si può.","Cicerone esprime questo punto di vista negli Uffici quando, parlando della bellezza che risplende dalla rettitudine, dichiara che il rispetto è parte di quella bellezza. E proprio come il rispetto appartiene alla bellezza della rettitudine, così il suo opposto, che nel vernacolare può essere definito irrispetto o arroganza, defila e sminuisce la rettitudine."
"E però esso Tulio nel medesimo luogo dice: «Mettere a negghienza di sapere quello che li altri sentano di lui, non solamente è di persona arrogante, ma di dissoluta»: che non vuole altro dire, se non che arroganza e dissoluzione è se medesimo non conoscere, ché [se medesimo conoscere] principio è [e]d è la misura d'ogni reverenza.","Come dice lo stesso Cicerone in quello stesso passaggio: ""Non sforzatevi di scoprire ciò che gli altri pensano di uno è il marchio di qualcuno che non è semplicemente arrogante ma dissoluto."" Ciò implica niente di meno che essere arrogante e dissoluto è quello di mancare di conoscenza di se stessi che è la fonte e la misura stessa di ogni rispetto."
"Per che io, volendo, con tutta reverenza e allo Principe e al Filosofo portando, la malizia d'alquanti della mente levare, per fondarvi poi suso la luce della veritade, prima che a riprovare le poste oppinioni proceda, mostrerò come, quelle riprovando, né contra [la] imperiale maiestade né contra lo Filosofo si ragiona inreverentemente.","Ecco perché io, che rispetto pienamente sia il principe che il filosofo, procedo nel modo seguente: il mio scopo è quello di sradicare il male dalla mente di alcuni, e sostituirlo con la luce della ragione, ma prima di procedere a confutare le opinioni di cui sopra, voglio chiarire che nel farlo non sto dicendo nulla di irrispettoso riguardo né la maestà imperiale né il filosofo."
"Ché se in alcuna parte di tutto questo libro inreverente mi mostrasse, non sarebbe tanto laido quanto in questo trattato; nel quale, di nobilitade trattando, me nobile e non villano deggio mostrare. E prima mostrerò me non presummere [contra l'autoritade del Filosofo; poi mostrerò me non presummere] contra la maiestade imperiale.","Dopo tutto, se dovessi mostrarmi irrispettoso ovunque in questo lavoro, non c'è posto in cui potrei farlo in modo meno appropriato che in questo trattato particolare: poiché sto trattando qui con nobiltà, il mio portamento dovrebbe essere esso stesso segnato dalla nobiltà, non dalla base. A mia volta, farò capire che non mi sto mettendo contro né l'autorità del filosofo né quella della maestà imperiale."
"Dico adunque che quando lo Filosofo dice: «Quello che pare alli più, impossibile è del tutto esser falso», non intende dicere del parere di fuori, cioè sensuale, ma di quello [di] dentro, cioè razionale; con ciò sia cosa che 'l sensuale parere secondo la più gente, sia molte volte falsissimo, massimamente nelli sensibili comuni, là dove lo senso spesse volte è ingannato.","Dove il Filosofo dice, allora, ""quello che la maggior parte delle persone giudica vero non può essere del tutto falso,"" non si riferisce al giudizio superficiale formato dai sensi, ma al giudizio interiore fatto dalla ragione. Perché il giudizio formato dai sensi è, nella maggior parte delle persone, spesso del tutto falso, soprattutto per quanto riguarda le cose percepite insieme dai diversi sensi, poiché in questi casi ciò che i sensi riferiscono è molto spesso sbagliato."
"Onde sapemo che alla più gente lo sole pare di larghezza nel diametro d'un piede, e sì è ciò falsissimo. Ché, secondo lo cercamento e la invenzione che ha fatto l'umana ragione coll'altre sue arti, lo diametro del corpo del sole è cinque volte quanto quello della terra, e anche una mezza volta; [onde], con ciò sia cosa che la terra per lo diametro suo sia semilia cinquecento miglia, lo diametro del sole, che alla sensuale apparenza appare di quantità d'un piede, è trentacinque milia settecento cinquanta miglia.","Sappiamo, per esempio, che per la maggior parte delle persone il diametro del sole sembra essere un piede attraverso, ma questo è del tutto falso; la ragione umana, facendo osservazioni e scoperte con le varie abilità al suo comando, ha dimostrato che il diametro del corpo del sole è cinque-e-mezzo volte quello della terra. Dove la terra è 6.500 miglia di diametro, il diametro del sole, che ai giudizi formati dai sensi è un piede attraverso, è in realtà 35.750 miglia attraverso."
"Per che manifesto è Aristotile non avere inteso della sensuale apparenza; e però, se io intendo solo alla sensuale apparenza riprovare, non faccio contra la intenzione del Filosofo, e però nella reverenza che a lui si dee non offendo. E che io sensuale apparenza intenda riprovare è manifesto.","E 'chiaro, quindi, che Aristotele non si riferiva al giudizio formato dai sensi. Quindi, se il mio scopo è quello di confutare un giudizio formato dai sensi, non vado contro ciò che era previsto dal Filosofo, né, di conseguenza, sono in alcun modo desidero nel rispetto che è dovuto a lui."
"Ché costoro che così giudicano, non giudicano se non per quello che sentono di queste cose che la fortuna può dare e tòrre; ché, perché veggiono fare le parentele delli alti matrimonii, li edifici mirabili, le possessioni larghe, le segnorie grandi, credono quelle essere cagioni di nobilitade, anzi essa nobilitade credono quelle essere. Che s'elli giudicassero col parere razionale, dicerebbero lo contrario, cioè la nobilitade essere cagione di queste, sì come di sotto in questo trattato si vedrà.","E' infatti chiaro che ciò che intendo confutare è un giudizio formato dai sensi, perché coloro che detengono il parere sopra indicato giudicano tenendo conto solo di ciò che i loro sensi informano sulle cose che la fortuna può dare e togliere. Infatti, quando vedono i legami familiari essere fatti attraverso alti matrimoni, quando vedono splendidi edifici, grandi tenute e possenti signorie, credono che queste siano la fonte della nobiltà; anzi pensano che siano l'essenza stessa della nobiltà. Se invece giudicassero sulla base della conoscenza razionale, direbbero il contrario, che è nobiltà che è la fonte di tutto questo, come mostrerò in questo trattato."
"E come io, secondo che vedere si può, contra la reverenza del Filosofo non parlo ciò riprovando, così non parlo contra la reverenza dello Imperio: e la ragione mostrare intendo. Ma però che, dinanzi dall'aversario se ragiona, lo rettorico dee molta cautela usare nel suo sermone, acciò che l'aversario quindi non prenda materia di turbare la veritade; io, che al volto di tanti aversarii parlo in questo trattato, non posso lievemente parlare; onde, se le mie digressioni sono lunghe, nullo si maravigli.","E proprio come io non parlo irrispettosamente del Filosofo nel confutare il punto di vista di cui sopra, come è ormai evidente, né lo faccio per quanto riguarda l'imperatore, e ho intenzione di dare i motivi per questa affermazione."
