Original,Translate_IT
"Ricorditi, lettor, se mai ne l'alpe","Ricorda, lettore, se mai in montagna"
ti colse nebbia per la qual vedessi,"improvvisamente ti sei visto sorpreso dalla nebbia,"
"non altrimenti che per pelle talpe,","più spesso di quanto non lo sia la taia agli occhi delle talpe,"
"come, quando i vapori umidi e spessi","Ricorda come, quando la nebbia umida"
"a diradar cominciansi, la spera","comincia a schiarirsi, il globo del sole"
del sol debilemente entra per essi;,penetra debolmente all'interno di questi vapori;
e fia la tua imagine leggera,In questo modo la tua mente arriverà
in giugnere a veder com'io rividi,per vedere più facilmente come ho trovato
"lo sole in pria, che già nel corcar era.",Prima di tutto il sole sta tramontando.
"Sì, pareggiando i miei co' passi fidi","Poi, seguendo passo dopo passo la marcia devota"
"del mio maestro, usci' fuor di tal nube","dal padrone, uscii fuori da questa boccata"
ai raggi morti già ne' bassi lidi.,mentre la luce espirava sui bordi.
O imaginativa che ne rube,"Immaginazione, o tu che ci trascini"
"talvolta sì di fuor, ch'om non s'accorge","così lontano da noi a volte che non se ne rende più conto,"
"perché dintorno suonin mille tube,","anche se presso di noi scoppiano cento trombe,"
"chi move te, se 'l senso non ti porge?","Chi ti commuove, quando i sensi non ti offrono nessuna presa?"
"Moveti lume che nel ciel s'informa,","Senza dubbio una chiarezza che prende la sua forma in cielo,"
per sé o per voler che giù lo scorge.,"da sola, o da un volere dall’alto, che ce lo infonde."
De l'empiezza di lei che mutò forma,Improvvisamente il cambiamento di questa donna empia
"ne l'uccel ch'a cantar più si diletta,","trasformato in un uccello che canta meglio di tutti,"
ne l'imagine mia apparve l'orma;,sullo schermo dello spirito apparve come un'ombra;
e qui fu la mia mente sì ristretta,e questo si richiuse così bene
"dentro da sé, che di fuor non venìa","su se stesso, che nulla di ciò che gli veniva"
cosa che fosse allor da lei ricetta.,dal mondo esterno non avrebbe potuto distrarlo.
Poi piovve dentro a l'alta fantasia,E poi sul mio spirito cadde come una pioggia
"un crucifisso, dispettoso e fero",la visione di un uomo orgoglioso e feroce
"ne la sua vista, e cotal si moria;","che, messo in croce, moriva come aveva vissuto."
"intorno ad esso era il grande Assüero,",Vicino a lui c'era il grande Assuero
"Estèr sua sposa e 'l giusto Mardoceo,","con sua moglie Ester, il giusto Mardocheo,"
che fu al dire e al far così intero.,Anche in parole e in realtà.
E come questa imagine rompeo,"E siccome il quadro era svenuto,"
"sé per sé stessa, a guisa d'una bulla","spezzandosi da se stesso, come arriva alle bolle,"
"cui manca l'acqua sotto qual si feo,","quando l'acqua che li fa comincia a mancargli,"
surse in mia visïone una fanciulla,dai miei sogni sorse certa ragazza
"piangendo forte, e dicea: “O regina,","piangendo amaramente, e che diceva: ""O regina,"
perché per ira hai voluto esser nulla?,Perché la tua rabbia ha amato meglio il non-essere?
Ancisa t'hai per non perder Lavina;,Ti sei dato la morte per custodire Lavinia!
"or m'hai perduta! Io son essa che lutto,","Tu non l’hai custodita; ed ecco, io piango,"
"madre, a la tua pria ch'a l'altrui ruina”.","prima di quello di un altro, o madre, questa trasgressione!"""
Come si frange il sonno ove di butto,Come il rapido raggio che cade sulle palpebre
"nova luce percuote il viso chiuso,",distende il viso e spezza il sonno
che fratto guizza pria che muoia tutto;,"che, tutto rotto, rabbrividisce e muore dolcemente,"
così l'imaginar mio cadde giuso,"così le mie visioni svanirono in seguito,"
"tosto che lume il volto mi percosse,",appena il mio sguardo percepirà una luce
maggior assai che quel ch'è in nostro uso.,più grande dei fuochi di cui si usa quaggiù.
"I' mi volgea per veder ov'io fosse,","Stavo per voltarmi per vedere meglio dove ero,"
"quando una voce disse “Qui si monta”,","quando una voce mi dice: “È da qui che si sale”,"
che da ogne altro intento mi rimosse;,Mi distrae così da ogni altro pensiero.
e fece la mia voglia tanto pronta,e facendo nascere in me così fortemente l’invidia
"di riguardar chi era che parlava,","di sapere chi era colui che mi parlava,"
"che mai non posa, se non si raffronta.",Non ho avuto tregua prima di averlo visto.
Ma come al sol che nostra vista grava,Ma come lo sguardo sostiene male il sole
"e per soverchio sua figura vela,","e l’eccesso di luce impedisce di vederlo,"
così la mia virtù quivi mancava.,La mia forza si indebolisce sentendo la sua presenza.
"“Questo è divino spirito, che ne la",È uno spirito divino che ci mostra la via
"via da ir sù ne drizza sanza prego,","per andare in alto, senza farsi pregare,"
e col suo lume sé medesmo cela.,e il suo proprio splendore impedisce che lo si veda.
"Sì fa con noi, come l'uom si fa sego;",Agisce con noi come si fa per se stessi;
"ché quale aspetta prego e l'uopo vede,",perché al bisogno che incombe non si aspetta la preghiera
