Original,Translate_IT
"Né 'l dir l'andar, né l'andar lui più lento","Il nostro parlare non ha rallentato il nostro ritmo, il nostro ritmo"
"facea, ma ragionando andavam forte,","non rallentare il nostro parlare; ma conversare, noi"
sì come nave pinta da buon vento;,"si muoveva in fretta, come una barca un buon vento drive."
"e l'ombre, che parean cose rimorte,","E riconoscendo che ero vivo,"
per le fosse de li occhi ammirazione,le ombre... sembravano essere cose due volte morte.
"traean di me, di mio vivere accorte.",stupimento dagli incavi dei loro occhi.
"E io, continüando al mio sermone,","E io, continuando il mio racconto, aggiunsi:"
dissi: “Ella sen va sù forse più tarda,"""Forse è più lento nella sua salita"
"che non farebbe, per altrui cagione.",che sarebbe stato se non avesse incontrato l'altro.
"Ma dimmi, se tu sai, dov'è Piccarda;","Ma dimmi, se puoi: dov'è Piccarda?"
dimmi s'io veggio da notar persona,"E dimmi se, tra quelli che mi fissano,"
tra questa gente che sì mi riguarda”.,"Riesco a vedere qualsiasi persona che dovrei notare."""
"“La mia sorella, che tra bella e buona","""Mia sorella-e non so se lei"
"non so qual fosse più, trïunfa lieta",era più grande nella sua bontà o la sua bellezza-
ne l'alto Olimpo già di sua corona”.,in alto l'Olimpo è in trionfo;
Sì disse prima; e poi: “Qui non si vieta,"Gioisce già nella sua corona."""
"di nominar ciascun, da ch'è sì munta","ha cominciato, poi ha aggiunto: ""Non è vietato"
nostra sembianza via per la dïeta.,per nominare ogni ombra qui-astinenza ha mangiato
"Questi”, e mostrò col dito, “è Bonagiunta,","e ci ha indicato: ""Questo"
Bonagiunta da Lucca; e quella faccia,"è Bonagiunta, Bonagiunta da"
di là da lui più che l'altre trapunta,"Lucca; quella al di là di lui, ancora di più"
ebbe la Santa Chiesa in le sue braccia:,"emaciato rispetto al resto, aveva stretto"
"dal Torso fu, e purga per digiuno",la Santa Chiesa; era di Tours; il suo digiuno
l'anguille di Bolsena e la vernaccia”.,"Purifica le anguille di Bolsena, il vino di Vernaccia."""
Molti altri mi nomò ad uno ad uno;,"E ne nominò molti altri, uno per uno"
"e del nomar parean tutti contenti,","e, al loro nome, sembravano tutti soddisfatti;"
sì ch'io però non vidi un atto bruno.,Cosi' che... per questa... per questa... per questa... per questa faccia non ci fosse piu' la faccia.
Vidi per fame a vòto usar li denti,Ho visto... i loro denti mordevano il vuoto...
Ubaldin da la Pila e Bonifazio,"sia Ubaldin da la Pila che Boniface,"
che pasturò col rocco molte genti.,che pastoreggiava così tanti con il suo bastone.
"Vidi messer Marchese, ch'ebbe spazio","Ho visto Messer Marchese, che una volta aveva"
"già di bere a Forlì con men secchezza,","più facilità, meno secchezza, bere a Forlì"
"e sì fu tal, che non si sentì sazio.",e non avrebbe mai potuto soddisfare la sua sete.
Ma come fa chi guarda e poi s'apprezza,Ma proprio come colui che guarda e poi stima
"più d'un che d'altro, fei a quel da Lucca,","uno più di altri, così l'ho premiato"
che più parea di me aver contezza.,"di Lucca, perché sembrava conoscermi meglio."
El mormorava; e non so che “Gentucca”,"Egli mormorò; qualcosa come ""Gentucca"" era"
"sentiv'io là, ov'el sentia la piaga",quello che ho sentito dal posto dove poteva sentire
de la giustizia che sì li pilucca.,la ferita della giustizia che li denuda così.
"“O anima”, diss'io, “che par sì vaga","""O anima,"" dissi, ""che sembra così ansiosa di"
"di parlar meco, fa sì ch'io t'intenda,","parlate con me, parlate in modo che io vi ascolti,"
e te e me col tuo parlare appaga”.,"perché la parola possa soddisfare sia voi che me."""
"“Femmina è nata, e non porta ancor benda”,","Rispose: ""Anche se gli uomini condannano la mia città,"
"cominciò el, “che ti farà piacere",c'è una donna nata - non indossa velo
"la mia città, come ch'om la riprenda.",ancora... a causa della quale lo troverete piacevole.
Tu te n'andrai con questo antivedere:,Tu devi camminare con questa profezia;
"se nel mio mormorar prendesti errore,",e se c'è qualcosa nel mio mormorio
dichiareranti ancor le cose vere.,"Tu dubiti, gli eventi stessi mi porteranno fuori."
Ma dì s'i' veggio qui colui che fore,Ma dimmi se l'uomo che vedo qui
"trasse le nove rime, cominciando","è colui che ha portato le nuove rime, cominciando:"
'Donne ch'avete intelletto d'amore' ”.,"""Signore che hanno intelligenza d'amore."""
"E io a lui: “I' mi son un che, quando","Ho risposto: ""Io sono uno che, quando l'amore respira"
"Amor mi spira, noto, e a quel modo","in me, prende nota; ciò che egli, dentro, detta,"
ch'e' ditta dentro vo significando”.,"Io, in questo modo, senza, parlerei e formerei."""
"“O frate, issa vegg'io”, diss'elli, “il nodo","""O fratello, ora capisco,"" disse, ""il nodo"
che 'l Notaro e Guittone e me ritenne,"che ha tenuto il notaio, Guittone, e me"
di qua dal dolce stil novo ch'i' odo!,a parte il dolce nuovo modo che sento.
Io veggio ben come le vostre penne,Vedo chiaramente come le tue penne seguono da vicino
"di retro al dittator sen vanno strette,","dietro a chi comanda, e certamente"
che de le nostre certo non avvenne;,che non è accaduto con le nostre penne; ed egli
"e qual più a gradire oltre si mette,",che si mette a ferrare profondamente
non vede più da l'uno a l'altro stilo”;,non può trovare altra differenza tra
"e, quasi contentato, si tacette.","I due stili."" Cadde fermo, contento."
"Come li augei che vernan lungo 'l Nilo,",Anche come uccelli che l'inverno sul Nilo
"alcuna volta in aere fanno schiera,","a volte rallenterà e formerà un gregge nell aria,"
"poi volan più a fretta e vanno in filo,","poi velocizzare il loro volo e formare un file, così tutti"
"così tutta la gente che lì era,","le persone che erano là commosse molto più rapidamente,"
"volgendo 'l viso, raffrettò suo passo,","distogliere le loro facce, affrettandosi"
e per magrezza e per voler leggera.,il loro ritmo a causa della magra e del desiderio.
"E come l'uom che di trottare è lasso,",E proprio come chi è stanco di correre lascia
"lascia andar li compagni, e sì passeggia",i suoi compagni vanno avanti e rallenta i suoi passi
"fin che si sfoghi l'affollar del casso,","finche' non si alleviera' la pancia del petto,"
sì lasciò trapassar la santa greggia,Così fece Forese il santo gregge
"Forese, e dietro meco sen veniva,","Passare e muoversi, dietro, con me, dicendo:"
dicendo: “Quando fia ch'io ti riveggia?”.,"""Quanto ci vorra' prima che ti riveda?"""
"“Non so”, rispuos'io lui, “quant'io mi viva;","""Non lo so,"" dissi, ""per quanto tempo vivrò;"
"ma già non fïa il tornar mio tantosto,","e tuttavia, per quanto veloce sia il mio ritorno,"
ch'io non sia col voler prima a la riva;,il mio desiderio di queste coste mi avrebbe fatto venire qui.
"però che 'l loco u' fui a viver posto,",prima-perché il posto in cui sono stato impostato
"di giorno in giorno più di ben si spolpa,",vivere è giorno dopo giorno privo di bene
e a trista ruina par disposto”.,"e sembra lungo la strada alla rovina miserabile."""
"“Or va”, diss'el; “che quei che più n'ha colpa,","""Non essere irritato,"" disse, ""perché posso vedere"
vegg'ïo a coda d'una bestia tratto,il più colpevole di tutti trascinato da una bestia
inver' la valle ove mai non si scolpa.,coda verso la valle dove nessun peccato è purificato.
"La bestia ad ogne passo va più ratto,","Ad ogni passo la bestia si muove più velocemente, sempre"
"crescendo sempre, fin ch'ella il percuote,","guadagnando slancio, finché non lo distrugge"
e lascia il corpo vilmente disfatto.,e lascia il suo corpo squallidamente sciolto.
"Non hanno molto a volger quelle ruote”,","Quelle ruote,"" e qui guardò il cielo,"
"e drizzò li occhi al ciel, “che ti fia chiaro","""Non ho molto tempo per girare prima che tu veda"
ciò che 'l mio dir più dichiarar non puote.,chiaramente quello che non posso dire più apertamente.
Tu ti rimani omai; ché 'l tempo è caro,"Ora resti indietro, perche' il tempo e' costoso."
"in questo regno, sì ch'io perdo troppo",qui in questo regno; dovrei perdere troppo
venendo teco sì a paro a paro”.,"muovendosi con voi così, alla stessa velocità."""
Qual esce alcuna volta di gualoppo,"Proprio come un cavaliere a volte esce galoppo,"
"lo cavalier di schiera che cavalchi,","lasciandosi alle spalle la sua truppa di cavalieri,"
"e va per farsi onor del primo intoppo,",per guadagnare l'onore del primo
tal si partì da noi con maggior valchi;,"lo scontro-così, con passi più lunghi, ci ha lasciati;"
e io rimasi in via con esso i due,e sono rimasto lungo il mio cammino con quelli
che fuor del mondo sì gran marescalchi.,due che erano così grandi Marshal del mondo.
"E quando innanzi a noi intrato fue,",E quando era andato cosi' lontano davanti a noi...
"che li occhi miei si fero a lui seguaci,","che i miei occhi si sforzarono di seguirlo, come"
"come la mente a le parole sue,","La mia mente si stava sforzando dopo quello che aveva detto,"
parvermi i rami gravidi e vivaci,"i rami di un altro albero,"
"d'un altro pomo, e non molto lontani","con la frutta, viva di verde, mi apparve"
per esser pur allora vòlto in laci.,"nelle vicinanze, appena dopo una curva in cui mi ero girato."
Vidi gente sott'esso alzar le mani,"Sotto l'albero ho visto le ombre alzare le mani,"
"e gridar non so che verso le fronde,","piangendo non so che cosa verso i rami,"
quasi bramosi fantolini e vani,"come piccoli bambini ansiosi, con la testa vuota"
"che pregano, e 'l pregato non risponde,","che implorano, ma chi essi implorano non"
"ma, per fare esser ben la voglia acuta,","rispondere, ma per provocare il loro desiderio,"
tien alto lor disio e nol nasconde.,"tiene alto, e non nasconde, la cosa che vogliono."
Poi si partì sì come ricreduta;,Partirono come se fossero disabitati.
"e noi venimmo al grande arbore adesso,","e subito abbiamo raggiunto quel grande albero,"
che tanti prieghi e lagrime rifiuta.,che mette da parte tante preghiere e lacrime.
“Trapassate oltre sanza farvi presso:,"""Continuate, ma non avvicinatevi ad essa;"
"legno è più sù che fu morso da Eva,","c'è un albero sopra il quale Eva ha mangiato,"
e questa pianta si levò da esso”.,"e da quell'albero sopra, questa pianta è stata sollevata."""
Sì tra le frasche non so chi diceva;,"Tra i rami, una voce... non so di chi..."
"per che Virgilio e Stazio e io, ristretti,","così parlò; così, avvicinandosi, Virgilio, Statio,"
oltre andavam dal lato che si leva.,"e mi sono aggrappato, lungo il lato che si alza."
"“Ricordivi”, dicea, “d'i maladetti","Diceva: ""Ricordati di quelli con doppio petto,"
"nei nuvoli formati, che, satolli,","i miserabili, nati dalle nuvole,"
Tesëo combatter co' doppi petti;,che Teseo aveva combattuto quando si erano gongolati;
"e de li Ebrei ch'al ber si mostrar molli,","e coloro che Gedeone rifiutò come compagni,"
"per che no i volle Gedeon compagni,","quegli Ebrei che avevano bevuto troppo avidamente,"
quando inver' Madïan discese i colli”.,"quando scendeva le colline verso Madian."""
Sì accostati a l'un d'i due vivagni,"Quindi, tenendosi vicino ad uno dei margini di quella strada,"
"passammo, udendo colpe de la gola","Siamo andati avanti, sentendo parlare di golosità..."
seguite già da miseri guadagni.,i suoi peccati ripagati da pene dispiaciute.
"Poi, rallargati per la strada sola,","Poi, con più spazio lungo il sentiero solitario;"
"ben mille passi e più ci portar oltre,","mille passi e più ci avevano portati avanti,"
contemplando ciascun sanza parola.,ognuno di noi medita senza parole.
"“Che andate pensando sì voi sol tre?”,","""Cosa state pensando, voi tre che camminate"
sùbita voce disse; ond'io mi scossi,"da solo?"" una voce improvvisa ha gridato; a cui"
come fan bestie spaventate e poltre.,Ho iniziato come un giovane animale spaventato.
Drizzai la testa per veder chi fossi;,Ho alzato la testa per vedere chi fosse.
