Original,Translate_IT_1
"Come detto è, la imperfezione delle ricchezze non solamente nel loro [indiscreto] avenimento si può comprendere, ma eziandio nel pericoloso loro acrescimento; e però che in ciò più si può vedere di loro difetto, solo di questo fa menzione lo testo, dicendo quelle, «quantunque collette», non solamente non quietare, ma dare più sete e rendere altrui più defettivo e insufficiente.","Come ho detto sopra, l'imperfezione delle ricchezze può essere riconosciuta non solo nel fatto che la loro acquisizione è fortuito, ma anche nel fatto che il loro aumento porta molti pericoli. Poiché la loro carenza è più evidente in quest'ultimo, è solo questo che il testo cita, dicendo di ricchezze che non importa quanto abbondantemente accumulato non solo non ancora il desiderio della gente, ma farli assetare più e lasciare loro più insoddisfatto e più insoddisfatto."
"E qui si vuole sapere che le cose defettive possono avere li loro difetti per modo che nella prima faccia non paiono, ma sotto pretesto di perfezione la imperfezione si nasconde; e possono avere quelli sì che del tutto sono discoperti, sì che apertamente nella prima faccia si conosce la imperfezione.","Si deve spiegare qui che le cose difettose sono di due tipi: o i loro difetti sono camuffati sulla superficie, e la loro imperfezione si nasconde sotto la maschera della perfezione; o i loro difetti sono completamente aperti alla vista, e la loro imperfezione è indiscussamente evidente anche sulla superficie."
"E quelle cose che prima non mostrano li loro difetti sono più pericolose, però che di loro molte fiate prendere guardia non si può: sì come vedemo nel traditore, che nella faccia dinanzi si mostra amico, sì che fa di sé fede avere, e sotto pretesto d'amistade chiude lo difetto della inimistade. E per questo modo le ricchezze pericolosamente nel loro acrescimento sono imperfette, che, sommettendo ciò che promettono, apportano lo contrario.","Le cose i cui difetti non sono immediatamente evidenti sono le più pericolose, perché spesso non possiamo essere in guardia contro di loro. In questo sono come un traditore: in superficie ha ogni aspetto di essere amico e così guadagna la nostra fiducia, ma sotto la maschera dell'amicizia nasconde il difetto di essere nostro nemico. È così che le ricchezze come aumentano sono pericolosamente carenti, perché in questo modo mettono da parte le loro promesse e portano l'opposto."
"Promettono le false traditrici sempre, in certo numero adunate, rendere lo raunatore pieno d'ogni appagamento; e con questa promessione conducono l'umana volontade in vizio d'avarizia. E per questo le chiama Boezio, in quello Di Consolazione, pericolose, dicendo: «Ohmè! chi fu quel primo che li pesi dell'oro coperto e le pietre che si voleano ascondere, preziosi pericoli, cavòe?».","Questi falsi traditori promettono che se sono ammassati ad una certa quantità renderanno la persona che lo fa pienamente soddisfatto in ogni modo; e facendo questa promessa, invogliano la volontà umana nel vizio dell'avarizia. Ecco perché Boezio nel suo libro sulla Consolazione li accusa di essere pericolosi quando dice: ""Ah me! chi per primo ha dissotterrato i mucchi d'oro che giacevano coperti, e le pietre che volevano rimanere nascoste, pericoli preziosi che sono?"""
"Promettono le false traditrici, se bene si guarda, di tòrre ogni sete e ogni mancanza, e aportare ogni saziamento e bastanza; e questo fanno nel principio a ciascuno uomo, questa promessione in certa quantità di loro acrescimento affermando; e poi che quivi sono adunate, in loco di saziamento e di refrigerio danno e recano sete di casso febricante intollerabile; e in loco di bastanza recano nuovo termine, cioè maggiore quantitate a[l] desiderio, e con questa, paura grande [e] sollicitudine sopra l'acquisto. Sì che veramente non quietano, ma più danno cura, la qual prima sanza loro non si avea.","Chi li guarda da vicino può vedere come questi falsi traditori promettono di togliere qualsiasi sete o mancanza si abbia, e di portare piena soddisfazione e compimento. Riches dire questo a tutti all'inizio, dichiarando che la promessa si realizzerà quando sono stati aumentati a una certa quantità. Quando questo è raggiunto, invece di portare soddisfazione e di ristoro dello spirito, non fanno nulla di meno che impostare una sete insopportabile, febbricitante nel seno della persona; invece di portare il compimento, hanno stabilito un nuovo obiettivo, vale a dire, il desiderio di una maggiore quantità, e, insieme a questo, grande paura e ansia per ciò che è già stato acquisito. È certamente vero che essi non ancora il desiderio della gente, ma piuttosto portare l'ansia, che non era presente prima."
"E però dice Tulio in quello Di Paradosso, abominando le ricchezze: «Io in nullo tempo per fermo né le pecunie di costoro, né le magioni magnifiche né le ricchezze né le segnorie né l'allegrezze delle quali massimamente sono astretti, tra cose buone o desiderabili essere dissi: con ciò sia cosa che certo io vedesse li uomini nell'abondanza di queste cose massimamente desiderare quelle di che abonda[va]no. Però che in nullo tempo si compie né si sazia la sete della cupiditate; né solamente per desiderio d'acrescere quelle cose che hanno si tormentano, ma eziandio tormento hanno nella paura di perdere quelle». E queste tutte parole sono di Tulio, e così giacciono in quello libro che detto è.","E così troviamo Cicerone nel suo libro sul Paradosso che denuncia le ricchezze come segue: ""Mai in un momento, lo so, ho detto che i loro soldi, magnifiche case, ricchezze, potere, o divertimenti (a cui sono più fortemente legati) devono essere considerati parte di ciò che è buono e desiderabile. Per me stesso ho visto persone che possedevano in abbondanza bramano soprattutto di tutte le cose che hanno in abbondanza. Così la sete di cupiditÃ , non Ã ̈ mai dissetato o soddisfatto. Né Ã ̈ tormentato solo dal desiderio di aumentare le cose che hanno giÃ; la paura di perdere Ã ̈ anche una fonte di tormento."""
"E a maggiore testimonianza di questa imperfezione, ecco Boezio in quello Di Consolazione dicente: «Se quanta rena volve lo mare turbato dal vento, se quante stelle rilucono, la dea della ricchezza largisca, l'umana generazione non cesserà di piangere».","Queste sono le stesse parole di Cicerone, là per chiunque leggere nel libro di cui sopra. Come ulteriore prova di questa imperfezione, guardate quello che dice Boezio nel suo libro Sulla Consolazione: ""Anche se la dea della ricchezza dovesse sontuosa doni tanto abbondanti quanto i granelli di sabbia rotolati da un mare soffiato dal vento, o come il numero di stelle che brillano, la razza umana non cesserebbe di piangere."""
"E perché più testimonianza a ciò redure per pruova si conviene, lascisi stare quanto contra esse Salomone e suo padre grida; quanto contra esse Seneca, massimamente a Lucillo scrivendo; quanto Orazio, quanto Giovenale e, brievemente, quanto ogni scrittore, ogni poeta; e quanto la verace Scrittura divina chiama contra queste false meretrici, piene di tutti difetti; e pongasi mente, per avere oculata fede, pur alla vita di coloro che dietro a esse vanno, come vivono sicuri quando di quelle hanno raunate, come s'apagano, come si riposano.","Dal momento che è opportuno portare ulteriori prove che daranno certe prove su questo punto, passiamo sopra tutto ciò che Salomone e suo padre invocano in protesta contro le ricchezze; tutto ciò che Seneca, tutto ciò che Orazio, tutto quel Giovenile e, in breve, tutto ciò che ogni scrittore, ogni poeta, e le Scritture inerranti stessi invocano contro queste prostitute ingannevoli, piene di difetti di ogni genere. Prendiamo, piuttosto, la nostra fede sulla prova dei nostri occhi, semplicemente guardando bene a coloro che corre dietro di loro, e vedendo come vivono in modo sicuro una volta che hanno accumulato il loro deposito di ricchezze, quanto sono contenuti, quanto sono in pace."
"E che altro cotidianamente pericola e uccide le cittadi, le contrade, le singulari persone, tanto quanto lo nuovo raunamento d'avere appo alcuno? Lo quale raunamento nuovi desiderii discuopre, allo fine delli quali sanza ingiuria d'alcuno venire non si può. E che altro intende di medicare l'una e l'altra Ragione, Canonica dico e Civile, tanto quanto a riparare alla cupiditade che, raunando ricchezze, cresce? Certo assai lo manifesta e l'una e l'altra Ragione, se li loro cominciamenti, dico della loro scrittura, si leggono.","Cos'altro, giorno dopo giorno, mette in pericolo e distrugge città, regioni, individui tanto quanto un'altra raccolta di ricchezza da parte di qualcuno? Questa raccolta stessa libera ulteriori desideri, che non possono essere soddisfatti senza che qualcuno paghi il prezzo. Che altro sono i due rami del diritto, canonico e civile, progettati per rimediare se non il danno fatto dalla cupidigia, che cresce con l'accumulo stesso di ricchezza?"
"Oh com'è manifesto, anzi manifestissimo, quelle in acrescendo essere del tutto imperfette, quando di loro altro che imperfezione nascere non può, quanto che acolte siano! E questo è quello che lo testo dice.","Basta leggere le parole di apertura dei libri che contengono ciascuno di questi due rami della legge perché questo sia perfettamente chiaro. Come è chiaro, come il giorno, che nel loro aumento le ricchezze sono del tutto imperfette, dal momento che da esse può nascere nient'altro che l'imperfezione, non importa in quale quantità sono raccolte! Questo è il punto fatto nel testo."
"Veramente qui surge in dubio una questione, da non trapassare sanza farla e rispondere a quella. Potrebbe dire alcuno calunniatore della veritade che se per crescere desiderio acquistando, le ricchezze sono imperfette e però vili, che per questa ragione sia imperfetta e vile la scienza, nell'acquisto della quale sempre cresce lo desiderio di quella; onde Seneca dice: «Se l'uno de' piedi avesse nel sepulcro, aprendere vorrei».","Qui, però, sorge una difficoltà che mette in dubbio quanto detto, di sufficiente importanza da richiedere di essere posato e risolto prima di andare avanti. Qualcuno intenzionato ad oscurare la verità potrebbe dire: se le ricchezze sono imperfette e quindi di base, in virtù del fatto che il desiderio per loro cresce man mano che si acquisisce, allora, allo stesso modo, la conoscenza è imperfetta e di base, poiché il desiderio per essa cresce sempre man mano che si acquisisce. Seneca parla in questa vena: ""Se avessi un piede nella tomba, dovrei ancora voler imparare."""
