Original,Translate_IT
"Luogo è in inferno detto Malebolge,","C'è un posto nell'Inferno chiamato Malebolge,"
"tutto di pietra di color ferrigno,","modellato interamente di pietra di colore ferro,"
come la cerchia che dintorno il volge.,come la scarpata che la circonda.
Nel dritto mezzo del campo maligno,Al centro di questo spazio maligno
"vaneggia un pozzo assai largo e profondo,","là sbadiglia una fossa, estremamente larga e profonda."
di cui suo loco dicerò l'ordigno.,Descriverò il suo piano a tempo debito.
Quel cinghio che rimane adunque è tondo,Un sentiero che gira come una cintura intorno alla base
"tra 'l pozzo e 'l piè de l'alta ripa dura,","di quella roccia alta corre intorno alla fossa,"
e ha distinto in dieci valli il fondo.,i suoi lati che scendono in dieci fossi.
"Quale, dove per guardia de le mura",Come dove fossati concentrici circondano un castello
"più e più fossi cingon li castelli,","per custodire le sue mura, i loro disegni chiari"
"la parte dove son rende figura,","e governato da un progetto significativo,"
tale imagine quivi facean quelli;,in un tale modello erano questi fossi sagomati.
e come a tai fortezze da' lor sogli,"E, proprio come i ponti stretti problema dai cancelli"
"a la ripa di fuor son ponticelli,","di fortezze per raggiungere la riva più lontana,"
così da imo de la roccia scogli,così creste allungate dalla scarpata
movien che ricidien li argini e ' fossi,giù attraverso le banche e fossati
infino al pozzo che i tronca e raccogli.,nella fossa alla quale finiscono e si uniscono.
"In questo luogo, de la schiena scossi","Uscito dalla schiena di Geryon, questo era il posto"
"di Gerïon, trovammoci; e 'l poeta",in cui ci siamo trovati. Il poeta teneva
"tenne a sinistra, e io dietro mi mossi.",a sinistra e mi sono messo dietro di lui.
"A la man destra vidi nova pieta,","Alla nostra destra ho visto una sofferenza nuova per me,"
"novo tormento e novi frustatori,","nuovi tormenti e nuovi flagellatori,"
di che la prima bolgia era repleta.,con cui fu riempito il primo fosso.
Nel fondo erano ignudi i peccatori;,"I peccatori nella sua profondità erano nudi,"
"dal mezzo in qua ci venien verso 'l volto,","quelli dalla nostra parte del centro che vengono verso di noi,"
"di là con noi, ma con passi maggiori,","gli altri si muovono con noi, ma con passi più lunghi,"
"come i Roman per l'essercito molto,","proprio come, perché le folle erano vaste l'anno"
"l'anno del giubileo, su per lo ponte","di Giubileo, i Romani dovettero trovare un modo"
"hanno a passar la gente modo colto,","per far passare la gente attraverso il ponte,"
che da l'un lato tutti hanno la fronte,"perché tutti coloro che sono da un lato si affacciano sul castello,"
"verso 'l castello e vanno a Santo Pietro,","dirigendosi verso San Pietro,"
da l'altra sponda vanno verso 'l monte.,"quelli, dall'altro, che si dirigono verso il monte."
"Di qua, di là, su per lo sasso tetro",Qui e là sulla roccia oscura sopra di loro
