Original,Translate_IT
Parea dinanzi a me con l'ali aperte,"La bella immagine di quelle anime unite,"
la bella image che nel dolce frui,"felici nella loro beatitudine, plasmavano,"
liete facevan l'anime conserte;,apparve davanti a me ora con le ali aperte.
parea ciascuna rubinetto in cui,Ogni anima sembrava un rubino-uno in cui
"raggio di sole ardesse sì acceso,","un raggio di sole arso così, che nei miei occhi,"
che ne' miei occhi rifrangesse lui.,era il sole totale che sembrava riflesso.
"E quel che mi convien ritrar testeso,",E quello che ora devo dire non è mai stato
"non portò voce mai, né scrisse incostro,","segnalato da una voce, inscritto con inchiostro,"
né fu per fantasia già mai compreso;,mai concepito dall'immaginazione;
"ch'io vidi e anche udi' parlar lo rostro,","perché ho visto il becco, l'ho sentito parlare"
"e sonar ne la voce e “io” e “mio”,",e proferire con la sua voce io e la mia
quand'era nel concetto e 'noi' e 'nostro'.,"quando noi e i nostri eravamo ciò che, nel pensiero, era inteso."
E cominciò: “Per esser giusto e pio,"E ha cominciato: ""Perché ero entrambi solo"
son io qui essaltato a quella gloria,"e misericordioso, sono esaltato qui"
che non si lascia vincere a disio;,per gloriare nessun desiderio può sorpassare;
e in terra lasciai la mia memoria,il ricordo che ho lasciato sulla terra è tale
"sì fatta, che le genti lì malvage","che anche il malvagio lodava là,"
"commendan lei, ma non seguon la storia”.","anche se non ne seguono l'esempio."""
Così un sol calor di molte brage,"Così un unico calore è sentito da molte braci,"
"si fa sentir, come di molti amori",come da una moltitudine di amori
usciva solo un suon di quella image.,una sola voce si alzò dall'immagine dell'Aquila.
Ond'io appresso: “O perpetüi fiori,"A cui ho detto: ""O fiori eterni"
"de l'etterna letizia, che pur uno","dell'eterna letizia, che fa tutto"
"parer mi fate tutti vostri odori,","i tuoi profumi mi sembrano un tutt'uno,"
"solvetemi, spirando, il gran digiuno",lascia che il tuo respiro mi liberi da questo
"che lungamente m'ha tenuto in fame,","molto veloce che mi ha tenuto affamato così a lungo,"
non trovandoli in terra cibo alcuno.,non trovare cibo per esso sulla terra.
"Ben so io che, se 'n cielo altro reame","Io so che, anche se la giustizia di Dio ha"
"la divina giustizia fa suo specchio,","un altro regno nel Cielo come il Suo specchio,"
che 'l vostro non l'apprende con velame.,qui non lo percepisci attraverso un velo.
Sapete come attento io m'apparecchio,Sai quanto mi preparo.
ad ascoltar; sapete qual è quello,"per ascoltare, e sai cos'è quel dubbio"
dubbio che m'è digiun cotanto vecchio”.,"che ha causato in me una fame così vecchia."""
"Quasi falcone ch'esce del cappello,","Proprio come un falco liberato dal suo cofano,"
"move la testa e con l'ali si plaude,","che muove la testa e sfoga le ali, mostrando"
"voglia mostrando e faccendosi bello,","la sua ansietà e l'aspetto orgoglioso, così"
"vid'io farsi quel segno, che di laude","Ho visto quel guardiamarina fare, che Aquila tessuto"
"de la divina grazia era contesto,","di lodi della grazia di Dio, accompagnati"
con canti quai si sa chi là sù gaude.,da canzoni il cui senso quelli sopra godere.
Poi cominciò: “Colui che volse il sesto,"Allora cominciò: ""Colui che voltò la sua bussola"
"a lo stremo del mondo, e dentro ad esso","per segnare i confini del mondo, e in essi impostati"
"distinse tanto occulto e manifesto,","tante cose nascoste e rivelate,"
non poté suo valor sì fare impresso,non poteva imprimere il Suo Potere in tutti
"in tutto l'universo, che 'l suo verbo",l'universo senza che la Sua Parola rimanga
non rimanesse in infinito eccesso.,in infinito eccesso di tale vascello.
"E ciò fa certo che 'l primo superbo,","In prova di ciò, il primo essere orgoglioso, egli"
"che fu la somma d'ogne creatura,","che era il più alto di tutte le creature, cadde..."
"per non aspettar lume, cadde acerbo;",immaturi perché non ha aspettato la luce.
e quinci appar ch'ogne minor natura,Così è chiaro che ogni minore natura
è corto recettacolo a quel bene,è-tutto il più-troppo meager un contenitore
che non ha fine e sé con sé misura.,"per il bene infinito, che è la sua unica misura."
"Dunque vostra veduta, che convene","In conseguenza di questo, la vostra visione-che"
essere alcun de' raggi de la mente,deve essere un raggio di quell'Intelligence
"di che tutte le cose son ripiene,",con cui tutti gli esseri sono infusi-non può
non pò da sua natura esser possente,di propria natura trovano sufficiente forza
"tanto, che suo principio non discerna",per vedere nella sua origine oltre
molto di là da quel che l'è parvente.,ciò che Dio stesso manifesta all'uomo;
Però ne la giustizia sempiterna,"quindi, la visione che il vostro mondo riceve"
"la vista che riceve il vostro mondo,",può penetrare nella giustizia eterna
"com'occhio per lo mare, entro s'interna;",non più di quanto l'occhio possa penetrare nel mare;
"che, ben che da la proda veggia il fondo,","perché, vicino alla riva, la vista raggiunge il fondo del mare,"
in pelago nol vede; e nondimeno,non puoi raggiungerla in mare aperto;
"èli, ma cela lui l'esser profondo.","eppure è lì, ma nascosto dall'abisso."
"Lume non è, se non vien dal sereno",solo la luce che risplende dal cielo limpido
che non si turba mai; anzi è tenèbra,non possono mai essere oscurati - tutto il resto è oscurità
od ombra de la carne o suo veleno.,o ombra della carne o veleno carnale.
Assai t'è mo aperta la latebra,Ora è il nascondiglio della giustizia vivente
"che t'ascondeva la giustizia viva,",steso aperto a voi-dove era stato nascosto
di che facei question cotanto crebra;,mentre lei l'ha affrontato con domande insistenti.
"ché tu dicevi: ""Un uom nasce a la riva","Direste: ""Un uomo è nato lungo"
"de l'Indo, e quivi non è chi ragioni",la costa del fiume Indo; nessuna
di Cristo né chi legga né chi scriva;,è lì per parlare o insegnare o scrivere di Cristo.
e tutti suoi voleri e atti buoni,"E lui, per quanto riguarda la ragione umana vede,"
"sono, quanto ragione umana vede,",in tutto cerca e tutto ciò che fa è bene;
sanza peccato in vita o in sermoni.,non c'è peccato nella sua vita o nel suo discorso.
Muore non battezzato e sanza fede:,"E quell'uomo muore senza battesimo, senza fede."
ov'è questa giustizia che 'l condanna?,Dov'è questa giustizia allora lo condannerebbe?
"ov'è la colpa sua, se ei non crede?"".","Dov'è il suo peccato se non crede?."""
"Or tu chi se', che vuo' sedere a scranna,","Ora chi sei tu per sederti sulla panchina,"
per giudicar di lungi mille miglia,"per giudicare gli eventi un migliaio di acari di distanza,"
con la veduta corta d'una spanna?,quando la tua visione spazia così breve uno spazio?
"Certo a colui che meco s'assottiglia,","Certo, per colui che sarebbe stato sottile con me,"
"se la Scrittura sovra voi non fosse,","non c'erano Scritture per istruirvi,"
da dubitar sarebbe a maraviglia.,ci sarebbe posto per una serie di domande.
Oh terreni animali! oh menti grosse!,"O bestie terrene, o menti ottuse!"
"La prima volontà, ch'è da sé buona,","La Volontà Primale, quale di essa è buona,"
"da sé, ch'è sommo ben, mai non si mosse.",dal Supremo Buono-Io non si è mai mosso.
Cotanto è giusto quanto a lei consuona:,Tanto è esattamente come è in accordo con esso;
"nullo creato bene a sé la tira,","e così, creato bene può disegnare a"
"ma essa, radïando, lui cagiona”.","essa stessa, ma essa, raggiata, causa tali beni."""
Quale sovresso il nido si rigira,"Proprio come, sopra il nido, la cicogna cerchierà"
"poi c'ha pasciuti la cicogna i figli,","quando lei ha nutrito i suoi piccoli, e come lui"
e come quel ch'è pasto la rimira;,"che si è stufata guarda verso di lei, così ha fatto"
"cotal si fece, e sì leväi i cigli,","la beata immagine fa, e così ho fatto io,"
"la benedetta imagine, che l'ali","il novellino, mentre l'aquila muoveva le ali,"
movea sospinte da tanti consigli.,spronato da molti testamenti all'unisono.
"Roteando cantava, e dicea: “Quali","Wheeling, l'aquila ha cantato, poi ha detto: ""Anche"
"son le mie note a te, che non le 'ntendi,",come le mie canzoni per la tua comprensione passata...
tal è il giudicio etterno a voi mortali”.,"tale è il Giudizio Eterno per voi mortali."""
Poi si quetaro quei lucenti incendi,Dopo le fiamme brillanti dello Spirito Santo cadde in silenzio
de lo Spirito Santo ancor nel segno,mentre ancora all'interno del segno che ha fatto i Romani
"che fé i Romani al mondo reverendi,","venerato in tutto il mondo, di nuovo l'Aquila"
esso ricominciò: “A questo regno,"ha cominciato: ""Nessuno senza fede in Cristo"
"non salì mai chi non credette 'n Cristo,",è mai risorto in questo regno
né pria né poi ch'el si chiavasse al legno.,prima o dopo che fosse crocifisso.
"Ma vedi: molti gridan ""Cristo, Cristo!"",",Ma ci sono molti che ora gridano 'Cristo! Cristo!'
che saranno in giudicio assai men,che nel corso della sentenza finale è di gran lunga
"a lui, che tal che non conosce Cristo;",meno vicino a Lui di chi non conosce Cristo;
"e tai Cristian dannerà l'Etïòpe,",gli etiopi vergogneranno tali cristiani
"quando si partiranno i due collegi,","quando le due società sono separate,"
l'uno in etterno ricco e l'altro inòpe.,"l'uno ricco per sempre, l'altro povero."
"Che poran dir li Perse a' vostri regi,","Che cosa i Persiani, quando vengono a vedere"
come vedranno quel volume aperto,il volume aperto nel quale devono leggere
nel qual si scrivon tutti suoi dispregi?,"i misfatti dei tuoi governanti, dicono loro?"
"Lì si vedrà, tra l'opere d'Alberto,","Ci si vedrà, tra le opere di Alberto,"
"quella che tosto moverà la penna,","quello che presto mettera' in moto la penna,"
per che 'l regno di Praga fia diserto.,la sua creazione di un deserto del regno di Praga.
Lì si vedrà il duol che sovra Senna,Là si vedrà il dolore inflitto a
"induce, falseggiando la moneta,","la Senna per mezzo di colui che falsifica le sue monete,"
quel che morrà di colpo di cotenna.,che morirà sotto il colpo di cinghiale.
"Lì si vedrà la superbia ch'asseta,",Là si vedrà la sete dell'arroganza
"che fa lo Scotto e l'Inghilese folle,",che fa impazzire Scot e Englishman...
sì che non può soffrir dentro a sua meta.,incapace di rimanere entro i loro confini.
Vedrassi la lussuria e 'l viver molle,Quel libro mostrerà la vita della leccheria
"di quel di Spagna e di quel di Boemme,","e facilitare lo spagnolo led-e il bohémien,"
che mai valor non conobbe né volle.,che non ha mai saputo e non ha mai desiderato valore.
Vedrassi al Ciotto di Ierusalemme,Quel libro mostrerà la creppla di Gerusalemme...
"segnata con un i la sua bontate,","le sue buone azioni etichettate con una I sola,"
quando 'l contrario segnerà un emme.,mentre i suoi mali saranno sotto M.
Vedrassi l'avarizia e la viltate,Quel libro mostrerà l'avidità e la codardia
"di quei che guarda l'isola del foco,","di colui che sorveglia l'Isola del Fuoco,"
ove Anchise finì la lunga etate;,sulla quale Anchise ha posto fine alla sua lunga vita;
"e a dare ad intender quanto è poco,","e per chiarire la sua miseria, le lettere"
"la sua scrittura fian lettere mozze,","che registrino le sue opere saranno contrattate,"
che noteranno molto in parvo loco.,per notare molta meschinità in poco spazio.
E parranno a ciascun l'opere sozze,E tutti vedranno la sporcizia di entrambi
"del barba e del fratel, che tanto egregia","suo zio e suo fratello, che hanno disonorato"
nazione e due corone han fatte bozze.,una famiglia così famosa e due corone.
E quel di Portogallo e di Norvegia,E lui del Portogallo e lui della Norvegia
"lì si conosceranno, e quel di Rascia","sarà conosciuto in quel libro e da Rascia,"
che male ha visto il conio di Vinegia.,che ha visto-fortuna-la moneta di Venezia.
"O beata Ungheria, se non si lascia","O felice Ungheria, se lei lasciasse"
