Original,Translate_IT
"Godi, Fiorenza, poi che se' sì grande","Piacere di conoscerti, Firenze. Sei cosi' grande..."
"che per mare e per terra batti l'ali,","Che tu fluttui le ali verso terra e mare,"
e per lo 'nferno tuo nome si spande!,E anche la tua nam suona nel grembo dell'inferno.
Tra li ladron trovai cinque cotali,"Ho trovato cinque dei tuoi cittadini, quindi..."
"tuoi cittadini onde mi ven vergogna,","Tu mi accompagni alla vergogna dei ladri,"
e tu in grande orranza non ne sali.,Non ti fara' guadagnare piu' gloria.
"Ma se presso al mattin del ver si sogna,","Ma se quello che si sogna la mattina non mente,"
"tu sentirai, di qua da picciol tempo,","Così presto proverai grande disgrazia,"
"di quel che Prato, non ch'altri, t'agogna.","E Prato stesso, così vicino a te, vede divertirsi."
"E se già fosse, non saria per tempo.","Wars ora, non si trovera' mans troppo presto,"
"Così foss'ei, da che pur esser dee!",Questo deve essere il momento giusto.
"ché più mi graverà, com' più m'attempo.","Perche', piu' vecchio, saro' piu' difficile da perdere."
"Noi ci partimmo, e su per le scalee",Siamo andati via e sopra il giogo della roccia
"che n'avea fatto iborni a scender pria,","Scendete, scendete, salite, salite..."
rimontò 'l duca mio e trasse mee;,Il mio capo ed era ancora il mio sostegno.
"e proseguendo la solinga via,","E, seguendo tra alcuni scogli di roccia"
tra le schegge e tra ' rocchi de lo scoglio,"E ad un certo isolato il sentiero nello spazio desolato,"
lo piè sanza la man non si spedia.,"Se la mano non ha aiutato, il piede non è andato oltre."
"Allor mi dolsi, e ora mi ridoglio",Ho sentito il dolore... ora sento a malapena...
"quando drizzo la mente a ciò ch'io vidi,",Quando ripenso a quello che ho visto...
"e più lo 'ngegno affreno ch'i' non soglio,","E piu' forte, piu' forte, piu' forte e' il controllo dello spirito."
perché non corra che virtù nol guidi;,Cosi' che non guidi la corsa dalla destra...
"sì che, se stella bona o miglior cosa","E per il mio bene, la mia stella,"
"m'ha dato 'l ben, ch'io stessi nol m'invidi.","Che odio, nemico di me stesso, non dispiaciuto."
"Quante 'l villan ch'al poggio si riposa,","Quanto il contadino, steso sulla collina,"
nel tempo che colui che 'l mondo schiara,"Nel momento in cui egli, con lo sguardo, illumina la terra,"
"la faccia sua a noi tien meno ascosa,","Il suo volto ci nasconde meno,"
"come la mosca cede a la zanzara,",Se la mosca scappa dalla zanzara...
"vede lucciole giù per la vallea,","San Giovanni vede lungo la valle,"
forse colà dov'e' vendemmia e ara:,dove fa il suo lavoro con hipp e aratro;
di tante fiamme tutta risplendea,Tante fiamme videro la marcia profonda
"l'ottava bolgia, sì com'io m'accorsi","Ora, nell'ottava valle, trasfigurare il mio occhio,"
tosto che fui là 've 'l fondo parea.,Appena sono arrivata dove c'era la profondità.
E qual colui che si vengiò con li orsi,"Come colui che si vendica di orsi selvaggi,"
"vide 'l carro d'Elia al dipartire,","Il carro di Elia vide partire da là,"
"quando i cavalli al cielo erti levorsi,","Quando la tensione ascese alle sfere celestiali,"
"che nol potea sì con li occhi seguire,",Umitatelo con l'occhio e lo seguite
"ch'el vedesse altro che la fiamma sola,",Immacolata solo come una fiamma lontana.
"sì come nuvoletta, in sù salire:",Sembrava un piccolo nuvoloso.
tal si move ciascuna per la gola,E' cosi' che ci sono state molte fiamme qui che camminavano...
"del fosso, ché nessuna mostra 'l furto,","Ma non c'era nessuno che avesse mostrato la sua preda,"
e ogne fiamma un peccatore invola.,Se ogni cosa come un fantasma è sfuggita.
"Io stava sovra 'l ponte a veder surto,","In piedi sul bordo del ponte, ho visto questo"
"sì che s'io non avessi un ronchion preso,","E caduto, non mi sono fermato a un blocco,"
caduto sarei giù sanz'esser urto.,Giù senza che nessuno mi colpisse.
"E 'l duca, che mi vide tanto atteso,","Virgil, che ha visto come mi attirava la vista,"
disse: “Dentro dai fuochi son li spirti;,"Disse: ""Ogni furore ha uno spirito,"
catun si fascia di quel ch'elli è inceso”.,"E quello in cui brucia, lo serve come una gonna."""
"“Maestro mio”, rispuos'io, “per udirti","E io: ""Il cliente che mi hai dato"
son io più certo; ma già m'era avviso,Accertatevi; io credo già di conoscerlo.
"che così fosse, e già voleva dirti:",E vorrei chiederti come si chiama.
chi è 'n quel foco che vien sì diviso,Ho visto la fiamma in due che si separavano.
"di sopra, che par surger de la pira",Come se avessi visto nel rogo del fuoco
dov'Eteòcle col fratel fu miso?”.,"Eteocle e suo fratello bruciano."""
Rispuose a me: “Là dentro si martira,"E lui: ""Ammorbidisce la superbia di Ulysseo"
"Ulisse e Dïomede, e così insieme",E Diomed... stanno correndo insieme.
a la vendetta vanno come a l'ira;,"Nel loro tormento, come una volta nella loro rabbia."
e dentro da la lor fiamma si geme,"Per Trugross si lamentano in queste fiamme,"
l'agguato del caval che fé la porta,"E intorno alla porta che offriva l'uscita a quelli,"
onde uscì de' Romani il gentil seme.,L'eroe da cui provengono i Romani.
"Piangevisi entro l'arte per che, morta,","L'astuzia li piange, attraverso il, già morto,"
"Deïdamìa ancor si duol d'Achille,","Deidamia si lamentava ancora di Achill,"
e del Palladio pena vi si porta”.,"Anche il palladio ora vendicherà le loro sofferenze."""
“S'ei posson dentro da quelle faville,"""Potevano ancora parlare qui,"" ha detto"
"parlar”, diss'io, “maestro, assai ten priego","Io vado al maestro, ""Oh, allora ti supplico"
"e ripriego, che 'l priego vaglia mille,","Molte migliaia di volte, perche' mi piaceva interrogarla,"
che non mi facci de l'attender niego,Lasciami finché la fiamma divisa non s'incontra
fin che la fiamma cornuta qua vegna;,"Ci ha portato qui, un po' di tempo."
vedi che del disio ver' lei mi piego!”.,"Guarda, a lei il desiderio mi attira."""
Ed elli a me: “La tua preghiera è degna,"""La richiesta,"" disse, ""devo lodare,"
"di molta loda, e io però l'accetto;",Come si merita; per questo è concesso:
ma fa che la tua lingua si sostegna.,Ma non essere precipitoso.
"Lascia parlare a me, ch'i' ho concetto",Lasciami la parola; so quello che desideri.
"ciò che tu vuoi; ch'ei sarebbero schivi,","In verità si fermarono alle tue parole,"
"perch'e' fuor greci, forse del tuo detto”.","Perché sono greci, orgogliosi del loro valore."
Poi che la fiamma fu venuta quivi,"Quando la fiamma fu vicina al nostro luogo,"
"dove parve al mio duca tempo e loco,",Allora sento quel Red come un luogo e un tempo
in questa forma lui parlare audivi:,Pensava che fosse adatto alla mia casa.
"“O voi che siete due dentro ad un foco,","""Voi che siete in una fiamma sola,"
"s'io meritai di voi mentre ch'io vissi,",Se mai vi avessi dato motivo di amarmi...
s'io meritai di voi assai o poco,"Poiché mi consacrerò alla gloria degli eroi,"
"quando nel mondo li alti versi scrissi,","E scritto nel mondo il cantico alto,"
non vi movete; ma l'un di voi dica,"Allora, stai con me e di' a Ulyß che..."
"dove, per lui, perduto a morir gissi”.","Dov'è rimasto il suo osso sulla strada sbagliata."""
Lo maggior corno de la fiamma antica,La vecchia fiamma del corno più grande cominciò
"cominciò a crollarsi mormorando,",Prima a tremare e a mormorare.
pur come quella cui vento affatica;,"E' come se fosse presa dal vento, e poi..."
"indi la cima qua e là menando,","Muoversi avanti e indietro la punta,"
"come fosse la lingua che parlasse,","Come uno zoppo, e chiaramente suona e chiaro"
gittò voce di fuori e disse: “Quando,"Poi, dall'incendio, questa parola verso di noi:"
"mi diparti' da Circe, che sottrasse","""Quando ho divorziato da Circan, che mi ha dato un anno"
"me più d'un anno là presso a Gaeta,","E più a lungo tenuto a Gaeta,"
"prima che sì Enëa la nomasse,","Ehs così chiamato ancora da Enea,"
"né dolcezza di figlio, né la pieta",Non ho lasciato la compassione per il vecchio.
"del vecchio padre, né 'l debito amore","Padre inginocchiato, non il dovere del marito,"
"lo qual dovea Penelopè far lieta,",Ancora la paternita' nel cuore.
vincer potero dentro a me l'ardore,"Non hanno spazzato via tutto quello che c'era dentro di me,"
ch'i' ebbi a divenir del mondo esperto,"Vedere il mondo ed esplorare tutto,"
e de li vizi umani e del valore;,"Quello che possiede, come quello che rompe."
ma misi me per l'alto mare aperto,Così mi sono gettata... a malapena liberata dalla mia prigionia...
sol con un legno e con quella compagna,"In un'unica nave verso il mare aperto,"
picciola da la qual non fui diserto.,Il velluto di un capanno che ho inventato fedelmente.
"L'un lito e l'altro vidi infin la Spagna,",Porta in Spagna e la Libia avanti e indietro
"fin nel Morrocco, e l'isola d'i Sardi,","Cioe', vacilla come una scala audace..."
e l'altre che quel mare intorno bagna.,E ogni uovo di quel mare.
Io e ' compagni eravam vecchi e tardi,"Ero già vecchio e debole, anche i compagni,"
quando venimmo a quella foce stretta,"C'era la mia nave in fondo alla gola,"
dov'Ercule segnò li suoi riguardi,Dove la coppia di colonne di Ercul prega: non andare oltre!
acciò che l'uom più oltre non si metta;,Ora che dietro di noi a destra Siviglia bordo
"da la man destra mi lasciai Sibilia,","E a sinistra in Libia le cime di Septa erano,"
da l'altra già m'avea lasciata Setta.,Dissi ai compagni questa parola:
"""O frati,"" dissi, ""che per cento milia",Fratelli che per migliaia di pericoli
"perigli siete giunti a l'occidente,","Siete audaci qui in serata,"
a questa tanto picciola vigilia,"Usa ora per scoprire le cose nuove,"
d'i nostri sensi ch'è del rimanente,"Perché l'anima e il corpo sono ancora uniti,"
"non vogliate negar l'esperïenza,",Il resto breve della vostra vita terrena;
"di retro al sol, del mondo sanza gente.",Il sole verso il mondo disabitato!
Considerate la vostra semenza:,Pensate a cosa vi ha dato questa esistenza;
"fatti non foste a viver come bruti,","Non per incubare il bestiame, no,"
"ma per seguir virtute e canoscenza"".",Per la ricerca della scienza e della gioventù.
"Li miei compagni fec'io sì aguti,","Ai Miei sembrava che questa parola fosse uno Sporn,"
"con questa orazion picciola, al cammino,","Appena l'avevo tenuta, se avessi voluto, nella realta',"
che a pena poscia li avrei ritenuti;,E inesorabilmente entrava nell'oceano.
"e volta nostra poppa nel mattino,",Specchio rivolto verso il mattino della nave
"de' remi facemmo ali al folle volo,","Il nostro fantastico volo e' stato fatto con la mano sinistra,"
sempre acquistando dal lato mancino.,E la sua fretta diede le ali ai remi.
Tutte le stelle già de l'altro polo,Tutte le stelle di quel polo hanno trovato
"vedea la notte, e 'l nostro tanto basso,","Lo sguardo della notte, e quello del nostro suono"
che non surgëa fuor del marin suolo.,"Appena al di sopra del mare, sul bordo del cielo."
Cinque volte racceso e tante casso,Cinque volte era infiammato e affogato
"lo lume era di sotto da la luna,","La luce della luna, da quando ci siamo fidati della felicità,"
"poi che 'ntrati eravam ne l'alto passo,","Nuotato dal fatale passaporto,"
"quando n'apparve una montagna, bruna","Quando ci apparve una montagna, circondata da foschia"
"per la distanza, e parvemi alta tanto","Da lontano, e sembrava così alto,"
quanto veduta non avëa alcuna.,Come non ho mai visto nessuno sulla Terra.
"Noi ci allegrammo, e tosto tornò in pianto;","Prima ci ha fatto esultare, poi bang bang,"
