Original,Translate_IT
Ruppemi l'alto sonno ne la testa,Il sonno pesante nella mia testa è stato fracassato
"un greve truono, sì ch'io mi riscossi","da un enorme tuono clap, in modo che"
come persona ch'è per forza desta;,Ho iniziato come uno che forza si risveglia;
"e l'occhio riposato intorno mossi,",Stavo in piedi eretto e ho girato i miei occhi riposati
"dritto levato, e fiso riguardai","da un lato all'altro, e fissai costantemente"
per conoscer lo loco dov'io fossi.,per imparare che posto mi circondava.
Vero è che 'n su la proda mi trovai,In verità mi sono trovato sull'orlo dell'orlo
de la valle d'abisso dolorosa,"di un abisso, la valle malinconica"
che 'ntrono accoglie d'infiniti guai.,"contenenti tuoni, lamenti infiniti."
Oscura e profonda era e nebulosa,"Quella valle, buia e profonda e piena di nebbia,"
"tanto che, per ficcar lo viso a fondo,","è tale che, anche se ho guardato nella sua fossa,"
io non vi discernea alcuna cosa.,Non sono riuscito a discernere una cosa.
"“Or discendiam qua giù nel cieco mondo”,","""Scendiamo ora nel mondo cieco,"""
cominciò il poeta tutto smorto.,"cominciò il poeta, che era impallidito dalla morte;"
"“Io sarò primo, e tu sarai secondo”.","""Io andrò per primo e tu mi seguirai."""
"E io, che del color mi fui accorto,","Ma io, che avevo visto il cambiamento nella sua carnagione,"
"dissi: “Come verrò, se tu paventi","Disse: ""Come potrei andare avanti se avete paura?"
che suoli al mio dubbiare esser conforto?”.,"Tu che hai sempre aiutato a dissipare i miei dubbi?"""
Ed elli a me: “L'angoscia de le genti,"Ed egli a me: ""L'angoscia del popolo"
"che son qua giù, nel viso mi dipigne","il cui posto è qui sotto, ha toccato il mio volto"
quella pietà che tu per tema senti.,con la compassione che sbagli per la paura.
"Andiam, ché la via lunga ne sospigne”.","Andiamo avanti, il cammino che aspetta è lungo."""
Così si mise e così mi fé intrare,"Cosi' partì, e cosi' mi fece entrare."
nel primo cerchio che l'abisso cigne.,su quel primo cerchio che cinge l'abisso.
"Quivi, secondo che per ascoltare,","Qui, per quanto l'udito possa scoprire,"
non avea pianto mai che di sospiri,Non c'era grido più forte dei sospiri
che l'aura etterna facevan tremare;,che ha fatto tremare l'aria eterna.
"ciò avvenia di duol sanza martìri,","I sospiri sorsero dal dolore senza tormenti,"
"ch'avean le turbe, ch'eran molte e grandi,","dalle folle, dalle molte folle,"
d'infanti e di femmine e di viri.,"dei neonati, delle donne e degli uomini."
Lo buon maestro a me: “Tu non dimandi,"Il padrone gentile disse: ""Non chiedete"
che spiriti son questi che tu vedi?,Chi sono questi spiriti che vedete prima di voi?
"Or vo' che sappi, innanzi che più andi,","Sai, prima di andare avanti..."
"ch'ei non peccaro; e s'elli hanno mercedi,","non hanno peccato; eppure, anche se hanno meriti,"
"non basta, perché non ebber battesmo,","non è abbastanza, perché mancavano il battesimo,"
ch'è porta de la fede che tu credi;,il portale della fede che abbracciate.
"e s'e' furon dinanzi al cristianesmo,","E se vivessero prima del cristianesimo,"
non adorar debitamente a Dio:,non hanno adorato Allah in modo appropriato;
e di questi cotai son io medesmo.,e di tali spiriti io stesso sono una cosa sola.
"Per tai difetti, non per altro rio,","per questi difetti e per nessun altro male,"
"semo perduti, e sol di tanto offesi",ora siamo persi e puniti solo con questo:
che sanza speme vivemo in disio”.,"non abbiamo speranza e tuttavia viviamo nel desiderio."""
"Gran duol mi prese al cor quando lo 'ntesi,","Il grande dolore ha colto il mio cuore nell'udirlo,"
però che gente di molto valore,perché avevo visto alcuni uomini stimabili
conobbi che 'n quel limbo eran sospesi.,tra le anime sospese in quel limbo.
"“Dimmi, maestro mio, dimmi, segnore”,","""Dimmi, padrone, dimmelo, Signore,"" io allora"
comincia' io per volere esser certo,cominciai perché volevo esserne certo.
di quella fede che vince ogne errore:,"di quella fede che sconfigge tutti gli errori,"
"“uscicci mai alcuno, o per suo merto","""ha mai fatto un go-by il suo proprio merito"
"o per altrui, che poi fosse beato?”.","o gli altri da questo luogo verso la beatitudine?"""
"E quei che 'ntese il mio parlar coverto,","E colui che ha compreso il mio discorso segreto,"
"rispuose: “Io era nuovo in questo stato,","ha risposto: ""Sono stato di nuovo entrato in questo stato"
"quando ci vidi venire un possente,","quando vidi entrare qui un grande Signore,"
con segno di vittoria coronato.,"la corona che indossava, segno di vittoria."
"Trasseci l'ombra del primo parente,","Ha portato via l'ombra del nostro primo padre,"
"d'Abèl suo figlio e quella di Noè,",di Abele suo figlio e dell'ombra di Noè
di Moïsè legista e ubidente;,"di Mosè, il legislatore obbediente,"
"Abraàm patrïarca e Davìd re,","di padre Abramo, il re Davide,"
Israèl con lo padre e co' suoi nati,di Israele suo padre e i suoi figli
"e con Rachele, per cui tanto fé,","e Rachele, per la quale ha lavorato così a lungo,"
"e altri molti, e feceli beati.","e molti altri, e li ha benedetti;"
"E vo' che sappi che, dinanzi ad essi,","e dovrei farvi sapere che, prima di loro,"
spiriti umani non eran salvati”.,"non c'erano anime umane che fossero state salvate."""
"Non lasciavam l'andar perch'ei dicessi,",Non siamo rimasti i nostri passi anche se ha parlato;
"ma passavam la selva tuttavia,",Abbiamo continuato ancora attraverso il bosco...
"la selva, dico, di spiriti spessi.","il legno, dico, dove molti spiriti si affollavano."
Non era lunga ancor la nostra via,Il nostro cammino non era andato molto oltre il punto
"di qua dal sonno, quand'io vidi un foco","dove ho dormito, quando ho visto un fuoco"
ch'emisperio di tenebre vincia.,vincere contro un emisfero di ombre.
"Di lungi n'eravamo ancora un poco,","Eravamo ancora a una piccola distanza da esso,"
