Original,Translate_EN,Translate_IT_1
Ser Malabocca si fu ripentuto,Ser Bad Mouth had repented,Ser Bad Mouth si era pentito
"Di ciò, ch’egli avea detto o perpensato,","of what he’d said or even thought,","di quello che ha detto o anche pensato,"
Ched e’ credette ben aver fallato;,for he knew he’d made a mistake.,perché sapeva di aver commesso un errore.
Sì disse a Falsenbiante: «Il vostro aiuto,"Thus, he said to False Seeming: “It’s best that","Così, ha detto a False sembrando:"
"Convien ch’i’ agia, ch’i’ non sia perduto».","I have your help, so that my soul may not be lost.”","Ho il vostro aiuto, in modo che la mia anima non possa essere perso."
"E, mantenente si fu inginochiato,",And immediately he kneeled down,E subito si inginocchiò
E’ disse: «I’ si vogli’esser confessato,and said: “I want to confess,"e disse: ""Voglio confessare"
"D’ognie peccato,   che m’è avenuto».",every sin that I have committed.”,ogni peccato che ho commesso.
"Astinenza-Costretta il prese allora,","Forced Abstinence grabbed him then,","L'astinenza forzata l'ha afferrato allora,"
"Che•ss’era molto ben sobarcolata,","for she had loosened her clothes a bit,","perché aveva sciolto un po' i suoi vestiti,"
E Falsenbiante col rasoio lavora:,and False Seeming goes to work with his razor:,e False Seeming va a lavorare con il suo rasoio:
A Mala-Bocca la gola à tagliata.,he cut Bad Mouth’s throat.,Ha tagliato la gola a Mouth Cattivo.
E po’ ruper la porta san’ dimora:,And then they broke down the gate without delay:,E poi hanno rotto il cancello senza indugio:
Largheza e Cortesia l’àno passata.,Generosity and Lady Courtesy passed through it.,La generosita' e Lady Courtesy l'hanno attraversata.
