Original,Translate_EN,Translate_IT_1
"Ancor, s’i’ m’intrametto in far   mogliazo,","“Moreover, I engage myself in arranging marriages,","Inoltre, mi impegno nell'organizzare matrimoni,"
"Altr’or fo paci, altr’or sì son sensale,","sometimes I am a peacemaker, other times an agent;","a volte sono un pacificatore, altre volte un agente;"
"Manovaldo mi fo, ma quel cotale,","I become an administrator, but whoever","Divento un amministratore, ma chiunque"
"Che mi vi mette, l’abiate per pazo","has me do that, you should consider him crazy,","se me lo fai fare, dovresti considerarlo pazzo,"
"Ché de’ suo’ beni i’ fo torre, e palazo,","for from his properties I gain towers and palaces,","perché dalle sue proprietà guadagno torri e palazzi,"
"Over be’ dormitori, o belle sale;","or beautiful bedrooms and lovely halls,","o belle camere da letto e belle sale,"
"Sì che, s’egli à figluol, poco gli vale:","so that, if he has a son, little good his father’s properties","in modo che, se ha un figlio, poco buono suo padre ha proprietà"
I ben’ del padre sì ’l te ne rispazo.,"will do him, because I sweep them all away.","Lo faro', perche' li spazzo via tutti."
"E, se voi aveste nulla cosa a fare,",And if you were to cook up a business deal,E se dovessi fare un affare...
"Intorno di colui, con ch’i’ riparo,","with one of my associates,","con uno dei miei soci,"
"Diràllami, faròlla capitare.","he’ll tell me, and I’ll make it happen;","l'inferno me lo dica, e io l'ho fatto accadere;"
Ma non convien mostrar   ch’e’ vi si’ amaro,but you don’t have to show your displeasure,ma non devi mostrare il tuo dispiacere
"A larga mente sapermi donare,","over having to pay me generously,","per avermi dovuto pagare generosamente,"
Ché ’l mi’ servigio i’ ’l vendo molto caro.,for I sell my service at a very high price.”,per vendo il mio servizio ad un prezzo molto alto.
