Original,Translate_EN,Translate_IT_1
Se l’uon può tanto far ched ella vada,“If the man arranges for her to go,Se l'uomo fa in modo che se ne vada
"Al su’ albergo la notte a dormire,","to his house to sleep overnight,","a casa sua per dormire durante la notte,"
Si dé alla femina ben sovenire,the woman must remember to make him wait a bit.,La donna deve ricordarsi di farlo aspettare un po'.
Ched ella il faccia star un poco a bada.,"You may be sure that the man, who’ll be","Si può essere sicuri che l'uomo, che sarà"
"E que’, che guarderà tuttor la strada,","constantly watching the street, will think he’ll die","costantemente guardando la strada, penserà che l'inferno muoia"
Ciertana sie ch’e’ le parrà morire,before he sees her coming;,prima che la veda arrivare;
Insin ched e’ no•lla vedrà venire:,for love delayed is much more satisfying.,perché l'amore ritardato è molto più soddisfacente.
"Ché•ll’amor, c’uom atarda, vie più agrada.","And when she has arrived at his house,","E quando è arrivata a casa sua,"
E quand’ella sarà a l’ostel venuta,she should say to that one who’s so in love with her,dovrebbe dire a quello che è così innamorato di lei
"Sì dica a que’, che•nn’è sì amoroso,",that for love of him she’s become very bold;,che per amore di lui lei si fa molto audace;
Ched ella per su’ amor tropp’è arguta;,"her husband is so jealous of her,","suo marito è così geloso di lei,"
"Ché ’l su’ marito n’è troppo gieloso,",her husband is too jealous,suo marito è troppo geloso
Sì che dubita molto esser battuta:,that she fears she’ll be beaten:,che teme di essere picchiata:
Così gli faccia forte il pauroso.,"thus, let she play well the role of the fearful one for him.”","così, lasci che giochi bene il ruolo di quello timoroso per lui."
