Original,Translate_IT
La sete natural che mai non sazia,Per fare il suo corso attraverso l'acqua più liscia
se non con l'acqua onde la femminetta,"la piccola corteccia del mio spirito ora arrampica la sua vela,"
"samaritana domandò la grazia,",lasciando alle spalle quel mare crudele.
"mi travagliava, e pungeami la fretta","Ora canterò il secondo regno,"
"per la 'mpacciata via dietro al mio duca,","là dove l'anima dell'uomo è purificata,"
e condoleami a la giusta vendetta.,resa degna di ascendere al Cielo.
"Ed ecco, sì come ne scrive Luca","Qui dai morti la poesia si alzi,"
"che Cristo apparve a' due ch'erano in via,","O Muse sacre, da quando sono vostra."
"già surto fuor de la sepulcral buca,",Lasciate che Calliope si alzi.
"ci apparve un'ombra, e dietro a noi venìa,",per accompagnare la mia canzone con quegli stessi accordi
dal piè guardando la turba che giace;,la cui forza colpì così le miserabili magpie
"né ci addemmo di lei, sì parlò pria,","che, ascoltando, hanno perso ogni speranza di perdono."
"dicendo: “O frati miei, Dio vi dea pace”.","Colore dolce dello zaffiro orientale,"
"Noi ci volgemmo sùbiti, e Virgilio",aleggiando nell'aspetto calmo e tranquillo
rendéli 'l cenno ch'a ciò si conface.,"d'aria intervenente, pura all'orizzonte,"
Poi cominciò: “Nel beato concilio,mi sono compiaciuto ancora una volta dei miei occhi
ti ponga in pace la verace corte,non appena ho lasciato l'aria morbosa
che me rilega ne l'etterno essilio”.,che aveva afflitto sia il mio petto che gli occhi.
"“Come!”, diss'elli, e parte andavam forte:","Il pianeta giusto che incoraggia l'amore,"
"“se voi siete ombre che Dio sù non degni,","sorridente, illuminato a est,"
chi v' ha per la sua scala tanto scorte?”.,velando i pesci nel suo treno.
E 'l dottor mio: “Se tu riguardi a' segni,"Mi voltai a destra e, fissando la mia attenzione"
"che questi porta e che l'angel profila,","sull'altro polo, ho visto quattro stelle"
ben vedrai che coi buon convien ch'e' regni.,"non visti, ma dai primi sulla terra."
Ma perché lei che dì e notte fila,Il cielo stesso sembrava gioire
non li avea tratta ancora la conocchia,nel loro splendente luccichio. O vedova
"che Cloto impone a ciascuno e compila,","regione del nord, negata quella vista!"
"l'anima sua, ch'è tua e mia serocchia,","Una volta che ho attirato il mio sguardo da loro,"
"venendo sù, non potea venir sola,",girare a malapena verso l'altro polo
però ch'al nostro modo non adocchia.,"dove era posta la costellazione del fiume,"
Ond'io fui tratto fuor de l'ampia gola,"Ho visto accanto a me un vecchio, da solo,"
"d'inferno per mostrarli, e mosterrolli",che dal suo aspetto era così meritevole di rispetto
"oltre, quanto 'l potrà menar mia scola.",che nessun figlio deve di più a suo padre.
"Ma dimmi, se tu sai, perché tai crolli","La sua barba era lunga e striata di bianco,"
"diè dianzi 'l monte, e perché tutto ad una","come i suoi capelli, che cadde"
parve gridare infino a' suoi piè molli”.,in doppi fili fino al petto.
"Sì mi diè, dimandando, per la cruna",I raggi di quelle quattro stelle sante
"del mio disio, che pur con la speranza",adornava il suo viso con tanta luce
si fece la mia sete men digiuna.,Sembrava splendere con la luminosità del sole.
Quei cominciò: “Cosa non è che sanza,"Quali anime sei tu per essere fuggito dall'eterna prigione,"
ordine senta la religïone,arrampicarsi contro il ruscello oscuro e nascosto?
"de la montagna, o che sia fuor d'usanza.","chiese, scuotendo quelle venerate serrature."
Libero è qui da ogne alterazione:,'Chi era la tua guida o chi la tua lanterna
di quel che 'l ciel da sé in sé riceve,per condurvi fuori da quella notte profonda
"esser ci puote, e non d'altro, cagione.",quale ripida la valle dell'Inferno nelle tenebre?
"Per che non pioggia, non grando, non neve,","Le leggi dell'abisso sono così infrante,"
"non rugiada, non brina più sù cade","o è stato fatto un nuovo decreto in cielo,"
che la scaletta di tre gradi breve;,"che, dannazione, stai davanti alle mie scogliere?"""
"nuvole spesse non paion né rade,",Il mio capo mi ha poi contattato.
"né coruscar, né figlia di Taumante,",e con le sue parole e segni e con le sue mani
che di là cangia sovente contrade;,"mi ha fatto mostrare riverenza con il ginocchio e la fronte,"
secco vapor non surge più avante,"Allora gli rispose: ""Non sono venuto da solo."
"ch'al sommo d'i tre gradi ch'io parlai,",Una donna discesa dal Cielo e su sua richiesta
dov'ha 'l vicario di Pietro le piante.,Ho prestato a quest'uomo compagnia e aiuto.
Trema forse più giù poco o assai;,Ma siccome è la tua volontà che dico chiaramente
"ma per vento che 'n terra si nasconda,","la vera condizione della nostra presenza qui,"
"non so come, qua sù non tremò mai.",Non puo' essere che io neghi il tuo desiderio.
Tremaci quando alcuna anima monda,"Quest'uomo non ha ancora visto il suo ultimo tramonto,"
"sentesi, sì che surga o che si mova",ma attraverso la sua follia era così vicino ad esso
per salir sù; e tal grido seconda.,Il suo tempo era quasi finito.
"De la mondizia sol voler fa prova,","- Gli fui mandato, come ho detto,"
"che, tutto libero a mutar convento,",per la sua liberazione.
"l'alma sorprende, e di voler le giova.",Ma questo poteva essere salvato.
"Prima vuol ben, ma non lascia il talento",Gli ho mostrato tutta la razza colpevole.
"che divina giustizia, contra voglia,",e ora intende fargli vedere quegli spiriti
"come fu al peccar, pone al tormento.",che si purificano sotto la tua responsabilità.
"E io, che son giaciuto a questa doglia",Come l'ho condotto ci metterei molto a dirlo.
"cinquecent'anni e più, pur mo sentii",Scendendo dall'alto un potere mi aiuta
libera volontà di miglior soglia:,"per portarlo qui, perché possa vederti e sentirti."
però sentisti il tremoto e li pii,"Che possiate dare il benvenuto al suo arrivo,"
spiriti per lo monte render lode,"dal momento che è in cerca di libertà, che è così caro,"
