Original,Translate_IT
"Intra due cibi, distanti e moventi","Tra due vie, ugualmente rimosse"
"d'un modo, prima si morria di fame,","E allettante, un uomo libero morirebbe di fame"
che liber'omo l'un recasse ai denti;,O puo' portarsi tra i denti.
sì si starebbe un agno intra due brame,Cosi' come un agnello tra i corvi
"di fieri lupi, igualmente temendo;",di due lupi feroci che temono entrambi;
sì si starebbe un cane intra due dame:,E cosi' fa un cane tra due.
"per che, s'i' mi tacea, me non riprendo,","Quindi, se ho mantenuto la mia pace, non incolpo me stesso,"
"da li miei dubbi d'un modo sospinto,","Impegnato in egual misura dai miei dubbi,"
"poi ch'era necessario, né commendo.","Poiché deve essere così, né mi elogio."
"Io mi tacea, ma 'l mio disir dipinto","Ho tenuto la mia pace, ma il mio desiderio è stato dipinto"
"m'era nel viso, e 'l dimandar con ello,","Sulla mia faccia, e interrogare con quello"
più caldo assai che per parlar distinto.,Più fervente che con discorsi articolati.
"Fé sì Beatrice qual fé Danïello,",Beatrice fece come Daniele aveva fatto
"Nabuccodonosor levando d'ira,",Relieving Nabucodonosor dall'ira
che l'avea fatto ingiustamente fello;,"che lo rendeva ingiustamente spietato,"
e disse: “Io veggio ben come ti tira,"E disse: ""Ecco come ti attrae"
"uno e altro disio, sì che tua cura","L'uno e l'altro desiderio, affinché la tua cura"
sé stessa lega sì che fuor non spira.,Si incastra in modo che avanti non respiri.
"Tu argomenti: ""Se 'l buon voler dura,","Tu affermi, se il bene sarà permanente,"
la vïolenza altrui per qual ragione,"La violenza degli altri, per quale ragione"
"di meritar mi scema la misura?"".",Diminuisce la misura del mio merito?
Ancor di dubitar ti dà cagione,Ancora per dubitare ti arredano occasione
"parer tornarsi l'anime a le stelle,","Anime che sembrano tornare alle stelle,"
secondo la sentenza di Platone.,Secondo il sentimento di Platone.
Queste son le question che nel tuo,Queste sono le domande che su tuo desiderio
pontano igualmente; e però pria,stanno spingendo allo stesso modo; e quindi prima
tratterò quella che più ha di felle.,Tratterò ciò che ha più coraggio.
"D'i Serafin colui che più s'india,","Egli dei Serafini più assorbiti in Dio,"
"Moïsè, Samuel, e quel Giovanni","Mosè, Samuele e qualsiasi altro Giovanni"
"che prender vuoli, io dico, non Maria,","Tu puoi scegliere, io dico, e anche Maria,"
non hanno in altro cielo i loro scanni,"non avere in nessun altro cielo i loro posti,"
"che questi spirti che mo t'appariro,","di quegli spiriti che ti sono apparsi,"
né hanno a l'esser lor più o meno anni;,Nemmeno più o meno anni di esistenza;
"ma tutti fanno bello il primo giro,","Ma tutti rendono bellissimo il cerchio primordiale,"
e differentemente han dolce vita,"E avere una vita dolce in diversi gradi,"
per sentir più e men l'etterno spiro.,Sentindo più o meno il respiro eterno.
"Qui si mostraro, non perché sortita","Si sono mostrati qui, non perché assegnati"
"sia questa spera lor, ma per far segno","Questa sfera è stata per loro, ma per dare segno"
de la celestïal c'ha men salita.,Del celestiale che è meno esaltato.
"Così parlar conviensi al vostro ingegno,","Parlare così è adatto alla tua mente,"
però che solo da sensato apprende,Dal momento che solo attraverso il senso che cattura
ciò che fa poscia d'intelletto degno.,Che cosa allora fa degno di intelletto.
Per questo la Scrittura condescende,Su questo conto la Scrittura condiscende
"a vostra facultate, e piedi e mano","Alle tue facoltà, ai tuoi piedi e alle tue mani"
attribuisce a Dio e altro intende;,"A Dio attribuisce, e significa qualcos'altro;"
e Santa Chiesa con aspetto umano,E Santa Chiesa sotto un aspetto umano
"Gabrïel e Michel vi rappresenta,","Gabriel e Michael ti rappresentano,"
e l'altro che Tobia rifece sano.,E colui che ha reso Tobia di nuovo integro.
Quel che Timeo de l'anime argomenta,Ciò che Timeo sostiene dell'anima
"non è simile a ciò che qui si vede,","Non assomiglia a ciò che qui si vede,"
"però che, come dice, par che senta.",Perche' sembra che mentre parla pensi.
"Dice che l'alma a la sua stella riede,","Dice che l'anima alla sua stella ritorna,"
credendo quella quindi esser decisa,Credendo di essere stato di là reciso
quando natura per forma la diede;,Ogni volta che la natura lo dava come forma.
e forse sua sentenza è d'altra guisa,Forse la sua dottrina è di altre vesti
"che la voce non suona, ed esser puote","Che le parole suonano, e forse possono essere"
con intenzion da non esser derisa.,Con il significato che non è da deridere.
S'elli intende tornare a queste ruote,Se lui vuol dire che a queste ruote ritornano
"l'onor de la influenza e 'l biasmo, forse","L'onore della loro influenza e la colpa,"
in alcun vero suo arco percuote.,Forse il suo arco ha colpito un po' di verità.
"Questo principio, male inteso, torse",Questo principio mal compreso una volta deformato
"già tutto il mondo quasi, sì che Giove,","Il mondo intero quasi, finché non si è smarrito"
Mercurio e Marte a nominar trascorse.,Invocando Giove e Mercurio e Marte.
L'altra dubitazion che ti commove,L'altro dubbio che ti turba
"ha men velen, però che sua malizia","Meno veleno ha, per la sua malevolenza"
non ti poria menar da me altrove.,Non potrei mai condurti altrove da me.
Parere ingiusta la nostra giustizia,Che come ingiusto la nostra giustizia dovrebbe apparire
"ne li occhi d'i mortali, è argomento","Agli occhi dei mortali, è un argomento"
di fede e non d'eretica nequizia.,"Di fede, e non di peccato eretico."
Ma perché puote vostro accorgimento,"Ma ancora, che la vostra percezione può essere in grado"
"ben penetrare a questa veritate,","Per penetrare a fondo questa verità,"
"come disiri, ti farò contento.","Come tu desideri, io ti sazierò."
Se vïolenza è quando quel che pate,Se si tratta di violenza quando chi soffre
"nïente conferisce a quel che sforza,","Non collabora con colui che usa la forza,"
non fuor quest'alme per essa scusate:,Queste anime non erano per questo scusate;
