Original,Translate_EN,Translate_IT_1
Chi ’l su’ amico non pensa di pelare,"“Whoever has no difficulty in skinning her friend,","Chi non ha difficoltà a scuoiare il suo amico,"
"Infin ch’egli agia penna in ala o in dosso,",as long as he has feathers left on his wing or back,finché ha le piume rimaste sulla sua ala o sulla sua schiena
E che d’ogni’altro bene e’ sia sì scosso,or until he is deprived of every other good,o finché non sarà privato di ogni altro bene
"Ched e’ non si ne possa mai   volare,","so that he can no longer fly,","perché non possa più volare,"
"Quella cotal dovria l’uon manegiare,",in this way she should handle the man:,in questo modo lei dovrebbe gestire l'uomo:
"Ché, quanto ch’ella costa più di grosso,",for I can say that the more she costs,perché posso dire che più lei costa
"Più fia tenuta cara, dirlo posso,","the more precious she will be held,","quanto più preziosa sarà custodita,"
E più la vorrà que’ tuttor amare.,and the more he will always want to love her.,E piu' lui vorra' sempre amarla.
Ché•ttu non pregi nulla cosa mai,Because you never value anything very highly,Perche' non hai mai valori molto alti.
"Se nonn-è quel, che•ttu n’avrà’   pagato:",except that for which you have paid:,eccetto quello per il quale hai pagato:
"Se poco costa, poco il pregierai;","if it costs little, little will you value it;","se costa poco, poco lo apprezzerete;"
"E quel, che•tti sarà asai   costato,","and that which has cost you a lot,","e ciò che vi è costato molto,"
"A l’avenante caro il ti terrai,","in comparison you will hold it dear,","in confronto lo terrete caro,"
Con tutto n’agie tu ben mal mercato.,although you may be making a really bad deal.”,anche se si può fare un affare davvero cattivo.
