Original,Translate_IT
"Intra due cibi, distanti e moventi",Prima di un uomo in uno dei due
"d'un modo, prima si morria di fame,","gli alimenti ugualmente rimossi e allettanti,"
che liber'omo l'un recasse ai denti;,morirebbe di fame se la sua scelta fosse libera;
sì si starebbe un agno intra due brame,così un agnello starebbe immobile tra
"di fieri lupi, igualmente temendo;","il desiderio di due lupi selvaggi, nella paura"
sì si starebbe un cane intra due dame:,di entrambi; così farebbe un cane tra due cervi;
"per che, s'i' mi tacea, me non riprendo,","così, non ho bisogno di biasimare né lodare me stesso"
"da li miei dubbi d'un modo sospinto,",quando entrambi i miei dubbi mi hanno costretto allo stesso modo:
"poi ch'era necessario, né commendo.",ciò che mi ha tenuto in silenzio era la necessità.
"Io mi tacea, ma 'l mio disir dipinto","Non ho parlato, ma in faccia sono stato visto"
"m'era nel viso, e 'l dimandar con ello,","anelito e interrogatorio, più ardente che"
più caldo assai che per parlar distinto.,se le parole pronunciate le avessero rese evidenti.
"Fé sì Beatrice qual fé Danïello,","Poi Beatrice ha fatto proprio come Daniel,"
"Nabuccodonosor levando d'ira,","quando placò l'ira di Nabucodonosor,"
che l'avea fatto ingiustamente fello;,la rabbia che ha reso ingiustamente feroce il re.
e disse: “Io veggio ben come ti tira,"Disse: ""Vedo come entrambi i desideri ti attirano,"
"uno e altro disio, sì che tua cura",in modo che la vostra ansietà di sapere è auto-
sé stessa lega sì che fuor non spira.,Intrecciato e non può esprimersi.
"Tu argomenti: ""Se 'l buon voler dura,","Tu ragioni: 'Se la mia volontà di bene persiste,"
la vïolenza altrui per qual ragione,perché la violenza degli altri dovrebbe causare
"di meritar mi scema la misura?"".","la misura del mio merito per essere meno?"""
Ancor di dubitar ti dà cagione,E si è anche portati al dubbio perché
"parer tornarsi l'anime a le stelle,",la dottrina Platone insegnato avrebbe trovato sostegno
secondo la sentenza di Platone.,dalle anime che sembrano tornare alle stelle.
Queste son le question che nel tuo,"Queste sono le domande che, nel vostro testamento,"
pontano igualmente; e però pria,"Premere ugualmente per le risposte; quindi, I"
tratterò quella che più ha di felle.,tratta prima la questione più insidiosa.
"D'i Serafin colui che più s'india,","né il Seraf più vicino a Dio,"
"Moïsè, Samuel, e quel Giovanni","né Mosè, né Samuele, né Giovanni"
"che prender vuoli, io dico, non Maria,","qualunque cosa tu voglia, né Mary abbia,"
non hanno in altro cielo i loro scanni,"Io dico, il loro posto in qualsiasi altro paradiso"
"che questi spirti che mo t'appariro,","di quello che ospita le anime che hai appena visto,"
né hanno a l'esser lor più o meno anni;,né la loro beatitudine durerà più a lungo.
"ma tutti fanno bello il primo giro,",Ma tutte quelle anime grazia l'Empireo;
e differentemente han dolce vita,e ognuno di loro ha la vita dolce-anche se alcuni
per sentir più e men l'etterno spiro.,"Sentite di più lo Spirito Eterno, alcuni meno."
"Qui si mostraro, non perché sortita",Si sono mostrati a voi qui non perché
"sia questa spera lor, ma per far segno","questa è la loro sfera, ma come segno per voi"
de la celestïal c'ha men salita.,che nell'Empireo il loro posto è più basso.
"Così parlar conviensi al vostro ingegno,","Tali segni sono adatti alla vostra mente, dal"
però che solo da sensato apprende,i sensi solo può catturare
ciò che fa poscia d'intelletto degno.,che cosa allora diventa adatto per l'intelletto.
Per questo la Scrittura condescende,Ed è per questo che la Bibbia condiscende
"a vostra facultate, e piedi e mano","ai poteri umani, assegnando piedi e mani"
attribuisce a Dio e altro intende;,"a Dio, ma significa qualcos'altro invece."
e Santa Chiesa con aspetto umano,E Gabriele e Michele e l'angelo
"Gabrïel e Michel vi rappresenta,",che hanno guarito gli occhi di Tobit sono ritratti
e l'altro che Tobia rifece sano.,dalla Santa Chiesa con visti umani.
Quel che Timeo de l'anime argomenta,Ciò che Timeo ha detto nel ragionamento
