Original,Translate_EN,Translate_IT_1
Troppo avea quel’imagine ’l [vi]saggio,The face of that image was very well-fashioned,Il volto di quell'immagine era molto ben fatto
Tagliato di tranobile fazone.,and had an exceedingly noble appearance;,e aveva un aspetto estremamente nobile;
"Molto pensai d’andarvi a prociessione,",My only thought was to go there in procession,Il mio unico pensiero era quello di andare lì in processione
E di fornirvi mie pelligrinagio.,and to complete my pilgrimage there.,e per completare lì il mio pellegrinaggio.
E’ sì no•mi paria paruto oltragio,And it would not have seemed to me too much,E non mi sarebbe sembrato troppo.
"Di starvi un dì davanti ginochione,",to kneel before it for an entire day,di inginocchiarsi davanti ad essa per un giorno intero
"E poi di nocte eservi su boccone,","and then at night to lie prostrate before it,","e poi di notte a mentire prostrato prima di esso,"
"E di donarne ancor ben gran logagio,",and to make a great offering in addition.,e di fare una grande offerta in più.
"Chéd i’ era ciertan, sed i’ toccasse","For I was sure that, if I were able to touch","Perché ero sicuro che, se fossi in grado di toccare"
"L’erlique, che di sotto eran riposte,","the relics that were kept below the image,","le reliquie che sono state conservate sotto l'immagine,"
"Che ogne mal, ch’i’ avesse, mi sanasse,",my every ill would be healed;,ogni mio male sarebbe guarito;
"E’ fosse mal di capo, over di coste,","and if I suffered from headaches, or back pains,","e se soffrivo di mal di testa, o dolori alla schiena,"
"O d’altra malatia, che mi gravasse:","or any other grievous sickness,","o qualsiasi altra grave malattia,"
A tutte m’avria fatto donar soste.,these relics would give me relief from all of them.,Queste reliquie mi darebbero sollievo da tutti loro.
