Original,Translate_IT
Guardando nel suo Figlio con l'Amore,"forza primordiale, con amore pieno di guardare il Figlio,"
"che l'uno e l'altro etternalmente spira,","che voi e lui siete tutti svelati,"
lo primo e ineffabile Valore,"Gli Ineffabili, l'Edificante,"
quanto per mente e per loco si gira,Costruisci ciò che vedi con lo spirito e l'occhio
"con tant'ordine fé, ch'esser non puote",Cosi' ordinata da essere divertita...
sanza gustar di lui chi ciò rimira.,Pervade tutto colui che vede la loro opera.
"Leva dunque, lettore, a l'alte rote","Risveglio, o lettore, sguardo e riflessione"
"meco la vista, dritto a quella parte","Vai in paradiso, ora."
dove l'un moto e l'altro si percuote;,Dove si attraversa il doppio movimento.
e lì comincia a vagheggiar ne l'arte,"Da lì in poi, l'ultima delle opere d'arte il tuo senso,"
"di quel maestro che dentro a sé l'ama,",Perché anche il Maestro lo vede con piacere
tanto che mai da lei l'occhio non parte.,E riflette amorevolmente il suo sguardo in esso.
Vedi come da indi si dirama,Da lì si dividono i treni
"l'oblico cerchio che i pianeti porta,","Il cerchio storto che porta i pianeti,"
per sodisfare al mondo che li chiama.,Per accontentare quelli che chiamano.
"Che se la strada lor non fosse torta,","E la loro corsa non si muoveva male da lì,"
"molta virtù nel ciel sarebbe in vano,","Così molti poteri celesti sarebbero sprecati,"
e quasi ogne potenza qua giù morta;,E non eccitato quasi sulla Terra.
e se dal dritto più o men lontano,E fu più e meno allontanato
"fosse 'l partire, assai sarebbe manco","Dal sentiero, vi rimase sulla terra,"
e giù e sù de l'ordine mondano.,"Come qui, l'ordine del mondo incompiuto."
"Or ti riman, lettor, sovra 'l tuo banco,","Ora, o lettore, stai fermo nel tuo posto,"
"dietro pensando a ciò che si preliba,",Per pensare a cio' che ti e' costato...
s'esser vuoi lieto assai prima che stanco.,"E prima che ti stanchi, il piacere ti strappa via."
Messo t'ho innanzi: omai per te ti ciba;,"Ti ho dato del vino. Ti piace bere te stesso,"
ché a sé torce tutta la mia cura,Perche' tutto cio' che mi preoccupa e'...
quella materia ond'io son fatto scriba.,Quella roba che sto descrivendo.
"Lo ministro maggior de la natura,","La cameriera, la più grande, la natura,"
che del valor del ciel lo mondo imprenta,"che si fece specchio della potenza celeste,"
"e col suo lume il tempo ne misura,",Quella luminosa mostra la misura e la traccia dei tempi.
con quella parte che sù si rammenta,"Unitevi al luogo di cui pensavo,"
"congiunto, si girava per le spire","Si è visto girare in cerchio elicoidale,"
in che più tosto ognora s'appresenta;,E' stata piu' veloce nel portare i giorni qui.
e io era con lui; ma del salire,"Ero in lei solo come questo,"
"non m'accors'io, se non com'uom s'accorge,","Lo sento solo come percepiamo i pensieri,"
"anzi 'l primo pensier, del suo venire.",Prima che s'innalzino nella nostra mente.
E' Bëatrice quella che sì scorge,"Beatrix, che ci guida così velocemente sa,"
"di bene in meglio, sì subitamente","Consacrare il bene per il meglio,"
che l'atto suo per tempo non si sporge.,"Ma che le ore non si muovano,"
Quant'esser convenia da sé lucente,Come doveva essere luminosa da sola!
"quel ch'era dentro al sol dov'io entra'mi,",E quello che ho visto dentro al sole...
"non per color, ma per lume parvente!","Per il colore no, per la lucentezza da sola,"
"Perch'io lo 'ngegno e l'arte e l'uso chiami,","Se ho fatto affidamento su spirito, arte e pratica,"
sì nol direi che mai s'imaginasse;,"Mai che la mia parola vi presenti chiaramente,"
