Original,Translate_IT
"Quando il settentrïon del primo cielo,",Quando le prime sette stelle del cielo si erano fermate
che né occaso mai seppe né orto,"(quelle stelle che non si alzano mai o ambientano, che sono"
"né d'altra nebbia che di colpa velo,",non velato se non quando il peccato offusca la nostra visione;
e che faceva lì ciascuno accorto,"quelle stelle che, là, hanno reso tutti consapevoli"
"di suo dover, come 'l più basso face","di quello che il suo dovere era, proprio come l'Orso"
"qual temon gira per venire a porto,","sotto porta i timoni a casa al porto), poi"
"fermo s'affisse: la gente verace,",la band veritiera che era venuta prima tra
"venuta prima tra 'l grifone ed esso,",il griffin e le Sette Stelle si volsero verso
al carro volse sé come a sua pace;,"quel carro come verso la loro pace, e uno"
"e un di loro, quasi da ciel messo,","come se fosse stato fatto scendere dal Cielo,"
"'Veni, sponsa, de Libano' cantando","ad alta voce, ""Veni, sponsa, de Libano,"""
"gridò tre volte, e tutti li altri appresso.","tre volte, e tutti gli altri lo riecheggiarono."
Quali i beati al novissimo bando,"Proprio come i beati, all'Evocazione Finale,"
"surgeran presti ognun di sua caverna,","si alzerà-pronto-ognuno dalla sua tomba,"
"la revestita voce alleluiando,","cantare, con voci new-clothed, Alleluia,"
cotali in su la divina basterna,"così ha fatto, ad vocem tanti senis, uno"
"si levar cento, ad vocem tanti senis,",cento ministri eterni della vita
ministri e messagger di vita etterna.,e i messaggeri risorgono dal carro dei devoti.
"Tutti dicean: 'Benedictus qui venis!',","Tutti gridavano: ""Benedetto qui venis,"""
"e fior gittando e di sopra e dintorno,","e, spargendo fiori verso l'alto e intorno,"
"'Manibus, oh, date lilïa plenis!'.","""Manibus, oh, data lilia plenis."""
Io vidi già nel cominciar del giorno,A volte ho visto tutto il cielo orientale
"la parte orïental tutta rosata,","risorgendo come il giorno cominciava e si vedeva,"
e l'altro ciel di bel sereno addorno;,"adorna di bel blu, il resto del cielo;"
"e la faccia del sol nascere ombrata,",e visto il volto del sole sorgere così velato che
sì che per temperanza di vapori,è stato temperato dalla nebbia e potrebbe permettere
l'occhio la sostenea lunga fïata:,"l'occhio di guardare a lungo su di esso; così,"
così dentro una nuvola di fiori,all'interno di una nuvola di fiori che sono stati gettati
che da le mani angeliche saliva,per le mani angeliche e poi si alzò
"e ricadeva in giù dentro e di fori,","e poi è caduto indietro, fuori e nel carro,"
sovra candido vel cinta d'uliva,una donna si mostrò a me; di sopra
"donna m'apparve, sotto verde manto","un velo bianco, era incoronata con rami d'ulivo;"
vestita di color di fiamma viva.,"Il mantello era verde, il vestito sotto, rosso fiamma."
"E lo spirito mio, che già cotanto","In sua presenza, una volta ero stato usato"
tempo era stato ch'a la sua presenza,"al tremare-meravigliare, alla dissoluzione;"
"non era di stupor, tremando, affranto,",Ma e' stato molto tempo fa.
"sanza de li occhi aver più conoscenza,","ora era velata, non poteva vederla direttamente,"
"per occulta virtù che da lei mosse,","per mezzo di forza nascosta che poteva muovere,"
d'antico amor sentì la gran potenza.,Ho sentito il potente potere del vecchio amore.
Tosto che ne la vista mi percosse,Non appena quella forza profonda aveva colpito la mia visione
l'alta virtù che già m'avea trafitto,"(il potere che, quando non avevo ancora lasciato"
"prima ch'io fuor di püerizia fosse,","la mia giovinezza, mi aveva già trafitto,"
volsimi a la sinistra col respitto,Mi sono girato e alla mia sinistra-proprio come
col quale il fantolin corre a la mamma,"un bambino, spaventato o in difficoltà,"
